Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Ben Williams,P,VAN,28,500000,2029,66,66,16,4,43,46,9,29,11,9,7,26,5,0,32,30,0,3,3,30,9,68,78,3,3,4,4,0,0,0,0,0,0,0,0,0,0,14,14,11,11,4,4,66,66,23,23,17,17
Patrick Schuh,P,OAK,31,500000,2025,47,47,44,0,20,82,54,31,15,15,0,0,0,0,0,16,0,1,23,27,27,43,78,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,47,47,5,5,3,3
Miles Callahan,P,FA,35,500000,2025,38,38,47,4,0,7,0,5,2,0,0,0,0,0,8,0,0,0,0,24,1,33,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0
Nelson Melton,P,ORL,27,830000,2025,73,73,30,0,16,21,26,14,33,2,0,0,0,0,6,33,0,0,2,41,5,89,74,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,2,6,6,73,73,0,0,0,0
Claude Walton,P,ABQ,28,500000,2026,50,50,23,0,15,52,14,23,1,0,0,1,0,0,0,14,0,0,0,24,5,49,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0
Ryan Monroe,P,IND,23,500000,2026,42,49,28,20,34,31,7,6,13,7,8,7,3,0,0,18,7,8,5,46,39,41,74,1,8,4,9,0,6,0,2,0,4,3,11,5,9,6,12,7,14,23,32,42,49,15,23,11,20
Kenny Parker,P,MXC,32,500000,2025,66,66,32,10,13,13,11,14,28,7,7,0,0,0,1,0,0,0,0,39,15,72,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,66,66,0,0,0,0
Chris Whitt,P,AUS,24,500000,2026,65,71,31,6,55,48,5,8,1,30,3,0,0,0,10,18,0,0,0,31,45,71,73,0,3,7,9,0,5,0,3,0,2,1,5,4,6,14,18,13,20,17,20,65,71,47,54,38,44
Andrew McTear,P,CAI,23,500000,2028,57,69,37,35,28,39,10,19,12,4,4,0,2,0,3,28,0,4,4,38,17,58,73,5,10,4,7,0,5,2,5,5,11,7,16,7,12,8,15,8,16,10,17,57,69,10,18,7,15
Kalen Small,P,TOR,28,500000,2025,60,60,49,16,15,65,4,24,18,1,14,0,0,0,0,6,0,0,0,17,27,61,73,7,7,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5,5,60,60,0,0,0,0
Royce Gomez,P,HAW,38,500000,2025,53,53,27,0,0,2,10,38,0,8,0,0,0,0,0,8,0,0,0,37,13,54,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,53,53,0,0,0,0
Connor Todd,P,MIL,28,500000,2025,41,41,39,0,38,31,24,11,0,7,17,0,3,0,0,0,0,0,0,28,29,40,73,3,3,4,4,0,0,0,1,0,0,0,0,0,0,1,1,1,1,11,11,41,41,18,18,13,13
James Crossley,P,DP,21,500000,2026,65,83,13,8,23,30,30,12,7,7,5,0,0,0,0,22,7,0,0,34,16,70,73,1,10,0,3,0,11,0,4,0,8,0,12,0,6,3,12,3,13,8,17,65,83,6,17,3,11
Derek Dunn,P,DP,22,500000,2026,65,81,10,18,38,27,18,8,13,15,25,0,0,0,12,55,18,2,0,29,24,70,73,2,11,8,13,0,6,0,5,0,6,0,10,8,18,21,30,21,33,9,14,65,81,19,29,16,25
Cole Henry,P,HOU,32,500000,2027,63,63,25,0,4,3,34,20,0,8,0,1,11,13,0,6,0,14,0,28,36,66,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,63,63,0,0,0,0
Devon Hersey,P,BAL,40,500000,2027,63,63,27,1,0,0,10,12,20,0,0,0,0,0,0,19,0,0,0,22,0,65,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0
Steve Williams,P,UTA,37,500000,2025,56,56,27,0,0,0,22,5,0,0,0,0,0,7,0,7,0,0,0,45,32,58,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,56,56,0,0,0,0
Derron Deloach,P,KEN,25,500000,2025,40,41,33,1,30,34,14,0,0,13,4,0,0,0,2,2,0,0,5,37,3,39,72,0,4,0,0,0,2,0,1,0,3,0,4,0,1,0,2,0,1,4,8,40,41,13,17,10,13
Ethan Housey,P,PIT,36,500000,2025,40,40,43,0,0,19,34,18,0,0,0,0,0,0,0,32,0,0,0,59,12,39,72,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,40,40,0,0,0,0
Kyle Newsom,P,ATH,29,500000,2025,65,65,25,0,28,22,25,7,18,11,2,0,0,1,0,44,0,0,0,14,23,73,71,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,14,10,10,3,3,65,65,11,11,8,8
Aaron Acevedo,P,QUE,36,500000,2026,54,54,23,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,14,0,57,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0
Mookie Wimberly,P,CLB,30,500000,2026,51,51,22,13,18,15,3,0,22,0,4,4,0,0,7,16,1,0,0,42,30,55,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,51,51,0,0,0,0
Otis Baskerville,P,WAS,33,500000,2026,47,47,22,0,11,51,39,0,5,2,0,0,0,0,6,14,0,0,0,40,24,51,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,47,47,0,0,0,0
Danny Broekemeier,P,ATL,38,500000,2025,44,44,2,0,0,0,3,0,15,0,0,0,3,0,0,4,0,0,0,4,6,47,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0
Jonathan Ruff,P,ANC,26,500000,2025,38,38,20,15,17,34,6,13,18,10,11,0,0,0,0,27,0,0,0,23,15,39,70,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,4,38,38,1,1,0,3
Devin Thomas,K,CHI,23,500000,2025,38,48,15,9,53,9,2,14,5,13,8,2,17,14,12,25,0,0,0,46,62,30,69,0,7,9,15,0,6,1,6,0,3,0,5,3,8,16,24,14,23,38,48,32,41,38,45,26,37
Jermaine Basford,P,CGY,24,500000,2025,47,54,38,29,49,83,16,33,4,9,20,0,0,0,4,39,13,4,7,58,26,52,69,10,18,13,18,0,5,2,5,6,8,10,15,15,20,20,27,21,29,22,29,47,54,30,38,22,27
Doug Hart,P,SD,31,500000,2026,57,57,25,0,18,47,33,17,13,4,0,7,0,5,0,11,6,0,0,8,32,63,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,57,57,1,1,0,0
Sam Browning,P,PHO,42,500000,2025,45,45,19,0,0,0,35,5,7,0,0,0,0,0,0,5,3,0,0,21,38,51,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,45,45,0,0,0,0
Edwin Jackson,P,BOS,37,500000,2025,43,43,27,0,0,0,0,18,17,0,0,0,0,0,0,13,0,0,3,9,11,48,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0
Adam Davis,P,DP,22,500000,2026,64,76,34,8,37,25,23,27,18,18,0,0,0,0,0,40,0,0,15,48,9,71,68,10,20,0,2,0,8,0,7,0,5,1,11,3,12,16,27,13,24,10,19,64,76,20,31,16,23
Cameron Smith,P,FA,33,500000,2025,37,37,33,14,18,0,1,0,3,14,3,0,0,4,8,16,8,11,19,30,34,39,67,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,13,13,37,37,3,3,2,2
Ricardo Wing,P,KC,38,500000,2025,62,62,29,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,17,6,69,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0
Adam Levingston,P,SAC,33,500000,2026,53,53,21,0,16,0,22,0,0,0,0,0,0,0,1,8,22,13,0,27,0,61,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0
Blake Lucas,P,RAL,28,500000,2025,44,44,29,0,57,62,13,0,0,23,0,0,0,0,0,25,0,3,0,9,4,52,66,0,0,5,5,0,0,0,0,0,0,0,0,3,3,18,18,15,15,0,0,44,44,48,48,37,37
Chris Saintil,P,PRO,37,500000,2026,56,56,35,0,0,38,0,0,30,0,0,0,0,11,0,23,0,6,0,31,49,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,56,56,0,0,0,0
Donte Davis,P,LON,28,500000,2025,53,53,19,26,28,28,6,8,39,0,7,0,15,0,22,17,27,0,0,64,16,61,65,5,5,4,4,0,0,2,2,3,3,3,3,9,9,3,3,8,8,19,19,53,53,9,9,5,5
Jerrold Glover,P,EDM,37,500000,2025,44,44,54,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,31,5,52,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,44,44,0,0,0,0
Ben Duncan,P,JAX,24,500000,2025,54,61,20,3,39,50,12,3,9,6,17,0,10,0,0,4,0,0,10,7,32,64,64,0,7,4,5,0,4,0,5,0,4,0,3,0,6,2,4,2,4,4,7,54,61,18,25,13,17
Tayvion Saunders,P,SA,35,500000,2026,47,47,35,0,0,0,0,7,0,0,0,0,21,0,0,10,10,0,0,25,27,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,47,47,0,0,0,0
Ryan Turner,P,PHI,26,500000,2025,37,39,35,2,42,42,6,6,21,44,15,3,7,6,0,31,0,0,2,29,45,42,64,6,6,7,8,0,0,0,3,0,2,0,3,1,1,14,14,12,14,17,20,37,39,30,34,28,32
Alexander Gardner,P,FA,27,500000,2025,35,35,24,2,35,50,21,3,15,19,1,0,0,0,3,4,2,0,0,39,37,39,64,2,2,0,2,0,0,0,0,0,1,0,0,0,1,1,1,1,1,17,17,35,35,18,18,15,16
Ben Gilmore,P,RIO,23,500000,2027,59,67,36,13,40,37,6,6,3,16,2,6,0,0,14,6,8,0,3,44,8,70,63,0,7,3,7,0,5,0,5,1,7,3,8,5,10,4,8,5,12,8,14,59,67,22,28,18,28
Jeffrey Jennings,P,BUF,37,500000,2025,48,48,33,6,0,30,19,22,14,0,0,0,0,0,0,28,0,0,0,23,22,59,63,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,48,48,0,0,0,0
Jared Bills,P,STL,24,500000,2025,41,45,32,24,21,28,15,12,16,1,4,0,7,17,0,20,0,0,5,13,47,49,63,4,10,0,1,0,6,1,2,2,4,2,7,1,4,2,4,2,8,11,15,41,45,3,7,1,4
Adam Dixon,P,SYD,31,500000,2026,45,45,25,0,0,0,0,23,12,0,0,0,0,0,0,31,0,0,0,21,40,56,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,45,45,0,0,0,0
Bradyn Johnson,P,DEL,29,500000,2026,44,44,50,32,23,60,9,9,4,8,4,0,14,0,9,2,0,0,0,26,0,54,63,3,3,5,5,1,1,8,8,7,7,7,7,4,4,0,0,0,0,0,0,44,44,6,6,5,5
Justin Wright,P,PAR,23,500000,2028,56,64,15,13,37,12,6,1,12,0,0,5,0,0,0,4,0,13,2,26,6,69,61,0,8,0,1,0,7,0,3,0,7,0,5,0,3,1,9,2,8,1,4,56,64,16,25,11,18
Gerald Matthews,P,MON,23,500000,2028,56,64,27,3,35,23,28,26,9,2,0,0,0,0,0,22,0,1,0,44,6,68,61,6,14,0,1,0,7,0,4,0,7,0,6,0,4,8,15,6,11,8,13,56,64,15,20,10,15
Ernest Knox Sr.,P,PHI,41,500000,2025,45,45,12,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,7,0,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0
Evan Davis,P,LA,36,500000,2025,44,44,25,12,0,3,36,1,3,8,0,18,1,3,0,4,2,0,0,19,17,57,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,44,44,0,0,0,0
Tony Barnes,P,MEM,33,500000,2025,42,42,32,20,22,18,22,13,20,2,0,0,1,0,5,0,0,15,0,40,31,54,61,6,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,16,16,42,42,4,4,2,2
Ron Hooper,P,FA,37,500000,2025,36,36,34,0,0,0,25,8,1,0,0,0,0,0,0,0,0,0,0,5,0,44,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0
Brock Poole,WR,CGY,23,2900000,2027,52,63,56,7,46,51,6,8,9,21,41,63,75,20,17,18,14,4,1,3,26,30,60,8,13,31,41,52,63,41,52,6,12,7,13,9,15,12,20,13,20,0,6,26,35,27,36,22,32
Denzel Miller,K,JAX,35,500000,2027,56,56,25,11,14,0,58,7,7,0,0,0,0,0,0,11,0,0,0,48,81,67,60,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,53,53,0,0,0,0
Ben Burns,P,POR,23,500000,2026,47,58,29,14,53,65,14,6,19,0,1,0,0,0,4,9,2,5,2,30,7,61,60,4,9,5,7,0,5,0,6,0,5,4,11,6,10,10,16,10,16,3,9,47,58,34,41,22,32
Brooks Davis,P,VB,35,500000,2026,53,53,31,0,14,0,0,3,0,0,0,0,0,0,0,7,0,0,0,19,20,67,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,53,53,0,0,0,0
Jason Frank,P,DET,29,500000,2025,41,41,32,1,30,16,17,21,10,11,0,0,0,0,0,14,0,27,0,40,23,53,60,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,13,13,41,41,12,12,9,9
Leon Pearson,DL,FA,28,500000,2025,45,45,63,75,0,42,6,17,16,8,0,0,1,0,1,12,4,68,68,4,0,17,60,11,11,4,4,0,0,13,13,19,19,45,45,22,22,0,0,0,0,0,0,18,18,0,0,0,0
Phillip Clark,P,FA,24,500000,2025,33,40,34,0,34,28,9,11,0,2,6,0,0,0,0,18,7,4,0,28,12,41,60,0,7,0,1,0,6,0,3,0,3,0,6,0,6,6,8,6,12,4,9,33,40,14,20,9,15
Jared Long,P,MAD,38,500000,2026,56,56,26,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,26,39,71,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,56,56,0,0,0,0
Sione Evans,P,LIS,25,500000,2026,50,53,18,17,29,29,16,4,19,16,13,0,1,8,14,5,0,0,1,57,16,65,59,2,4,3,4,0,4,0,1,0,1,0,3,0,3,0,4,0,1,17,19,50,53,12,15,10,15
Tim Lytle,P,DAL,26,500000,2025,48,48,19,16,15,39,1,3,15,8,0,11,8,0,0,15,0,0,19,25,61,63,59,0,3,0,2,0,0,0,3,0,1,0,3,0,3,0,2,0,0,23,26,48,48,0,0,0,2
Justin Corbett,P,BEL,35,500000,2025,45,45,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0
Riley Mitchell,P,DEN,22,500000,2026,53,66,11,18,30,26,21,31,19,14,4,9,8,1,6,0,0,0,0,24,27,68,58,7,14,1,6,0,9,0,3,0,4,0,9,0,6,0,5,0,7,8,15,53,66,13,21,11,21
Quinto Sabillon,P,SF,32,500000,2025,59,59,25,32,23,11,17,18,6,6,22,7,2,19,4,8,0,0,0,36,34,75,58,4,4,7,7,0,0,1,1,5,5,2,2,2,2,0,0,0,0,15,15,59,59,5,5,3,3
Carlos Rice,P,JKT,32,500000,2025,44,44,14,3,15,13,33,0,9,0,8,0,0,0,9,22,0,0,0,9,40,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,44,44,0,0,0,0
Shabazz Houk,P,DP,22,500000,2026,41,51,28,33,48,26,22,19,14,5,5,0,5,0,11,29,13,1,0,42,9,54,58,8,16,10,14,0,6,3,9,6,16,8,16,13,20,16,27,18,30,8,15,41,51,28,40,21,33
Wayne Laing,P,MIN,26,500000,2025,54,54,36,17,56,54,34,15,15,25,17,0,3,0,0,29,0,18,13,30,19,71,57,13,13,13,14,0,0,0,0,1,4,9,12,10,11,19,22,17,20,8,8,54,54,46,50,37,37
Robert Morris,P,ANC,22,500000,2026,42,54,31,19,44,37,8,12,17,17,2,0,0,3,0,15,1,0,2,35,21,58,57,4,15,5,9,0,7,0,6,1,8,3,12,5,10,9,16,9,18,10,20,42,54,26,37,21,32
Dwayne McFadden,P,CIN,34,500000,2026,44,44,29,0,0,18,0,6,13,0,0,0,0,0,0,17,0,3,0,8,21,61,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0
Bernard Jones,P,NOL,23,500000,2025,35,43,31,11,31,48,23,9,15,3,0,0,0,0,0,5,0,0,0,23,21,46,57,4,10,0,3,0,9,0,3,0,3,0,7,0,5,0,6,0,7,5,11,35,43,12,20,8,16
Nick Shaw,P,PIT,26,500000,2025,39,39,26,0,30,56,21,15,2,20,3,15,0,0,2,0,1,0,0,26,33,53,57,1,1,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,11,11,39,39,14,14,12,12
Aaron Werner,P,CHI,28,500000,2025,40,40,31,29,33,36,18,9,9,0,0,1,0,0,0,15,0,8,3,35,38,54,57,3,3,2,2,0,0,0,1,2,2,5,5,5,5,5,5,5,5,17,17,40,40,13,13,9,9
Demani Ellington,P,CLE,26,500000,2025,38,38,40,0,23,40,20,0,24,17,0,5,3,0,4,5,0,0,15,33,27,51,57,5,6,0,3,0,2,0,0,0,2,0,1,0,1,0,0,0,0,11,12,38,38,8,8,6,8
Colton Johnson,P,LON,34,500000,2025,41,41,41,0,10,0,0,0,25,0,0,0,0,8,0,4,0,0,0,28,16,55,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,41,41,0,0,0,0
Neel Turner,P,FA,40,500000,2025,40,40,36,0,0,0,9,0,0,0,22,0,0,0,3,10,0,0,3,13,24,54,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,40,40,0,0,0,0
C.J. Mitchell,P,DP,21,500000,2026,27,40,37,8,18,36,13,27,20,12,9,2,0,6,0,27,0,22,0,20,28,35,57,8,22,0,4,0,10,0,5,0,10,0,8,0,9,4,13,2,13,7,17,27,40,2,9,1,12
A.J. Panfil,P,SEA,23,500000,2026,50,61,31,7,48,65,22,31,15,14,0,4,0,11,0,19,0,0,0,29,34,67,56,10,17,3,6,0,9,0,4,0,4,0,7,3,8,12,19,10,19,13,21,50,61,31,41,23,29
Thomas Davis,P,SIN,28,500000,2026,56,56,24,14,41,49,23,16,15,2,5,0,0,23,22,43,1,1,0,48,29,74,56,5,5,4,5,0,0,0,0,4,4,0,0,4,4,18,18,16,16,18,18,56,56,20,20,14,14
Robert Gaffney,P,CIN,22,500000,2025,32,41,24,4,30,14,8,5,24,10,0,1,0,0,1,2,4,1,9,23,27,43,56,1,10,0,5,0,8,0,5,0,7,0,9,0,6,0,8,0,6,8,14,32,41,12,19,9,18
Terrance Frederick,QB,DEL,22,500000,2025,38,51,46,19,34,60,33,61,55,36,13,6,19,25,14,6,0,0,0,8,28,17,55,38,51,11,16,6,13,10,17,8,18,4,13,3,12,2,11,3,10,2,10,16,22,10,19,10,16
Denzel Benkert,P,FA,41,500000,2025,38,38,18,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,13,10,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0
Jax Prather,LB,PAR,26,2680000,2026,52,56,38,29,52,48,15,4,17,15,22,8,5,15,0,24,73,50,64,20,8,26,54,8,9,16,18,0,0,6,9,7,10,34,37,52,56,16,16,31,35,0,0,19,21,36,38,27,31
Jarrell Fisher,DL,BEI,25,23730000,2027,91,100,91,98,32,72,30,8,6,3,0,1,7,0,13,5,45,83,84,33,7,29,54,20,25,21,25,6,11,30,32,45,48,91,100,82,91,3,6,17,23,4,5,21,22,14,18,12,16
Andre Faaeteete,P,DEN,24,500000,2026,35,39,29,17,41,40,2,6,25,6,0,1,4,0,12,26,14,1,9,23,14,49,54,2,5,3,3,0,3,0,3,1,5,4,9,9,15,12,17,13,20,3,9,35,39,21,24,16,23
De'Andre Sprouse,K,ATH,23,500000,2025,53,63,46,8,43,61,34,3,3,23,0,12,0,0,8,32,2,0,19,83,43,37,53,7,15,4,9,0,8,1,6,0,5,5,14,6,13,16,22,13,20,53,63,26,31,26,32,22,28
Joe Johnson,K,SIN,34,500000,2025,38,38,29,0,0,1,1,11,24,0,0,0,0,8,0,27,0,2,0,45,62,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,18,18,0,0,0,0
Keenan McDaniel,P,FA,25,500000,2025,31,36,27,9,30,29,23,11,4,13,0,0,0,4,0,5,0,13,0,13,31,44,53,1,5,0,3,0,2,0,2,0,4,0,3,0,2,0,4,0,3,5,9,31,36,13,16,10,13
Sam Gillespie,P,FA,28,500000,2025,34,34,23,9,29,18,32,14,12,8,0,0,0,0,2,19,0,0,0,37,19,49,53,5,5,0,1,0,0,0,0,0,0,0,0,0,0,4,4,3,3,10,10,34,34,11,11,8,8
Dominic Harker,P,TOK,27,500000,2026,50,50,57,17,30,48,15,2,14,16,14,6,14,6,3,2,7,6,0,51,18,72,52,7,7,8,10,4,4,8,10,4,4,7,7,5,6,0,0,1,1,15,15,50,50,13,13,11,11
David Cameron,P,FA,23,500000,2025,29,39,44,2,29,60,29,0,10,3,0,0,0,0,12,0,14,0,7,23,2,42,52,4,13,0,4,0,9,0,6,0,3,1,9,2,6,0,7,0,5,0,3,29,39,10,16,6,14
B.J. Mathis,P,FA,27,500000,2025,33,33,44,6,35,4,34,6,13,13,0,13,0,0,0,4,0,6,0,38,16,49,52,8,8,0,1,0,1,0,0,0,0,1,1,0,1,2,2,1,1,9,9,33,33,17,17,13,13
Antwon Gill,P,DP,21,500000,2026,47,60,11,22,22,38,9,30,7,3,8,4,4,0,0,15,14,0,0,26,22,68,52,0,12,0,2,0,10,0,6,0,7,0,9,2,10,0,9,2,10,7,14,47,60,4,11,2,11
James Schmidt,P,DP,22,500000,2026,40,53,20,7,27,26,23,0,27,4,0,4,0,0,0,1,0,0,0,21,25,59,52,2,8,0,2,0,6,0,5,0,4,0,10,0,5,0,7,0,8,6,12,40,53,9,18,5,13
Tyree Boone,P,LAE,38,500000,2026,53,53,32,0,0,0,0,0,2,0,0,0,1,0,0,8,0,0,0,5,45,76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,53,53,0,0,0,0
Cody Blake,P,LV,40,500000,2025,53,53,54,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,18,37,76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,53,53,0,0,0,0
Greg Pittman,P,SEA,31,500000,2025,41,41,32,0,5,11,17,10,0,20,7,0,29,0,0,24,6,0,0,7,14,62,51,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0
Ethan White,S,FA,32,500000,2025,32,32,17,31,61,0,21,18,3,17,0,0,16,0,0,34,41,0,18,29,2,31,51,5,5,13,13,0,0,3,3,3,3,12,12,24,24,22,22,32,32,1,1,20,20,52,52,41,41
Anthony Dawson,P,WPG,30,500000,2025,41,41,36,0,23,75,5,14,0,0,0,5,0,0,8,11,8,2,0,16,34,62,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,41,41,4,4,1,1
Jimmy Ogletree,P,EDM,34,500000,2025,40,40,29,8,29,11,22,7,0,0,0,6,0,3,0,26,0,0,23,14,37,61,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,5,8,8,40,40,10,10,5,5
