Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Terran Armstrong,K,OKC,23,500000,2025,42,53,41,4,22,7,19,25,4,17,0,9,0,9,5,1,4,2,0,63,51,46,35,5,10,0,5,0,9,0,4,0,3,0,7,0,7,0,6,0,6,42,53,20,29,7,11,6,11
Isaac Madison,K,LON,32,500000,2025,30,30,39,0,0,42,0,0,1,16,2,0,0,0,0,18,0,0,0,63,33,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0
Patrick Werner,K,FA,36,500000,2025,23,23,46,0,0,0,0,28,39,0,0,0,5,4,0,16,0,0,0,63,24,28,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0
Wilbert Grove,K,TOR,25,500000,2028,65,71,34,15,29,36,19,11,10,12,3,3,0,0,14,29,0,4,5,62,79,24,27,4,6,0,1,0,1,0,0,0,0,1,5,2,3,9,13,7,11,65,71,8,10,12,15,9,11
Brandon Willis,K,EDM,23,500000,2026,50,60,48,16,46,28,25,21,2,11,0,4,3,2,0,15,0,0,0,62,61,32,21,9,18,6,10,0,5,3,6,2,8,6,13,6,14,10,18,10,18,50,60,9,17,27,37,21,31
Travis Black,K,MNL,24,500000,2026,37,41,40,14,29,49,18,37,12,16,0,0,0,0,2,14,6,2,4,62,44,22,28,10,15,0,0,0,6,0,2,0,4,2,7,3,9,3,5,4,7,37,41,8,11,13,19,10,13
Matt Kough,K,IST,30,500000,2025,28,28,45,1,22,18,6,20,22,3,3,0,0,2,17,15,14,0,0,62,31,50,23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,28,28,17,17,4,4,1,1
Zac Dunham,K,FA,31,500000,2025,26,26,52,22,22,9,20,10,25,18,0,22,10,0,0,10,0,0,3,62,28,65,16,11,11,2,2,4,4,7,7,2,2,5,5,2,2,0,0,0,0,26,26,20,20,7,7,7,7
Barrett McKinney,K,FA,29,500000,2025,23,23,37,26,28,7,25,29,6,14,6,0,33,0,0,17,0,0,0,62,25,44,7,9,9,7,7,7,7,9,9,2,2,4,4,3,3,4,4,4,4,23,23,8,8,11,11,9,9
Nate Asamoah,P,BKN,30,500000,2029,65,65,25,9,36,31,6,17,0,8,5,2,0,3,0,3,0,1,0,61,3,66,78,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,13,13,65,65,17,17,12,12
Dan Terry,K,OAK,30,500000,2025,47,47,30,18,46,0,29,2,21,11,0,13,0,13,0,0,2,14,0,61,60,34,9,7,7,5,5,0,0,1,1,2,2,5,5,5,5,4,4,5,5,47,47,5,5,27,27,21,21
Chase Ramey,K,LV,40,500000,2025,38,38,32,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,61,47,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,3,3,0,0,0,0
Ben McCann,K,BER,31,500000,2026,60,60,38,0,15,43,17,22,0,0,0,0,0,0,0,19,1,0,0,60,74,18,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,5,5,0,0,0,0
Siale Larsen,K,CGY,28,500000,2025,53,53,50,28,16,41,18,19,38,19,0,3,0,4,1,6,14,0,1,60,67,29,26,15,15,0,1,0,0,3,3,4,4,6,6,6,6,0,0,0,0,53,53,10,10,2,2,3,3
Derrick Ballard,K,ABQ,27,500000,2025,48,48,22,0,29,58,0,0,36,15,0,1,1,0,12,23,0,1,0,60,62,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,48,48,8,8,12,12,10,10
Barry Green,K,ATL,25,500000,2025,36,39,34,1,42,27,32,34,15,1,1,17,0,5,0,3,0,0,5,60,45,32,27,11,13,0,0,0,3,0,3,0,3,0,5,0,4,4,8,3,6,36,39,11,13,21,23,14,18
Shaun Markosian,K,DEN,33,500000,2025,33,33,28,0,0,20,13,29,9,0,10,0,0,0,0,0,0,0,0,60,41,18,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0
Reggie Brown,K,IND,40,500000,2025,32,32,37,0,0,0,2,4,8,0,0,0,0,0,0,8,0,0,0,60,38,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,14,14,0,0,0,0
J.J. Grimes,K,CLB,34,500000,2027,65,65,24,0,6,73,33,11,12,0,5,0,0,11,0,10,0,0,0,59,85,16,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,8,8,0,0,0,0
Nelson Smith,K,BKN,34,500000,2026,53,53,45,0,16,0,18,12,18,2,3,0,3,0,0,19,1,3,1,59,68,57,30,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,23,23,0,0,0,0
Zion Terrell,K,SAC,24,500000,2026,44,51,23,43,45,13,2,0,17,16,0,0,0,0,0,13,0,2,0,59,59,23,15,1,5,9,10,0,6,1,4,7,10,8,12,10,15,8,15,10,13,44,51,3,9,28,33,23,29
D.J. Robertson,K,NJ,27,500000,2026,42,42,31,7,46,13,16,22,5,19,12,5,7,0,0,19,12,6,0,59,56,16,27,5,5,7,7,0,0,0,1,0,0,2,2,6,6,11,11,12,13,42,42,5,5,29,29,22,22
Xavier Cox,K,BKN,31,500000,2025,37,37,24,0,28,23,23,26,0,0,0,0,0,1,0,0,0,4,0,59,47,39,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,5,5,9,9,4,4
Dan Fantroy,K,MIL,26,500000,2025,32,33,34,5,37,37,8,4,3,14,0,1,4,0,2,26,0,0,0,59,41,35,23,0,3,0,0,0,3,0,0,0,0,0,2,0,3,11,11,8,11,32,33,11,12,19,20,15,15
Austin Starling,K,AUS,28,500000,2025,28,28,47,12,37,79,29,0,12,12,25,0,0,0,4,16,0,0,0,59,34,39,13,8,8,9,9,0,0,0,0,0,0,3,3,3,3,7,7,6,6,28,28,8,8,18,18,14,14
Steve Johnson,K,SYD,23,500000,2025,54,65,16,14,49,65,9,23,1,5,0,13,0,0,0,18,13,0,0,58,70,39,14,0,5,4,5,0,8,0,2,0,6,1,6,7,11,11,20,13,22,54,65,9,17,30,40,21,31
Tony Torrence,K,PHI,27,500000,2027,62,62,33,26,41,40,6,15,6,22,16,2,0,0,2,4,15,0,0,58,78,46,28,4,4,10,11,0,0,0,0,3,3,6,6,9,10,4,5,7,7,62,62,17,17,23,23,21,21
Mason Palmer,K,SEA,35,500000,2027,59,59,25,0,0,1,12,9,22,13,0,0,0,0,0,24,0,0,0,58,75,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,8,8,0,0,0,0
Fitz Mack,K,HAW,23,500000,2026,38,45,34,4,37,46,13,9,26,18,3,5,0,0,0,34,0,0,8,58,51,43,4,6,11,1,6,0,6,0,6,0,6,0,5,1,5,14,22,11,16,38,45,7,11,20,27,16,25
John Lively,K,BEL,30,500000,2026,44,44,18,6,11,31,16,10,23,0,3,0,2,1,2,15,5,0,0,58,59,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,7,7,0,0,0,0
Jason Corbin,K,CGY,38,500000,2025,35,35,32,0,0,0,0,10,2,0,0,10,0,0,0,6,0,0,0,58,46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0
Cory Washington,K,KC,23,500000,2027,47,55,35,36,17,41,14,15,15,6,3,0,0,4,14,4,0,0,5,57,63,40,5,5,13,1,3,0,9,2,8,7,15,5,14,2,7,0,6,0,5,47,55,6,10,1,7,0,5
Edward Lawrence,K,LIS,34,500000,2025,50,50,24,21,0,37,0,26,22,0,0,0,1,0,6,23,31,0,0,57,67,35,16,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,50,50,8,8,0,0,0,0
Christopher Dunn,K,CIN,32,500000,2025,44,44,32,0,27,23,0,0,3,0,0,0,0,0,0,23,0,0,11,57,60,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,44,44,0,0,8,8,4,4
Jeremy Hoke,P,SA,29,500000,2026,53,53,37,17,26,40,29,0,20,26,3,2,0,11,2,38,5,0,6,57,18,82,44,7,7,1,1,0,0,0,0,1,1,2,2,4,4,11,11,10,10,17,17,53,53,12,12,11,11
Zane Johnson,K,BEL,33,500000,2025,33,33,36,8,21,0,27,9,13,8,0,0,2,0,0,15,13,0,0,57,44,23,17,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,33,33,4,4,4,4,2,2
Garrett Traylor,K,FA,37,500000,2025,22,22,42,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,57,27,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,10,10,0,0,0,0
Brad Morgan,K,DP,22,500000,2026,29,38,27,12,37,30,25,0,7,13,8,1,0,0,0,4,0,0,5,57,38,29,7,2,11,3,6,0,9,0,6,0,5,0,9,0,8,2,10,2,11,29,38,2,8,18,28,15,25
Jason Adams,K,ANC,32,500000,2026,48,48,54,20,23,11,1,28,21,0,0,2,0,8,0,26,16,0,0,56,66,31,0,8,8,0,0,0,0,2,2,3,3,6,6,8,8,6,6,8,8,48,48,1,1,5,5,2,2
Justin Mackey,K,FA,32,500000,2025,26,26,44,17,0,37,0,16,11,5,0,1,0,0,0,12,0,0,10,56,35,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,8,8,0,0,0,0
Rashad Thompson,K,DP,22,500000,2026,30,42,35,6,18,28,13,18,31,9,37,28,0,0,0,5,0,0,0,56,40,26,19,10,22,5,8,0,6,0,6,0,8,0,10,0,8,0,5,0,8,30,42,6,15,0,6,0,9
Keith Flanagan,K,SEL,27,500000,2028,57,57,19,16,44,27,20,19,22,20,1,12,0,2,0,2,0,0,0,55,76,20,14,7,8,4,4,0,1,0,0,0,0,0,0,2,2,3,3,4,4,57,57,2,2,27,28,22,22
Joe Smith,K,SF,23,500000,2025,38,48,13,3,30,13,18,23,25,6,26,8,20,0,5,1,10,6,14,55,54,22,45,6,11,5,9,0,6,0,2,0,6,0,6,0,3,0,7,0,5,38,48,14,19,10,18,7,11
Joey Weisner,P,KAU,39,500000,2026,65,65,34,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,55,11,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,65,65,0,0,0,0
DeShawn Pollard,K,HOU,26,500000,2025,35,35,21,16,50,30,5,25,29,3,0,0,14,0,0,5,0,0,2,55,48,28,20,6,6,6,9,0,0,0,1,0,0,1,4,4,5,7,8,7,7,35,35,7,10,31,35,21,24
Javon Lugo,K,MXC,29,500000,2025,37,37,34,20,37,24,35,0,1,13,0,10,0,13,0,9,20,0,0,55,51,44,20,4,4,3,3,0,0,1,1,2,2,5,5,9,9,4,4,8,8,37,37,13,13,19,19,15,15
Alan Denmon,K,STL,34,500000,2025,38,38,29,0,0,0,31,14,33,2,11,0,0,0,22,0,0,0,0,55,54,50,32,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,20,20,0,0,0,0
DeSean Reynolds,TE,TOR,31,500000,2026,48,48,54,64,36,2,5,29,34,33,25,52,44,45,36,8,16,4,1,55,0,15,1,21,21,33,33,28,28,48,48,34,34,21,21,21,21,4,4,10,10,10,10,0,0,21,21,22,22
Andy Leonard,K,MEM,33,500000,2025,35,35,29,0,0,49,0,0,36,0,0,2,0,0,0,0,0,13,12,55,49,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,15,15,0,0,0,0
Justin Singleton,K,BEI,27,500000,2025,33,33,28,5,41,42,45,1,35,1,7,0,0,5,0,39,9,0,0,55,46,25,19,12,12,2,2,0,0,0,0,0,0,0,0,4,4,17,17,15,15,33,33,5,6,20,20,14,14
Andrew Rains,K,NJ,40,500000,2025,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,49,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0
Lee Harris,K,HAW,34,500000,2025,33,33,14,0,27,0,10,10,13,0,0,0,0,0,0,16,2,0,0,55,46,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,33,33,11,11,8,8,4,4
Antonio Alexander,K,MIN,29,500000,2025,32,32,47,0,24,6,5,3,1,2,0,0,0,0,0,0,0,0,0,55,45,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2,2,6,6,2,2
Neil Ray,P,KEN,27,840000,2027,75,75,28,23,38,22,27,24,29,9,4,1,4,19,0,47,7,0,5,54,51,82,90,12,12,5,5,0,1,1,2,3,3,4,4,8,8,19,19,18,19,36,36,75,75,19,20,15,16
Michael Robinson,K,PAR,30,500000,2026,54,54,44,6,21,74,28,3,10,7,0,0,0,0,1,27,0,0,1,54,74,27,15,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,54,54,5,5,4,4,2,2
Dre Vickery,P,JKT,28,500000,2025,59,59,18,7,33,20,6,28,19,5,3,0,0,5,5,21,0,0,15,54,24,54,79,3,3,0,0,0,0,0,1,0,0,0,0,0,0,6,6,5,5,18,18,59,59,14,14,10,10
Devin West,K,BOS,23,500000,2025,23,32,66,13,36,38,2,0,3,18,6,0,0,1,0,3,7,1,0,54,33,12,28,3,8,5,8,0,5,4,11,3,10,7,16,6,10,3,7,4,8,23,32,4,11,19,28,16,21
John Crawford,K,RIO,31,500000,2025,29,29,30,12,19,30,17,28,4,18,0,0,0,0,10,0,0,0,13,54,40,13,45,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,11,11,5,5,4,4
Greg Finau,K,FA,31,500000,2025,27,27,39,14,4,35,31,0,20,0,0,0,0,12,22,0,12,0,0,54,38,38,20,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,27,27,11,11,0,0,0,0
Josh Joseph,K,FA,34,500000,2025,26,26,24,15,23,4,9,0,0,0,0,9,0,0,0,30,0,0,0,54,36,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,5,26,26,7,7,5,5,2,2
Uriah Coffman,K,FA,28,500000,2025,25,25,22,14,30,23,16,5,24,2,0,0,4,0,0,15,9,0,0,54,35,44,42,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,25,25,23,23,11,11,7,7
Arnold Hallman,K,CHI,31,500000,2026,44,44,24,12,22,29,18,26,7,6,0,0,0,0,1,20,0,0,0,53,64,8,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,44,44,0,0,5,5,3,3
Daniel Young,K,SA,42,500000,2025,44,44,35,0,0,0,0,14,0,0,5,0,1,0,0,0,0,0,0,53,64,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,2,2,0,0,0,0
Leonard Banks,K,ATH,28,500000,2026,41,41,41,4,16,39,18,0,14,4,0,0,0,0,0,17,2,1,2,53,59,32,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,2,2,0,0,0,0
Michael Ford,K,RAL,40,500000,2025,39,39,31,0,0,0,0,1,33,0,0,0,0,0,4,1,0,0,0,53,57,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0
Marc Gouin,K,DEL,22,500000,2025,23,34,39,7,38,40,16,22,22,17,0,0,0,0,0,22,0,0,0,53,33,19,22,9,18,1,6,0,6,0,7,0,8,0,9,1,8,10,19,8,17,23,34,5,12,20,27,17,29
Clay Strong,K,LIS,35,500000,2025,29,29,46,7,8,0,0,0,31,0,0,0,0,0,0,14,0,27,0,53,41,31,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,2,2,0,0,0,0
Vernon Webster,K,BUF,24,500000,2025,23,29,43,5,44,41,2,12,7,0,0,0,6,0,5,13,0,2,0,53,33,27,20,1,4,2,4,0,6,0,1,0,2,1,8,2,7,9,13,7,12,23,29,7,11,22,30,16,21
Antoine Long,K,TPA,28,500000,2025,62,62,47,17,51,53,36,46,36,24,0,0,0,3,14,5,1,2,0,52,83,25,28,25,25,8,8,0,0,3,3,5,5,7,7,7,7,8,8,9,9,62,62,9,9,39,39,31,31
Brandon Rivera,K,MLB,24,500000,2026,45,50,27,15,45,36,20,6,0,0,0,0,20,3,1,17,18,16,0,52,67,16,6,0,6,5,8,0,4,3,4,0,6,5,9,10,15,10,14,12,15,45,50,0,6,23,30,17,22
Stephen Chatman,P,DEL,28,500000,2028,59,59,41,12,40,39,25,12,0,26,1,7,0,0,0,30,4,17,0,52,22,53,79,5,5,3,3,0,0,0,0,0,0,5,5,6,6,13,13,12,12,17,17,59,59,24,24,21,21
