Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Eric Stevens,RB,FA,33,500000,2025,40,40,36,3,24,11,18,0,19,66,92,43,56,29,13,35,0,0,6,0,3,7,1,13,13,40,40,32,32,20,20,1,1,0,0,0,0,9,9,6,6,0,0,0,0,13,13,18,18
Robert Spencer,RB,CLB,30,2100000,2026,56,56,33,26,66,37,0,0,24,40,91,10,16,30,31,14,0,0,0,0,0,0,25,13,13,56,56,8,8,13,13,14,14,9,9,12,12,17,17,17,17,0,0,0,0,60,60,53,53
Gus Greer,RB,SA,25,6170000,2027,68,77,27,32,76,76,47,4,39,50,90,19,28,17,23,28,22,0,20,17,9,7,16,29,33,68,77,14,17,16,17,13,14,15,18,24,28,27,29,33,36,0,0,0,0,85,90,77,81
Michael Reichel,RB,CIN,27,9970000,2029,70,70,37,21,58,46,5,25,24,48,90,44,79,4,50,7,2,0,0,15,15,0,4,19,19,70,70,52,52,42,43,12,12,7,7,9,10,11,12,12,12,0,2,0,2,51,51,47,47
Danny Cutler,RB,SEL,29,4260000,2025,58,58,34,16,55,28,68,0,20,68,90,28,52,23,36,33,0,0,3,3,3,3,2,27,27,58,58,28,28,23,23,10,10,5,5,8,8,20,20,18,18,0,0,0,0,53,53,54,54
Jordan McVey,RB,FA,38,500000,2025,34,34,34,38,10,0,65,34,11,15,89,38,41,28,2,1,0,17,0,1,2,0,0,25,25,34,34,19,19,19,19,8,8,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
R.J. Skowronek,RB,PIT,24,10080000,2029,86,99,68,18,100,26,56,65,39,70,88,31,33,7,44,9,0,0,0,6,3,5,8,76,88,86,99,29,36,30,36,19,24,18,25,21,29,33,40,32,40,0,4,0,4,100,100,100,100
Pete Williams,RB,DET,29,12330000,2029,77,77,52,25,88,67,17,6,4,77,88,4,24,30,0,35,0,0,0,7,0,0,3,20,20,77,77,16,16,17,17,14,14,15,15,20,20,42,42,39,39,0,0,0,0,100,100,97,97
Cam Messiah,RB,HOU,25,9500000,2027,63,71,31,24,80,39,20,22,22,46,88,26,16,29,22,5,0,5,0,2,3,13,27,21,23,63,71,11,12,14,19,13,16,10,13,14,19,19,20,20,26,0,0,4,5,88,94,80,88
Alan-Michael Alexander,RB,ATL,26,5310000,2028,57,57,48,6,55,42,21,26,15,50,88,22,66,35,32,35,0,0,4,0,2,3,8,21,21,57,57,37,37,30,30,10,11,5,8,7,7,21,23,18,21,0,0,0,0,47,49,44,44
Joseph Simpson,RB,MLB,27,2380000,2025,52,52,15,9,63,15,8,25,17,72,88,55,27,20,7,22,8,0,0,15,7,16,3,15,15,52,52,19,19,12,14,0,0,1,1,7,7,18,18,18,18,0,0,0,1,69,69,68,68
Rodney Tuttle,RB,SYD,31,1170000,2027,53,53,27,30,51,28,23,15,0,63,88,16,32,13,35,6,2,0,1,0,1,0,8,14,14,53,53,15,15,16,16,11,11,7,7,9,9,8,8,10,10,0,0,0,0,46,46,48,48
Charles Weber,RB,RIO,28,500000,2026,48,48,43,3,54,23,7,23,39,31,88,65,38,16,26,6,0,1,14,3,4,8,5,20,20,48,48,27,27,21,21,5,5,4,4,5,5,10,10,9,9,0,0,0,0,39,39,32,32
Benito Eldridge,RB,KAU,31,500000,2026,47,47,44,21,31,36,17,20,19,55,88,39,50,37,33,3,0,0,4,1,7,5,5,19,19,47,47,29,29,27,27,13,13,5,5,3,3,0,0,1,1,0,0,0,0,18,18,21,21
Mike Richardson,RB,OTT,23,5830000,2029,67,81,24,53,65,33,34,32,14,41,87,51,23,12,18,20,0,7,0,4,22,9,19,24,33,67,81,17,23,21,31,17,23,15,25,18,25,19,25,20,27,0,4,0,7,60,73,55,65
Robert Odiari,RB,SD,25,2190000,2025,54,60,26,31,48,30,21,19,0,67,87,46,42,6,14,24,3,14,18,0,9,0,16,15,17,54,60,24,30,19,24,7,11,10,12,12,17,14,17,14,17,0,2,0,3,42,47,46,49
Allan Pittman,RB,SEA,29,8000000,2027,69,69,32,35,61,65,31,2,40,80,86,25,53,22,11,57,18,0,0,4,16,6,2,26,26,69,69,30,30,24,24,12,12,12,12,20,20,37,37,38,38,0,0,0,0,70,70,74,74
Van Mitchell,RB,PHI,28,4170000,2027,59,59,23,44,67,65,4,36,6,29,86,26,14,21,52,16,0,0,3,12,7,0,8,15,15,59,59,8,8,17,17,21,21,12,12,16,16,18,18,19,19,0,0,0,0,59,59,50,50
Sam Solomon,RB,WAS,28,3770000,2028,58,58,41,28,51,16,15,17,0,53,86,29,52,27,38,17,0,0,3,7,4,0,5,14,14,58,58,28,28,29,29,16,16,9,9,10,10,13,13,13,13,0,0,0,0,42,42,42,42
Sean Brickell,RB,PHI,30,500000,2025,46,46,24,15,55,17,25,0,0,26,86,28,40,16,1,16,0,0,25,0,11,4,2,8,8,46,46,17,17,13,13,1,1,5,5,7,7,13,13,13,13,0,0,0,0,39,39,31,31
Taiwan Painter,RB,OKC,33,500000,2025,43,43,32,10,41,68,14,33,10,52,86,13,52,24,9,24,0,0,0,0,2,0,24,16,16,43,43,21,21,16,16,2,2,0,0,2,2,11,11,10,10,0,0,0,0,26,26,28,28
Chris Kyser,RB,QUE,25,4180000,2026,63,70,29,30,55,17,2,4,3,83,85,32,56,37,4,6,3,0,0,0,7,0,13,10,14,63,70,33,36,24,28,11,15,7,9,10,14,10,13,11,14,0,3,0,3,58,64,65,70
Nate Williams,RB,LON,23,2920000,2028,53,68,50,15,72,33,31,28,16,34,85,29,15,20,20,4,0,0,21,5,0,8,8,24,33,53,68,13,23,15,21,11,16,12,22,13,22,16,25,16,24,0,5,0,6,71,83,57,67
Jacob McGary,RB,POR,23,2770000,2027,53,67,41,11,62,38,16,20,18,73,85,40,34,6,2,2,0,0,8,1,8,14,6,20,30,53,67,23,31,15,21,2,9,6,14,8,12,11,16,11,16,0,6,0,7,68,80,68,84
Trevor DuBois,RB,NOL,24,3860000,2026,59,70,31,20,77,51,17,5,5,59,85,34,20,18,15,17,5,0,0,14,6,4,5,14,22,59,70,15,20,14,21,9,14,9,15,14,18,22,26,23,30,0,3,0,3,87,98,84,94
Jay Ramsey,RB,NYC,28,8350000,2029,66,66,22,26,65,36,12,17,0,61,85,17,69,23,2,38,4,1,12,3,2,11,29,12,12,66,66,34,34,23,23,7,7,8,8,14,14,26,26,25,25,0,0,4,4,69,69,65,65
Matt Davis,RB,DET,27,5750000,2025,59,59,31,36,61,57,12,19,42,70,85,19,32,15,17,0,0,0,1,1,6,6,1,25,26,59,59,17,17,17,17,12,12,10,10,12,13,10,10,12,12,0,0,0,0,65,65,66,66
JaQuez Keyes,RB,NYC,26,850000,2025,48,49,30,18,55,40,29,27,1,39,85,35,33,33,1,23,4,34,0,14,0,5,6,16,16,48,49,17,18,16,18,6,9,9,9,11,11,16,17,16,16,0,0,0,0,44,46,39,39
William Robinson,RB,VAN,25,5530000,2026,56,61,12,17,58,100,19,34,24,44,84,44,67,18,16,19,19,0,18,2,3,8,8,18,23,56,61,35,40,23,28,3,4,5,10,12,14,15,16,18,22,0,2,0,1,50,55,45,48
Anthony Harris,RB,SA,26,4380000,2027,54,55,14,19,58,32,4,0,13,69,84,32,51,6,20,9,2,0,6,7,0,0,6,8,10,54,55,24,27,17,17,3,6,3,6,7,7,11,14,12,12,0,3,0,3,58,58,59,63
Logan Cunningham,QB,JAX,28,26810000,2028,85,85,55,4,69,48,90,60,59,62,84,23,15,18,66,15,11,5,0,14,42,8,14,85,85,53,53,14,14,17,17,15,15,9,9,13,13,19,19,20,20,10,10,0,0,39,39,36,36
Lawrence Liverpool,RB,MAD,27,8480000,2028,65,65,23,19,79,34,14,3,0,80,84,38,28,31,15,6,0,0,3,1,2,0,0,11,12,65,65,19,19,16,16,9,9,7,8,12,13,19,20,19,19,0,1,0,1,93,93,92,92
Dwayne Schwab,RB,BUF,28,4970000,2025,59,59,24,29,78,33,41,26,13,54,84,34,12,38,0,0,4,4,23,6,5,18,4,24,24,59,59,10,10,12,12,11,11,13,13,16,16,16,16,18,18,0,0,0,0,88,88,83,83
Christian Brown,RB,STL,26,4120000,2027,55,55,34,9,64,40,11,14,18,68,84,49,40,48,0,17,0,20,12,0,4,4,22,16,19,55,55,26,29,20,23,7,8,8,9,9,10,17,17,16,18,0,0,0,1,70,74,67,69
Chad Robinson,RB,SJ,31,3330000,2027,58,58,41,43,53,47,18,4,12,62,84,18,29,22,37,3,0,0,0,1,4,0,15,17,17,58,58,17,17,22,22,20,20,13,13,13,13,8,8,10,10,0,0,0,0,49,49,51,51
Andrew Golston,RB,AUS,29,2080000,2026,54,54,45,0,77,35,14,17,18,57,84,27,29,5,3,0,0,6,0,2,1,13,15,19,19,54,54,18,18,12,12,1,1,6,6,9,9,16,16,16,16,0,0,0,0,87,87,81,81
Maurice Johnson,RB,IST,26,500000,2026,44,46,44,4,57,65,26,11,29,26,84,51,27,39,5,28,0,0,0,3,4,3,3,19,22,44,46,19,20,17,20,5,6,3,6,6,8,19,20,17,20,0,0,0,2,42,42,33,33
Kyle Brown,RB,FA,33,500000,2025,36,36,10,20,46,15,0,1,14,38,84,33,8,29,12,1,0,0,0,15,1,6,8,4,4,36,36,3,3,4,4,4,4,0,0,2,2,3,3,4,4,0,0,0,0,29,29,27,27
Alphonso Petrino,RB,FA,34,500000,2025,35,35,35,28,25,70,4,16,17,44,84,8,33,24,14,36,1,0,1,0,10,0,1,12,12,35,35,12,12,13,13,8,8,4,4,4,4,10,10,9,9,0,0,0,0,11,11,14,14
Brett Gorham,RB,MIN,26,12530000,2026,70,72,43,66,57,42,17,25,8,64,83,44,23,20,0,19,0,0,0,4,6,9,22,23,26,70,72,20,20,24,25,21,22,20,23,21,23,16,18,18,18,0,2,1,4,56,58,58,59
Brendan King,RB,KC,24,4230000,2026,63,71,48,25,68,22,5,17,31,62,83,33,33,28,38,8,22,1,0,13,4,3,2,22,28,63,71,22,27,24,31,18,26,14,22,20,24,16,21,20,26,0,3,0,2,77,87,72,81
Yamen Victor,RB,MNL,27,16190000,2029,87,87,71,26,97,50,55,54,73,64,83,42,43,51,1,6,1,0,20,2,7,13,8,86,86,87,87,39,39,41,41,22,22,23,24,24,24,29,29,30,30,0,0,0,0,100,100,99,99
Taylor Silva,RB,PHI,25,5550000,2027,68,74,36,26,83,31,20,6,39,66,83,47,20,13,15,29,22,2,16,3,8,9,19,24,26,68,74,19,22,18,20,11,15,16,21,25,28,33,36,38,43,0,0,0,4,94,100,90,97
Tim Harris,RB,IND,24,5320000,2026,65,75,33,43,61,91,22,16,17,85,83,24,34,23,4,15,0,1,7,1,26,15,4,22,30,65,75,20,25,20,25,14,20,14,22,15,22,16,22,17,22,0,5,0,2,73,80,80,91
Alex Keys,RB,WPG,30,4710000,2026,60,60,26,17,65,70,6,0,41,67,83,44,49,41,18,6,4,0,3,6,25,2,0,17,17,60,60,29,29,23,23,10,10,5,5,9,9,13,13,14,14,1,1,0,0,72,72,69,69
Kyle Span,RB,CAI,29,500000,2025,48,48,20,16,62,41,15,6,5,39,83,32,29,0,20,5,0,4,2,7,0,1,7,8,8,48,48,14,14,11,11,2,2,3,3,7,7,12,12,12,12,0,0,0,0,54,54,48,48
Luke Stewart,RB,TOR,32,500000,2026,42,42,24,0,50,10,11,20,30,55,83,31,42,31,21,13,0,0,0,0,8,1,12,16,16,42,42,20,20,14,14,2,2,0,0,0,0,10,10,9,9,0,0,0,0,41,41,40,40
Matthew Rosette,RB,FA,33,500000,2025,39,39,36,15,43,9,0,8,9,58,83,23,19,12,31,16,0,17,0,1,4,14,2,9,9,39,39,11,11,11,11,6,6,5,5,5,5,9,9,8,8,0,0,0,0,32,32,34,34
Caleb Ezzard,RB,FA,33,500000,2025,37,37,25,20,42,22,21,0,2,37,83,32,19,14,16,12,10,0,0,0,0,6,13,7,7,37,37,10,10,9,9,4,4,3,3,6,6,7,7,9,9,0,0,0,0,24,24,23,23
Brad Slate,RB,FA,33,500000,2025,36,36,32,0,51,12,1,1,15,51,83,12,18,0,40,1,0,0,0,9,25,0,1,8,8,36,36,8,8,6,6,1,1,0,0,1,1,6,6,6,6,2,2,0,0,41,41,39,39
Donnie Carlson,RB,FA,36,500000,2025,36,36,46,0,41,0,37,56,28,35,83,12,49,0,0,15,0,0,0,0,0,0,0,34,34,36,36,21,21,13,13,0,0,0,0,1,1,8,8,7,7,0,0,0,0,22,22,21,21
Todd Jones,RB,FA,34,500000,2025,36,36,39,0,44,15,2,20,2,47,83,42,23,24,21,0,0,1,0,0,0,14,0,9,9,36,36,15,15,12,12,2,2,0,0,0,0,3,3,3,3,0,0,0,0,29,29,28,28
Donald Howell,RB,FA,33,500000,2025,34,34,34,6,38,1,13,19,23,61,83,27,28,13,3,1,0,0,10,0,21,2,0,16,16,34,34,15,15,9,9,0,0,0,0,0,0,1,1,1,1,0,0,0,0,25,25,29,29
Brandon Smith,RB,SA,26,3720000,2027,56,59,46,16,64,79,24,14,28,68,82,41,34,28,22,33,16,4,0,3,7,1,15,24,27,56,59,24,25,22,25,11,14,10,11,16,19,24,24,25,27,0,3,0,3,70,72,68,69
Tevin Green,RB,PIT,25,500000,2026,44,48,47,14,42,20,7,23,23,55,82,37,31,24,51,31,0,0,4,3,3,5,2,18,21,44,48,20,24,21,26,13,15,5,6,6,9,15,18,13,16,0,1,0,3,29,32,31,34
Andrew Stanley,RB,BOS,30,4210000,2026,60,60,33,4,77,16,30,6,42,44,82,30,60,24,17,7,0,0,0,37,19,22,25,23,23,60,60,32,32,23,23,5,5,4,4,8,8,19,19,18,18,10,10,7,7,85,85,72,72
Brent Collier,RB,PHO,25,3660000,2027,53,60,42,25,65,7,38,29,24,60,82,18,22,8,8,39,0,2,3,2,8,9,6,31,37,53,60,14,18,13,16,8,13,10,13,14,19,28,34,25,27,0,2,0,3,69,76,65,72
Tyler Muse,RB,CLE,24,1880000,2026,51,60,21,36,53,66,1,27,34,65,82,10,19,25,46,34,0,0,18,4,15,15,4,19,26,51,60,8,12,14,19,16,21,10,16,12,18,19,26,19,27,0,2,0,2,50,57,52,62
Dom Washington,RB,IND,32,500000,2025,50,50,45,24,62,38,0,0,36,34,82,11,22,12,17,0,0,0,3,0,1,0,0,16,16,50,50,11,11,14,14,10,10,10,10,11,11,11,11,12,12,0,0,0,0,53,53,45,45
Robert Raymond,RB,BKN,29,500000,2026,49,49,41,9,44,38,14,12,33,69,82,43,55,42,14,13,1,3,4,1,17,4,0,20,20,49,49,35,35,25,25,7,7,3,3,4,4,9,9,8,8,0,0,0,0,37,37,41,41
Jordan Woods,RB,CLE,31,500000,2025,49,49,32,7,59,31,30,2,1,63,82,36,38,26,21,4,0,0,3,3,17,1,14,13,13,49,49,21,21,17,17,5,5,2,2,5,5,10,10,10,10,0,0,0,0,57,57,56,56
Khalil Block,RB,FA,29,500000,2025,36,36,13,27,35,26,20,28,0,63,82,37,16,23,13,25,0,4,15,8,0,3,1,12,12,36,36,9,9,8,8,5,5,3,3,4,4,9,9,8,8,0,0,0,0,23,23,28,28
Austin Heath,RB,BUE,25,500000,2025,45,51,14,28,63,68,16,19,24,29,81,40,12,0,3,31,0,7,0,3,8,22,7,15,17,45,51,7,11,7,10,3,5,6,10,11,15,22,23,21,25,0,1,0,4,53,56,44,51
Tommy Niemann,RB,LAE,27,13030000,2029,75,75,35,17,91,56,24,32,7,58,81,27,47,28,10,10,0,0,0,1,0,0,0,22,22,75,75,26,26,22,22,10,10,10,10,15,15,25,25,25,26,0,0,0,0,99,99,93,93
Kolby Agee,RB,CHA,29,6830000,2028,63,63,24,45,51,27,10,25,0,74,81,16,62,23,3,1,0,14,0,1,0,0,27,15,15,63,63,30,30,24,24,12,12,12,12,12,12,6,6,9,9,0,0,0,0,50,50,55,55
Carter Browning,RB,MNL,24,2220000,2027,53,61,28,40,47,32,4,14,20,58,81,32,40,6,30,3,4,1,0,1,3,1,0,15,23,53,61,21,29,21,27,12,16,9,12,11,14,5,11,8,12,0,3,0,5,39,48,41,48
Darren Wright,RB,JAX,24,2220000,2027,53,61,36,9,74,35,18,42,37,42,81,27,26,16,50,0,7,6,6,1,6,5,5,28,34,53,61,15,19,17,23,11,14,8,12,12,17,15,18,16,24,0,2,0,5,80,90,65,74
William Pfaff,RB,RAL,27,1820000,2027,52,52,53,43,46,25,26,0,18,56,81,34,17,49,1,38,21,0,0,0,1,3,5,20,20,52,52,15,15,21,22,19,19,16,17,21,21,19,19,23,23,0,0,0,1,36,36,39,39
Will Watkins,RB,DET,25,1790000,2026,49,54,5,27,59,77,9,30,14,39,81,35,33,24,4,20,0,3,0,12,1,7,7,12,13,49,54,14,19,12,16,4,6,3,8,8,13,16,21,16,20,0,0,0,3,50,53,45,48
Thomas Jorgensen,RB,PIT,28,690000,2025,50,50,22,29,44,63,42,16,32,62,81,57,40,58,6,0,12,0,0,0,0,2,1,24,24,50,50,24,24,23,23,12,12,5,5,9,9,3,3,7,7,0,0,0,0,35,35,39,39
Jermaine Hooper,RB,ATL,28,500000,2025,48,48,33,16,57,74,41,2,19,72,81,25,23,17,38,27,20,20,2,6,6,4,1,20,20,48,48,14,14,14,14,10,10,9,9,15,15,19,19,21,21,0,0,0,0,57,57,59,59
Mike McCray,RB,MIA,28,500000,2025,45,45,34,19,46,29,24,32,28,67,81,29,32,18,19,0,0,0,0,0,1,0,5,24,24,45,45,18,18,15,15,7,7,4,4,4,4,4,4,5,5,0,0,0,0,40,40,43,43
J.T. Flemming,RB,EDM,30,500000,2025,45,45,33,26,42,18,15,0,14,60,81,48,29,24,15,31,0,0,0,6,3,8,5,12,12,45,45,19,19,18,18,9,9,5,5,7,7,14,14,13,13,0,0,0,0,31,31,35,35
Dante Hadley,RB,FA,32,500000,2026,41,41,50,17,42,14,3,37,17,42,81,38,29,22,4,1,0,0,18,3,0,15,2,19,19,41,41,19,19,17,17,6,6,8,8,6,6,3,3,4,4,0,0,0,0,25,25,25,25
Kevin McConnell,RB,FA,24,500000,2025,31,36,40,8,38,48,30,15,13,39,81,8,26,5,16,6,0,0,0,6,34,0,18,16,24,31,36,10,15,8,10,1,5,1,4,1,3,3,6,3,5,4,7,0,3,21,27,20,26
Troy Saunders,RB,DP,22,500000,2026,48,63,36,15,49,55,8,17,22,47,81,37,52,36,0,18,0,0,0,4,3,13,3,15,28,48,63,28,38,22,34,6,13,3,13,5,11,12,19,11,21,0,4,0,8,37,47,36,50
Brett Brandt,RB,MIN,24,8350000,2028,75,89,66,20,100,33,16,0,5,31,80,27,25,4,20,5,8,9,0,5,7,6,11,18,25,75,89,20,28,22,28,15,20,20,26,24,29,30,34,33,39,0,5,0,4,100,100,91,100
Ben Guy,RB,BAL,26,4960000,2027,59,61,37,25,64,7,18,6,9,75,80,29,39,5,41,24,0,0,0,14,16,2,12,16,18,59,61,23,26,21,22,12,15,9,12,12,12,20,22,20,20,0,2,0,0,74,78,75,76
Emmanuel Crouch,RB,TOK,26,5220000,2028,58,58,47,2,71,4,7,15,36,41,80,68,60,18,17,2,0,13,4,11,3,5,7,20,23,58,58,47,48,33,37,5,5,7,8,9,12,15,15,14,14,0,1,0,0,72,73,58,62
Malik Altieri,RB,NYC,32,4160000,2025,61,61,20,21,69,69,22,19,10,48,80,52,52,43,21,55,0,1,0,12,5,6,4,15,15,61,61,30,30,26,26,11,11,5,5,12,12,41,41,34,34,0,0,0,0,72,72,62,62
George Pittman,RB,MIA,24,790000,2025,45,55,51,16,53,40,5,8,19,78,80,25,17,10,6,4,2,0,4,18,7,7,3,17,21,45,55,15,22,12,15,6,11,8,12,8,11,9,14,9,13,0,2,0,2,54,62,57,65
Kellen Burroughs,RB,EDM,27,500000,2026,48,48,39,5,59,66,4,32,7,52,80,35,37,47,11,16,0,16,0,13,5,1,0,15,15,48,48,21,21,19,19,7,7,5,5,7,7,15,16,14,14,0,0,0,0,54,55,50,50
Jeff Corner,RB,ABQ,27,19800000,2027,82,82,42,35,97,86,20,24,22,42,80,22,34,17,25,16,0,15,0,2,11,1,2,25,26,82,82,20,20,24,24,19,19,19,19,23,23,34,34,35,36,0,1,0,1,100,100,93,93
Will Smith,QB,JAX,27,4660000,2025,56,56,45,27,45,55,51,32,68,77,80,22,22,30,29,12,0,8,0,5,7,7,11,56,56,47,47,15,15,17,18,14,14,9,9,9,11,9,9,9,9,0,2,0,0,21,21,24,25
Josiah McCarthy,RB,AUS,27,6800000,2029,66,66,29,32,79,33,9,15,42,49,80,21,43,0,6,24,0,17,3,7,3,17,15,22,22,66,66,21,21,18,18,8,8,14,15,18,18,26,26,26,26,0,0,1,1,88,88,83,83
Warren Shumway,RB,OAK,24,2910000,2027,57,68,31,27,49,15,8,17,15,64,80,29,74,18,14,16,0,16,0,0,9,1,3,15,23,57,68,42,49,30,35,8,13,8,14,9,15,11,18,11,14,0,2,0,6,43,51,46,56
Keaton Mathews,RB,TPA,26,5020000,2028,58,61,43,41,62,44,33,13,21,37,80,16,42,3,6,45,0,16,4,4,2,1,17,23,23,58,61,20,20,21,21,12,12,17,18,19,19,30,31,28,31,0,3,0,1,54,56,49,52
Kreg Hatcher,RB,ATH,24,1770000,2027,51,58,41,7,50,29,26,32,14,67,80,30,64,26,17,32,13,0,0,9,3,5,27,22,30,51,58,37,44,24,30,5,8,4,10,9,16,18,24,18,22,0,5,1,6,45,54,47,53
Cam Jones,RB,RIO,24,2070000,2025,50,59,9,30,55,42,46,16,5,62,80,31,34,39,8,0,7,20,0,7,2,1,4,17,23,50,59,16,21,15,20,8,14,7,11,10,15,7,10,10,16,0,2,0,4,52,61,52,60
Tim Epps,RB,ORL,29,3260000,2027,57,57,51,13,73,69,13,17,2,70,80,38,25,35,3,22,0,1,8,0,11,14,0,17,17,57,57,21,21,19,19,10,10,11,11,13,13,23,23,22,22,0,0,0,0,86,86,84,84
Drue Denley,RB,TOK,28,1860000,2027,52,52,22,14,68,36,26,24,19,73,80,51,27,7,4,29,0,3,0,1,13,3,3,20,20,52,52,19,19,12,12,1,1,4,4,9,9,23,23,21,21,0,0,0,0,82,82,80,80
Jonathan Morris,RB,SAC,29,1370000,2025,52,52,27,15,64,32,0,18,25,59,80,39,36,17,15,38,0,16,0,1,14,13,0,15,15,52,52,20,20,16,16,5,5,6,6,10,10,25,25,23,23,0,0,0,0,66,66,61,61
Nolan Hall,RB,MIA,29,860000,2026,51,51,51,56,29,52,19,18,13,58,80,36,44,0,0,7,9,0,4,13,4,2,15,21,21,51,51,27,27,26,26,14,14,16,16,15,15,1,1,5,5,0,0,0,0,18,18,22,22
John Livingston,RB,CHA,26,500000,2026,47,49,27,28,52,8,3,12,22,53,80,17,28,22,16,6,11,0,0,0,13,5,14,13,15,47,49,13,13,13,14,9,11,7,7,11,11,8,8,11,11,0,3,0,2,44,44,44,48
Jimmy Haley,RB,MLB,32,500000,2026,48,48,46,13,57,13,15,4,29,65,80,52,17,18,43,19,0,0,0,15,3,4,14,19,19,48,48,18,18,18,18,12,12,6,6,8,8,16,16,15,15,0,0,0,0,55,55,55,55
Kyle Elms,RB,PIT,29,500000,2025,44,44,34,33,49,14,0,2,3,55,80,23,14,19,0,13,12,0,4,0,0,0,11,8,8,44,44,9,9,10,10,8,8,10,10,13,13,10,10,13,13,0,0,0,0,41,41,42,42
Cody Pankey,RB,FA,32,500000,2025,36,36,26,13,37,34,18,2,18,55,80,26,33,23,33,21,0,3,0,3,0,0,31,11,11,36,36,15,15,14,14,6,6,0,0,1,1,8,8,7,7,0,0,1,1,23,23,25,25
Jose Hawkins,RB,FA,35,500000,2025,36,36,40,11,39,8,0,31,15,47,80,67,25,3,14,27,0,0,2,0,4,9,6,14,14,36,36,21,21,15,15,1,1,2,2,3,3,12,12,10,10,0,0,0,0,23,23,24,24
Brandon Weber,RB,FA,31,500000,2025,35,35,23,0,45,27,1,17,14,67,80,61,18,37,20,0,0,0,0,4,0,1,2,10,10,35,35,16,16,11,11,2,2,0,0,0,0,3,3,3,3,0,0,0,0,38,38,41,41
Marshall James,RB,EDM,24,4420000,2028,64,76,36,35,64,33,22,3,8,57,79,67,41,30,18,0,0,0,2,3,8,5,3,15,20,64,76,33,41,31,37,15,20,12,16,13,18,11,18,13,17,0,4,0,2,66,74,62,71
Bobby Asafo-Adjei,RB,KC,24,1080000,2027,47,55,26,22,48,41,9,20,2,72,79,56,39,4,0,19,25,4,0,10,1,9,16,12,16,47,55,25,31,17,23,1,4,6,9,13,18,12,15,16,24,0,5,0,2,45,50,49,56
