Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Bryan Thompson,QB,MEM,25,30000000,2029,85,94,72,26,77,76,54,74,63,64,66,22,41,6,5,13,0,1,4,4,15,2,15,85,94,62,68,29,33,27,31,13,14,18,23,18,19,22,25,22,24,0,0,0,0,44,48,43,50
Reggie Jorgensen,LB,PHI,26,17270000,2029,85,87,22,61,93,67,32,31,36,6,0,14,0,3,0,43,85,17,18,6,20,21,6,22,22,27,28,0,1,10,13,17,17,40,41,85,87,49,50,84,90,0,3,0,2,96,99,84,86
Casey Miller,WR,LA,29,14110000,2025,85,85,65,24,65,92,8,4,6,32,27,100,88,23,4,45,3,5,11,55,30,6,32,11,11,44,44,85,85,65,65,14,14,17,17,18,18,33,33,28,28,22,22,4,4,59,59,49,49
Randy Aho,CB,CHI,27,17050000,2029,85,85,23,4,98,16,4,22,5,17,6,41,1,0,0,83,0,0,0,0,5,10,5,4,5,20,20,2,2,2,2,0,0,4,4,16,16,85,85,73,73,0,0,0,0,98,98,88,88
Lionel White,S,HOU,23,11150000,2029,84,98,39,28,76,90,0,16,14,41,16,0,0,7,0,77,74,2,27,3,0,0,3,9,16,21,30,0,4,3,6,7,15,22,33,59,72,65,78,84,98,0,2,0,5,86,98,80,95
Hayden Cox,OL,MIA,26,14150000,2029,84,88,79,92,20,8,1,38,36,17,6,0,19,76,82,22,0,0,7,4,8,0,6,25,25,23,24,9,12,53,56,84,88,34,35,23,23,4,6,8,8,0,2,0,0,6,8,8,8
Steve Cruz,S,DAL,27,16350000,2027,84,85,28,27,97,32,48,39,29,21,27,33,17,14,19,68,45,6,9,16,36,6,17,28,28,39,39,10,11,15,15,12,12,19,19,45,45,74,74,84,85,8,8,0,0,100,100,89,89
Matt Richardson,WR,PIT,29,17120000,2029,84,84,75,19,60,15,19,26,9,22,37,96,86,16,0,2,0,0,0,0,0,2,0,19,19,48,48,84,84,68,68,11,11,13,13,12,12,11,11,12,12,0,0,0,0,51,51,41,41
Colby Compton,CB,NOL,27,16180000,2025,83,83,34,33,96,20,33,22,0,3,0,13,2,0,0,78,0,0,0,4,6,7,1,12,12,22,22,0,0,7,9,10,10,15,15,24,24,83,83,72,72,0,2,0,1,97,97,84,84
Juwan Arrington,OL,LV,24,8800000,2028,82,96,65,86,45,19,11,6,16,23,3,7,3,74,93,15,10,3,5,3,11,10,4,16,20,26,29,4,11,43,53,82,96,33,43,29,37,11,17,17,22,3,5,3,9,29,34,27,35
Akil Jackson,CB,DAL,27,13000000,2029,82,82,34,14,98,15,28,1,0,25,0,3,0,3,0,73,0,1,0,1,4,20,0,7,8,20,20,0,0,2,4,4,5,10,10,20,20,82,82,67,67,0,0,0,0,99,99,91,91
Alec Dwyer,QB,PHO,25,30000000,2027,82,90,52,4,56,42,40,87,99,26,45,22,41,10,8,31,1,0,0,1,7,0,3,82,90,27,33,19,21,16,18,2,6,4,6,7,11,20,21,18,22,0,0,0,1,22,26,17,23
Naim Neeley,QB,HOU,26,30000000,2029,82,86,67,41,30,31,42,68,99,32,36,15,36,61,31,21,0,0,0,0,2,0,8,82,86,26,29,18,20,34,38,27,27,13,14,10,10,7,9,8,11,0,0,0,0,7,9,8,8
Robert Derby,LB,BAL,26,15050000,2029,82,84,57,61,54,57,20,10,13,15,9,19,5,1,6,18,85,58,52,1,9,9,6,15,17,21,23,5,5,17,20,20,22,58,60,82,84,15,18,38,40,1,1,1,2,40,43,32,32
Miles Hudson,RB,LV,25,8420000,2027,82,88,22,44,85,13,31,6,41,62,87,65,35,36,37,12,16,4,8,7,10,9,9,27,31,82,88,27,32,30,36,23,27,18,24,25,31,24,25,28,31,4,8,4,4,95,100,91,98
Keegan Starkey,WR,NOL,29,17400000,2025,82,82,64,13,62,40,15,34,25,24,28,80,94,0,15,1,15,6,0,10,17,0,18,21,21,41,41,82,82,58,58,8,8,12,12,15,15,12,12,14,14,0,0,0,0,53,53,43,43
Logan Pollitz,CB,CHA,22,9240000,2026,81,100,22,5,100,39,22,6,25,9,2,15,2,2,19,73,5,2,4,5,9,8,9,9,18,19,28,2,12,3,6,4,11,8,16,19,28,81,100,67,84,2,6,2,10,100,100,88,100
Robert Pearson,QB,BUF,26,28520000,2029,81,82,60,9,79,79,78,58,81,32,20,1,42,22,17,31,2,0,4,2,11,8,3,81,82,29,31,18,18,20,22,11,14,12,14,15,15,33,34,29,30,0,2,0,0,44,48,36,37
Kellen Randolph,DL,BUF,26,13220000,2027,81,83,59,90,43,31,21,36,32,7,19,1,1,1,9,18,52,71,80,2,5,10,1,27,27,25,25,1,1,19,21,31,34,81,83,77,79,11,11,24,26,1,2,1,3,23,24,20,20
Antoine Ragin,S,WAS,32,11590000,2029,81,81,17,29,70,72,34,19,61,4,3,19,12,19,6,70,100,25,6,7,17,4,8,21,21,16,16,3,3,8,8,8,8,21,21,62,62,50,50,81,81,3,3,3,3,59,59,42,42
Myles Huff,WR,MIN,33,13320000,2026,81,81,58,17,30,28,19,0,13,71,33,89,87,0,9,13,0,0,9,0,13,0,46,13,13,30,30,81,81,51,51,4,4,7,7,4,4,4,4,3,3,0,0,6,6,22,22,28,28
Tyler Rhodes,DL,MIN,22,8640000,2029,80,100,76,80,60,28,37,18,14,27,16,3,0,0,0,44,39,58,73,4,21,12,24,28,39,32,43,5,12,20,28,31,45,80,100,77,98,30,42,46,60,0,6,2,11,54,68,48,60
Evan Cole,LB,MIA,26,16530000,2029,80,83,76,75,34,90,28,8,33,6,6,1,4,1,0,0,74,66,65,30,6,8,2,23,23,17,17,2,5,18,18,24,27,76,78,80,83,1,2,19,21,2,5,0,1,16,17,13,15
Terrance Gall,WR,LAE,27,13550000,2028,80,80,56,38,58,83,5,4,16,32,63,90,85,29,9,8,0,0,0,16,31,14,19,14,14,65,65,80,80,67,67,17,17,15,15,15,15,13,14,14,15,7,7,2,3,48,48,42,42
Brandon Williams,OL,PIT,27,15630000,2025,80,80,46,99,17,88,31,23,0,18,0,3,1,95,72,39,0,23,11,7,11,6,0,14,14,17,18,0,0,36,36,80,80,31,31,23,23,8,9,12,13,0,2,0,0,4,5,6,8
James Hatton,OL,MIL,34,12450000,2025,80,80,74,77,10,22,51,36,39,0,0,0,0,97,90,20,16,4,0,20,0,17,3,37,37,12,12,0,0,40,40,80,80,24,24,21,21,0,0,6,6,0,0,0,0,0,0,0,0
Chandler Butler,WR,WAS,29,15150000,2028,80,80,37,3,64,18,7,6,20,31,41,91,95,21,6,48,15,24,0,15,18,7,4,9,9,44,44,80,80,50,50,2,2,7,7,14,14,33,33,31,31,1,1,0,0,57,57,47,47
Kenny Blaylock,WR,CIN,33,12130000,2026,80,80,51,31,21,67,29,14,1,50,49,85,94,2,23,19,11,1,3,1,1,1,1,14,14,37,37,80,80,57,57,9,9,8,8,8,8,3,3,5,5,1,1,1,1,10,10,14,14
Fred Wimbley,WR,SEA,25,7700000,2025,79,83,69,32,71,49,39,33,13,50,29,87,78,5,0,17,5,0,2,4,14,7,5,31,38,52,56,79,83,60,67,13,17,18,20,20,23,21,25,22,26,0,0,0,3,83,87,75,83
Darius White,WR,HOU,29,10490000,2027,79,79,52,30,53,50,24,17,17,68,30,81,91,3,3,8,4,32,4,18,9,3,28,20,20,42,42,79,79,54,54,10,10,17,17,15,15,11,11,12,12,3,3,3,3,53,53,54,54
Derek Dawson,OL,BAL,25,14080000,2027,78,87,68,92,33,92,0,29,4,41,1,0,15,73,71,42,0,0,14,5,16,5,7,16,21,25,26,8,11,47,52,78,87,35,40,28,31,16,19,19,22,0,0,0,4,22,25,24,27
Jared Gray,QB,NYC,29,24500000,2029,78,78,70,17,61,46,42,76,86,17,51,18,13,32,2,18,1,1,19,9,11,7,8,78,78,30,30,11,11,16,16,13,13,15,15,14,14,18,18,17,17,1,1,1,1,24,24,18,18
Derrick Mays,CB,LV,26,16120000,2027,78,83,34,3,90,27,16,28,16,0,0,0,1,5,4,79,0,0,6,11,2,11,4,10,10,14,16,0,3,0,1,1,4,7,7,16,19,78,83,61,66,0,0,0,1,91,93,68,70
Rhett Dudley,CB,MIL,28,10640000,2025,78,78,23,10,86,51,31,13,13,18,16,15,0,0,0,82,0,0,5,1,0,4,0,10,10,19,19,0,0,0,0,0,0,5,5,15,15,78,78,63,63,0,0,0,0,90,90,78,78
Brandin Khoury,WR,BOS,23,8570000,2027,78,93,65,30,71,36,28,10,6,35,50,78,87,15,2,35,2,2,8,21,7,8,7,19,26,59,70,78,93,60,73,15,24,18,29,20,26,30,36,28,38,2,8,2,7,71,81,58,68
Daniel Nolan,WR,DAL,30,11850000,2029,78,78,45,1,72,76,6,30,18,19,42,85,95,1,5,4,1,5,1,14,1,4,7,14,14,45,45,78,78,48,48,1,1,6,6,8,8,16,16,15,15,1,1,1,1,67,67,50,50
Michael Hill,WR,NOL,23,9740000,2029,77,90,51,40,66,27,10,22,29,29,8,95,85,14,6,16,12,4,2,3,4,6,13,18,28,41,52,77,90,66,83,15,22,18,29,21,29,18,24,21,32,0,2,0,6,67,80,54,64
Reggie Rollins,WR,LV,23,7560000,2029,77,89,78,7,73,12,26,16,22,23,33,90,82,7,7,36,13,7,12,12,16,13,12,22,29,42,53,77,89,56,68,10,17,17,23,20,27,32,39,29,37,4,9,4,9,67,79,52,64
Josh Bristow,WR,SEA,28,11410000,2029,77,77,57,22,47,41,31,4,23,29,20,93,88,26,1,36,29,1,24,3,7,23,22,16,16,31,31,77,77,58,58,10,10,16,16,20,20,19,19,22,22,1,1,6,6,32,32,27,27
Leron Duggins,OL,MEM,26,11740000,2028,77,80,82,81,38,78,1,28,5,7,0,0,0,70,75,35,4,0,14,18,5,12,0,16,18,20,20,1,2,41,43,77,80,37,41,30,31,16,16,19,20,0,0,0,0,20,21,17,19
Quincy Feagles,DL,DEN,26,14110000,2028,77,81,75,85,47,89,20,16,2,6,5,1,14,13,12,10,23,75,70,1,15,14,16,17,17,24,24,8,8,27,29,38,40,77,81,57,59,10,11,18,21,1,4,1,1,28,32,23,27
Max Miller,OL,TPA,30,12030000,2027,77,77,52,91,27,35,10,0,0,11,0,0,0,74,88,31,0,0,0,0,14,7,0,6,6,18,18,0,0,35,35,77,77,24,24,21,21,9,9,13,13,0,0,0,0,11,11,11,11
Kevin Mills,WR,CLE,28,12140000,2029,77,77,40,57,50,21,7,9,19,31,23,90,93,6,6,33,4,2,2,18,17,20,4,12,12,44,44,77,77,64,64,17,17,17,17,19,19,19,19,20,20,3,3,2,2,38,38,33,33
Ryan Miller,QB,PHI,24,12980000,2029,76,87,46,19,71,19,68,62,90,11,54,33,6,15,6,18,2,2,2,26,17,9,18,76,87,32,36,7,12,11,14,9,11,11,14,14,21,21,26,21,27,6,8,2,4,31,35,23,29
Jerry Mitchell,CB,CLE,22,7990000,2027,76,93,14,24,83,22,25,6,7,14,3,16,28,3,3,89,8,3,26,6,16,10,7,5,11,20,29,8,18,9,13,4,12,12,21,22,29,76,93,64,82,3,10,3,10,88,100,63,79
Luke Andersen,WR,MIL,23,8560000,2025,76,90,64,18,55,34,39,42,42,26,25,86,87,19,7,32,1,1,5,8,6,3,2,36,45,36,44,76,90,58,74,10,17,12,19,12,19,21,27,19,28,1,6,1,8,43,54,35,43
Cory Jacobs,RB,LA,24,9220000,2025,76,89,19,54,76,33,3,13,19,46,84,55,26,37,7,20,18,2,14,0,7,9,6,15,22,76,89,19,27,23,28,19,25,19,28,27,32,23,30,30,37,0,4,0,3,85,94,77,90
Kyle McIntosh,CB,CLE,28,9030000,2027,76,76,14,11,78,57,2,10,3,25,0,0,0,0,0,91,14,1,0,1,11,9,0,0,0,12,12,0,0,0,1,0,0,4,4,17,17,76,76,65,65,0,0,0,0,86,86,67,67
Jaylen Stewart,OL,CHA,26,14550000,2027,76,77,78,88,26,49,13,8,2,12,0,4,0,68,74,5,0,13,0,27,15,21,24,13,13,19,19,2,2,41,41,76,77,34,38,23,25,0,0,5,5,5,6,6,7,10,10,10,12
Ed Dawson,QB,CLE,29,23450000,2029,76,76,59,24,52,62,82,51,78,27,34,26,43,3,33,31,2,25,14,11,1,0,0,76,76,28,28,22,22,24,24,13,13,16,16,15,15,19,19,18,18,0,0,0,0,20,20,16,16
Robert Holmes,LB,MEM,27,13710000,2027,76,76,65,80,38,18,36,8,7,15,5,0,14,7,14,57,53,75,69,8,0,6,2,18,18,20,20,6,6,22,22,30,30,73,73,76,76,24,24,42,42,0,1,0,0,21,21,19,19
Morgan Nelson,LB,MIN,29,14040000,2025,76,76,33,57,49,34,55,22,12,12,0,2,0,10,0,28,79,73,65,0,7,0,3,18,18,13,13,0,0,6,6,14,14,53,53,76,76,15,15,38,38,0,0,0,0,35,35,27,27
Brian Barbour,P,JAX,27,660000,2029,76,76,43,21,42,42,8,33,13,18,1,1,1,1,5,6,3,6,1,47,19,83,98,10,10,6,6,1,2,2,3,4,4,7,7,7,7,5,5,6,6,14,15,76,76,24,24,20,21
Ray Doyle,WR,BOS,23,8260000,2029,76,89,60,16,80,26,21,18,26,57,52,83,81,2,20,17,2,10,10,8,9,18,7,24,33,61,73,76,89,54,68,11,16,16,24,18,27,25,34,24,35,2,5,2,6,91,100,86,100
Luke Hackett,WR,MEM,29,10750000,2026,76,76,56,0,72,40,56,41,20,44,39,92,80,24,31,38,3,19,0,6,3,0,7,36,36,48,48,76,76,55,55,8,8,8,8,12,12,34,34,28,28,0,0,0,0,82,82,69,69
Jack Johnson,S,DP,22,500000,2026,76,99,17,27,93,38,0,30,21,13,0,20,2,0,14,72,32,0,3,8,8,6,6,9,17,20,30,0,9,5,9,7,14,13,23,33,47,73,92,76,99,0,5,0,5,96,100,84,100
Jake Ealy,CB,WAS,23,6360000,2026,75,87,16,27,89,47,15,24,8,25,24,15,7,3,1,79,17,1,14,8,11,2,6,10,16,27,35,1,6,4,7,5,13,13,22,25,31,75,87,69,83,1,4,1,6,94,100,84,97
Deondre Carothers,DL,MIA,26,15060000,2028,75,78,100,74,17,32,0,32,13,18,42,6,6,0,0,21,27,71,77,6,16,1,10,23,23,25,25,8,10,23,23,28,32,75,78,50,50,3,6,11,14,0,0,0,0,2,2,4,4
A.J. Harrison,DL,SF,24,7320000,2025,75,88,73,85,48,81,10,3,16,28,3,3,10,3,3,17,26,72,71,10,4,3,10,17,22,24,30,8,15,24,29,31,36,75,88,58,68,14,21,22,29,3,6,3,5,35,40,32,41
Shane Heard,CB,IND,25,15730000,2027,75,79,40,16,94,34,20,16,6,6,0,15,6,0,0,70,0,0,3,2,2,3,4,9,12,19,24,2,6,6,9,5,9,11,13,20,22,75,79,61,66,0,1,0,3,96,99,82,88
Blake Albert,CB,MEM,28,13830000,2029,75,75,8,23,95,77,27,25,6,23,0,14,19,2,0,70,9,28,11,0,2,0,3,8,8,21,21,3,3,5,5,2,2,12,12,25,25,75,75,69,69,0,0,0,0,97,97,89,89
Austin Hawes,DL,BUF,28,11380000,2025,75,75,73,93,27,33,37,30,21,26,14,3,2,15,17,19,18,71,81,5,16,18,5,30,30,22,22,4,4,24,24,40,40,75,75,51,51,6,6,13,13,2,2,2,2,13,13,15,15
Matt Potter,DL,CHA,30,9560000,2029,75,75,86,81,24,78,21,4,3,38,2,3,3,2,14,22,42,63,81,16,2,4,2,17,17,17,17,6,6,23,23,32,32,75,75,58,58,6,6,17,17,2,2,2,2,13,13,16,16
Stephen Pearson,RB,JAX,28,10760000,2026,75,75,43,23,55,43,47,36,27,92,100,23,58,63,26,27,4,24,2,5,22,12,3,42,42,75,75,36,36,33,33,19,19,12,12,13,13,19,19,18,18,2,2,2,2,58,58,67,67
Marcus Holmes,WR,MIA,25,15200000,2025,75,80,62,8,87,43,11,22,36,31,37,82,84,2,8,10,5,2,16,18,18,9,2,23,25,53,57,75,80,52,57,8,10,16,18,18,22,25,31,25,31,3,4,2,5,93,97,81,85
Dennis Hankerson,WR,WAS,31,8840000,2025,75,75,59,26,43,25,37,1,1,53,33,80,87,16,1,15,3,1,1,1,1,1,1,15,15,38,38,75,75,54,54,10,10,11,11,10,10,10,10,10,10,1,1,1,1,33,33,35,35
Cory Gavin,DL,WAS,23,8450000,2026,74,91,76,85,37,35,25,7,20,29,1,1,1,4,2,40,21,76,70,21,19,25,15,21,29,19,25,3,11,21,27,31,42,74,91,55,68,18,23,24,35,4,8,4,10,23,32,23,33
Eryk Henry,DL,BAL,24,7600000,2029,74,84,76,82,43,18,6,3,2,19,0,14,0,0,0,30,27,73,62,11,21,6,4,11,15,19,26,4,8,20,25,29,36,74,84,59,67,16,19,23,32,1,7,0,2,28,36,24,32
Dionza Buie,DL,JAX,24,8070000,2027,74,84,80,84,42,37,29,25,16,3,1,4,1,1,1,15,21,74,64,8,30,1,4,24,30,19,22,3,6,21,24,31,36,74,84,54,60,10,15,18,22,3,8,1,3,22,29,18,23
Chris Godfrey,WR,MIN,26,15730000,2029,74,77,37,37,81,66,28,17,14,48,40,84,83,3,15,10,13,23,0,0,21,15,16,19,21,68,69,74,77,56,59,12,12,18,18,24,25,21,24,27,31,0,0,0,0,91,95,86,90
Jacob Dockery,DL,JAX,24,6600000,2027,74,84,81,88,40,12,40,3,22,15,8,3,9,18,6,20,19,60,73,14,3,8,16,25,32,24,27,8,14,27,33,40,46,74,84,54,64,12,19,19,23,2,8,2,8,23,29,21,29
Graham West,DL,KC,25,13910000,2028,74,81,59,90,41,66,10,6,31,25,22,2,8,2,21,2,19,79,81,10,4,3,16,19,21,27,29,5,10,22,26,35,42,74,81,52,55,4,7,13,15,2,4,2,3,25,27,24,30
Bryce Blair,CB,PIT,26,10230000,2029,74,77,35,29,88,64,5,10,7,15,4,18,6,1,1,78,7,1,16,7,7,13,14,6,9,22,25,3,3,8,8,9,9,16,18,25,25,74,77,65,68,1,2,1,4,92,94,77,77
Justin Murphy,DL,BOS,24,9140000,2029,74,87,80,77,53,18,20,16,4,12,0,0,2,0,1,4,18,65,68,4,3,2,2,18,26,21,24,3,7,20,26,29,34,74,87,54,65,10,13,17,21,0,1,0,0,42,50,33,38
LaMarcus McNally,QB,LA,26,22990000,2029,74,77,61,22,29,34,60,71,77,43,37,15,18,27,8,7,0,0,0,0,0,2,3,74,77,18,19,10,13,14,16,10,10,7,7,4,4,1,1,2,5,0,1,0,3,8,8,9,10
Sean Blanton,OL,NOL,26,13540000,2025,74,77,58,90,21,7,30,25,22,8,4,0,27,81,75,8,0,16,7,15,15,9,3,21,23,21,21,9,9,49,49,74,77,29,29,21,24,0,1,4,6,0,1,0,3,5,8,6,6
Dillon McGhee,DL,CLE,28,8610000,2029,74,74,88,79,48,18,38,24,22,1,1,1,15,1,18,19,12,68,68,8,6,3,5,30,30,23,23,10,10,29,29,37,37,74,74,52,52,14,14,20,20,1,1,1,1,28,28,22,22
Dontez Sumner,K,WAS,25,970000,2027,74,81,39,26,54,32,17,17,6,17,15,8,6,16,2,22,11,0,2,86,83,32,16,8,10,15,19,0,4,6,8,7,11,9,14,13,15,16,19,17,23,74,81,7,10,41,44,31,33
Aaron Gilmore,P,LV,25,1180000,2029,74,79,32,5,65,80,15,30,8,8,4,6,0,15,19,26,15,1,8,55,16,89,84,7,9,9,13,0,1,1,2,3,6,5,6,12,15,21,24,22,28,16,19,74,79,55,58,39,43
Sidney James,CB,BOS,22,10430000,2025,73,90,50,30,92,6,3,24,24,14,0,2,16,0,0,69,0,0,1,12,6,3,10,15,28,23,33,6,13,12,21,11,20,16,26,23,31,73,90,62,83,0,4,0,7,96,99,84,99
John Nelson,QB,ATL,26,28650000,2029,73,77,79,9,51,17,58,80,65,49,4,10,36,7,34,32,1,14,1,7,8,3,16,73,77,16,19,20,23,22,23,12,14,12,15,11,13,20,22,17,18,1,1,1,1,24,24,22,22
Felix Whitford,QB,BKN,28,23310000,2028,73,73,64,0,44,21,53,72,79,52,29,4,6,19,0,4,2,0,0,10,1,0,11,73,73,14,14,4,4,5,5,2,2,3,3,3,3,6,6,5,5,0,0,0,0,18,18,17,17
Kristopher Carter,DL,HOU,32,8590000,2026,73,73,67,93,24,14,28,2,3,2,2,2,2,3,3,16,16,76,85,21,2,9,4,13,13,15,15,2,2,20,20,31,31,73,73,48,48,3,3,11,11,2,2,2,2,7,7,6,6
Jerin Burks,CB,LV,27,10860000,2027,73,73,28,23,86,22,19,21,32,13,6,2,2,2,4,80,2,2,2,10,16,5,5,15,15,19,19,2,3,3,3,6,6,11,11,20,21,73,73,60,61,2,2,2,2,90,90,69,69
T.J. Adams,LB,JAX,23,7860000,2026,73,87,76,17,62,65,14,3,15,24,0,18,0,6,0,15,93,53,69,0,11,3,23,13,23,13,17,5,11,11,16,9,16,50,66,73,87,18,25,40,53,0,6,0,6,56,69,45,58
Jamal Turner,P,WAS,30,500000,2026,73,73,23,20,55,62,16,7,18,0,15,3,14,0,0,17,2,7,1,75,65,77,87,5,5,12,12,0,0,2,2,0,0,4,4,8,8,14,14,14,14,64,64,73,73,36,36,23,23
Tyler Samuel,OL,LV,22,8970000,2029,72,95,74,80,25,64,16,8,26,45,0,0,2,75,79,28,28,0,2,30,18,19,6,20,30,19,25,3,14,39,54,72,95,31,47,32,43,8,16,16,27,7,16,0,5,16,23,19,28
Ryan Black,LB,CLE,27,10310000,2028,72,72,60,18,48,28,35,42,34,26,0,35,11,0,0,59,94,48,69,17,12,5,0,28,28,9,11,9,9,11,11,3,3,41,41,72,72,33,33,56,56,0,1,0,0,38,38,31,31
Antonio Charlot,CB,MEM,26,10540000,2025,72,75,29,32,97,83,27,25,3,18,0,12,2,0,5,66,0,0,0,0,6,0,3,12,13,23,25,0,0,7,9,10,10,14,16,23,23,72,75,62,66,0,2,0,0,100,100,89,93
Tyler Green,WR,NYC,26,12330000,2029,72,75,45,6,75,31,18,18,35,33,8,87,87,6,6,31,4,0,25,2,4,7,14,17,18,32,34,72,75,48,51,3,5,10,10,14,14,30,30,26,28,0,1,0,0,84,86,66,69
Brandon Austin,DL,IND,24,7930000,2029,72,84,76,83,38,17,22,10,16,6,0,0,12,0,0,37,7,73,79,8,0,4,8,18,23,19,23,6,13,23,30,29,38,72,84,49,58,17,22,20,26,0,5,0,3,19,23,17,23
Darius Kinder,DL,WAS,26,12090000,2028,72,73,64,76,55,28,22,14,28,17,1,1,8,17,1,24,42,74,69,13,17,5,9,21,22,22,25,4,5,21,23,29,30,72,73,68,69,18,18,30,33,1,3,1,4,44,45,36,40
Curtis Alvarez,DL,SEA,31,10750000,2025,72,72,66,79,38,20,23,17,27,0,0,13,0,2,0,32,34,78,70,11,8,17,0,20,20,15,15,0,0,17,17,24,24,72,72,60,60,14,14,23,23,0,0,0,0,18,18,14,14
James Hawkins,CB,PIT,27,10120000,2027,72,73,20,39,88,77,31,17,5,9,3,1,1,4,7,77,3,4,1,16,5,4,18,10,10,21,21,1,1,5,5,11,11,14,15,23,23,72,73,63,63,1,3,1,1,91,91,74,74
Jordan Salazar,RB,CHI,31,7890000,2025,72,72,29,72,33,31,22,45,14,69,96,42,60,32,2,63,2,2,2,12,13,3,2,27,27,72,72,37,37,38,38,21,21,17,17,19,19,24,24,23,23,2,2,2,2,22,22,29,29
Austin Knight,P,BAL,32,500000,2029,72,72,50,1,6,39,18,1,3,14,1,1,5,4,1,1,1,1,1,38,77,71,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,42,72,72,1,1,1,1
John Ruskell,WR,MIN,35,7160000,2028,72,72,51,12,32,21,67,4,4,32,31,93,90,4,4,32,4,4,40,13,4,4,12,18,18,25,25,72,72,47,47,4,4,10,10,8,8,13,13,10,10,4,4,4,4,17,17,16,16
Antonio Woodard,QB,DP,21,500000,2026,72,100,43,16,62,40,55,62,97,43,28,19,32,21,10,39,1,1,1,8,10,9,8,72,100,24,34,15,26,16,27,8,17,8,22,11,22,26,40,23,35,1,9,1,11,30,43,27,42
Charlie Ehambe,CB,WAS,24,6060000,2029,71,79,13,22,97,35,14,2,19,15,17,3,2,22,5,64,8,0,0,14,12,5,12,6,13,27,33,0,1,2,7,7,13,8,16,21,28,71,79,66,76,0,2,0,0,97,97,87,97
Chris Moorer,DL,KC,24,7170000,2025,71,83,67,76,38,29,4,16,30,4,7,14,0,21,26,3,31,74,82,13,7,1,7,17,21,19,23,2,6,22,29,36,44,71,83,54,65,3,7,13,20,0,3,0,1,19,26,15,21
