Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Isaac Ritter,CB,KEN,26,12840000,2029,72,73,22,24,78,29,1,35,3,5,0,13,14,34,19,86,1,5,0,10,14,13,0,5,6,17,17,1,2,10,10,12,12,8,8,17,17,72,73,58,63,0,1,0,1,81,85,55,59
Justin Anderson,CB,POR,26,15750000,2029,84,87,23,36,92,5,8,21,59,7,0,16,7,1,0,86,4,0,0,8,18,1,31,19,19,22,22,0,0,7,8,9,12,14,14,24,24,84,87,76,81,0,1,1,4,95,95,81,83
Cyrus Taylor,CB,STL,32,4780000,2026,62,62,25,0,68,23,28,19,19,0,3,18,3,0,0,86,14,8,0,13,15,4,26,9,9,8,8,0,0,0,0,0,0,2,2,13,13,62,62,53,53,0,0,0,0,56,56,38,38
Carson Burnham,CB,DET,33,2780000,2025,57,57,14,0,63,54,0,27,3,9,0,13,23,2,0,86,0,0,3,15,2,5,16,0,0,8,8,3,3,1,1,0,0,0,0,7,7,57,57,45,45,0,0,0,0,52,52,36,36
Jerome Reed,CB,SA,34,500000,2026,46,46,37,6,44,30,0,12,19,0,13,1,0,0,0,86,0,12,0,0,0,0,0,3,3,5,5,0,0,0,0,0,0,2,2,7,7,46,46,34,34,0,0,0,0,22,22,15,15
Peter Silva,S,MXC,28,7700000,2029,66,66,21,27,72,35,14,42,25,17,1,4,0,10,0,85,32,16,12,2,18,0,1,14,14,14,14,0,0,1,2,5,5,14,14,29,29,65,65,66,66,0,0,0,0,73,73,54,54
Josh Newlin,CB,ATH,29,14660000,2029,85,85,50,0,92,96,29,17,27,26,0,7,1,0,0,85,12,0,0,0,5,5,4,18,18,17,17,1,1,3,3,2,2,10,10,21,21,85,85,74,74,0,0,0,0,98,98,86,86
Braxton Cornelius,CB,PRO,34,500000,2025,46,46,21,6,46,62,13,8,22,13,0,11,6,7,0,85,0,0,0,0,0,1,17,3,3,3,3,0,0,0,0,0,0,0,0,5,5,46,46,33,33,0,0,0,0,27,27,21,21
Spencer Sims,CB,SIN,25,19100000,2025,83,92,24,16,90,84,16,34,9,30,9,12,22,7,7,84,0,0,0,4,17,8,5,12,14,23,27,7,8,9,14,5,6,8,12,18,22,83,92,66,75,0,1,0,4,96,100,87,92
Lamar Harris,CB,TOK,36,500000,2025,50,50,14,15,54,16,0,29,37,8,0,0,12,14,0,84,0,15,13,0,0,3,11,7,7,7,7,0,0,0,0,0,0,4,4,10,10,50,50,39,39,0,0,0,0,38,38,26,26
Justin Byers,CB,BEI,38,500000,2025,45,45,24,0,46,17,0,24,26,10,0,0,0,0,3,84,15,0,4,5,8,0,9,4,4,0,0,0,0,0,0,0,0,0,0,8,8,45,45,37,37,0,0,0,0,26,26,20,20
Matt James,CB,NOL,22,8720000,2025,71,87,22,23,80,42,24,21,18,15,0,2,5,0,0,83,0,0,0,5,27,12,5,11,22,16,25,0,7,1,5,3,12,8,20,17,26,71,87,58,74,1,5,0,7,86,100,64,80
Jake Lowe,CB,BEI,25,16110000,2026,84,90,3,48,96,53,29,11,13,21,0,3,15,2,0,83,0,4,0,0,0,3,3,9,13,26,29,0,3,7,11,10,15,14,18,25,30,84,90,76,85,0,4,0,1,100,100,90,99
J.C. Carter,CB,SYD,28,16510000,2027,84,84,22,8,95,44,66,4,22,7,0,19,4,8,7,83,4,3,1,15,7,8,2,17,17,17,17,0,0,3,3,2,2,7,7,18,18,84,84,71,71,0,0,0,0,97,97,83,83
Grant Ford,CB,SYD,31,9540000,2025,74,74,31,18,82,11,2,3,12,13,0,15,0,28,0,83,15,0,5,2,1,3,5,3,3,16,16,0,0,5,5,8,8,10,10,22,22,74,74,66,66,0,0,0,0,87,87,65,65
Kody White,CB,NJ,33,2970000,2026,58,58,38,36,65,0,5,55,55,0,5,2,16,15,2,83,16,1,0,15,18,0,0,24,24,17,17,2,2,11,11,11,11,14,14,23,23,58,58,55,55,1,1,0,0,52,52,36,36
Malcolm Flowers,CB,AUS,35,500000,2026,51,51,29,0,55,12,16,0,0,7,18,21,0,0,0,83,0,4,0,0,13,0,26,0,0,9,9,0,0,0,0,0,0,0,0,6,6,51,51,38,38,0,0,0,0,38,38,24,24
Richard Ratcliff,CB,FA,36,500000,2025,36,36,22,0,35,0,0,1,29,0,0,0,0,4,0,83,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,36,36,29,29,0,0,0,0,15,15,9,9
Caliph Weaver,CB,BAL,29,7390000,2027,67,67,22,5,77,87,0,24,31,17,0,2,0,0,0,82,6,7,0,1,0,0,5,8,8,11,11,0,0,0,0,0,0,4,4,14,14,67,67,55,55,0,0,0,0,83,83,58,58
Josh Donaldson,CB,VB,29,8240000,2028,67,67,32,13,76,58,14,60,3,20,2,0,0,0,0,82,33,30,17,4,3,12,8,14,14,13,13,0,0,0,0,1,1,15,15,30,30,67,67,67,67,0,0,0,0,83,83,59,59
Dan Walker,CB,ORL,32,5430000,2028,64,64,16,7,75,59,13,35,13,0,0,5,13,1,1,82,15,4,0,0,13,0,0,6,6,11,11,0,0,0,0,0,0,3,3,16,16,64,64,56,56,0,0,0,0,71,71,47,47
Chris Fiske,CB,DEN,33,1290000,2025,53,53,18,6,60,24,22,2,3,10,0,0,4,15,5,82,0,25,6,3,3,15,0,0,0,6,6,0,0,0,0,0,0,3,3,10,10,53,53,41,41,0,0,0,0,48,48,34,34
Lamond Johnson,CB,FA,36,500000,2025,39,39,19,0,40,43,0,14,13,0,0,17,15,0,0,82,1,0,10,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,39,39,27,27,0,0,0,0,19,19,13,13
Javier Fentress,CB,OAK,23,9540000,2029,80,92,47,18,88,15,8,15,2,7,13,0,6,0,17,81,33,5,0,5,3,4,6,8,16,22,27,0,9,8,14,9,15,16,25,35,44,80,92,80,99,0,6,0,5,90,100,70,85
Jourdan Dalton,CB,SIN,28,10780000,2029,74,74,11,16,86,23,2,7,7,19,0,16,35,4,13,81,17,3,0,4,2,8,3,0,0,20,20,10,10,10,10,3,3,6,6,20,20,74,74,67,67,0,0,0,0,91,91,77,77
Esam Oraby,CB,ATL,32,500000,2026,50,50,29,22,56,15,17,21,37,0,0,27,0,0,0,81,0,7,8,10,25,14,20,12,12,8,8,0,0,3,3,2,2,7,7,13,13,50,50,41,41,2,2,2,2,39,39,25,25
Darious Lynn,CB,LV,29,8740000,2026,74,74,27,35,85,37,5,13,17,0,0,14,34,0,18,80,26,0,2,4,0,2,3,6,6,23,23,11,11,17,17,11,11,15,15,33,33,74,74,74,74,0,0,0,0,87,87,62,62
Andre Hood,S,ATH,25,6260000,2027,71,77,20,30,83,37,6,9,38,19,4,1,13,0,13,79,28,5,31,13,4,7,9,10,13,20,24,0,2,6,7,8,13,17,21,34,40,70,74,71,77,0,3,0,2,89,93,73,78
Logan Manning,CB,OAK,22,6220000,2025,61,78,20,20,74,37,29,15,12,16,0,1,14,0,2,79,16,5,1,7,13,3,7,8,17,14,20,0,7,3,11,2,7,8,20,19,27,61,78,56,72,0,4,0,4,77,91,55,68
Cameron Stephens,CB,BEL,23,8540000,2025,74,89,17,24,87,52,5,17,5,26,0,0,18,11,0,79,22,0,6,6,14,3,1,4,12,20,27,2,10,6,12,5,11,11,18,25,32,74,89,71,85,0,4,0,5,94,100,84,99
David Waugh,CB,BEL,31,4540000,2026,61,61,23,18,74,32,0,18,37,15,16,0,0,0,0,79,0,2,0,0,0,3,0,10,10,17,17,0,0,0,0,1,1,6,6,14,14,61,61,51,51,0,0,0,0,75,75,54,54
Tony Fugate,CB,ANC,31,4980000,2025,61,61,3,13,76,27,2,26,1,14,10,0,0,1,0,79,0,31,0,1,14,4,0,0,0,13,13,0,0,0,0,0,0,4,4,13,13,61,61,51,51,0,0,0,0,79,79,55,55
Alex Owens,CB,IST,22,8070000,2029,75,90,18,18,89,40,20,24,18,6,0,33,14,13,7,78,22,8,0,1,7,3,13,10,22,19,28,5,14,9,15,5,12,10,21,24,36,75,90,71,90,0,7,0,6,92,100,73,92
Blake Martin,S,MON,25,15900000,2026,80,90,35,20,76,47,25,3,16,28,5,0,6,7,0,78,64,1,13,7,3,1,8,10,15,17,20,0,5,4,7,5,7,17,19,46,49,63,70,80,90,0,3,0,1,84,91,66,73
Bo Higgins,CB,MIL,30,3180000,2025,57,57,34,0,69,24,32,0,0,0,0,0,0,0,0,78,11,0,0,0,0,3,0,3,3,7,7,0,0,0,0,0,0,3,3,13,13,57,57,49,49,0,0,0,0,58,58,39,39
Joshua Tharp,CB,ANC,29,11650000,2028,74,74,27,4,87,24,22,4,19,13,0,20,2,0,19,78,1,0,0,1,1,8,5,7,7,15,15,0,0,3,3,2,2,4,4,14,14,74,74,58,58,0,0,0,0,91,91,73,73
Curtis Randolph,DL,PRO,26,8160000,2025,65,68,45,97,17,38,13,9,22,30,0,0,5,0,5,78,19,89,74,7,21,6,4,14,14,14,17,0,3,16,17,26,29,65,68,52,52,23,25,29,29,0,0,0,0,6,6,10,13
Larry Hicks,S,LON,29,10620000,2026,75,75,26,12,78,32,2,18,16,17,0,1,0,0,3,78,54,0,0,0,3,4,9,5,5,13,13,0,0,0,0,1,1,10,10,34,34,64,64,75,75,0,0,0,0,84,84,60,60
Tim Saunders,CB,OTT,31,6380000,2029,66,66,21,0,80,68,44,26,14,20,0,22,11,34,0,78,21,0,6,7,13,0,11,13,13,14,14,2,2,4,4,1,1,4,4,17,17,66,66,58,58,0,0,0,0,86,86,65,65
Christopher Jones,S,OKC,30,10420000,2029,71,71,26,49,61,24,35,19,34,2,0,4,16,0,0,78,68,0,0,8,7,2,6,17,17,16,16,1,1,9,9,10,10,19,19,51,51,51,51,71,71,0,0,0,0,48,48,34,34
Ben Duckworth,CB,WPG,31,4700000,2025,61,61,35,8,74,23,2,0,10,0,0,23,0,0,0,78,5,0,0,0,0,0,0,0,0,11,11,0,0,2,2,0,0,6,6,14,14,61,61,51,51,0,0,0,0,69,69,46,46
Donavan Nolan,CB,FA,32,500000,2025,41,41,13,30,48,8,28,13,27,8,11,3,14,3,1,78,23,0,21,0,4,5,0,9,9,11,11,0,0,2,2,2,2,8,8,18,18,41,41,41,41,0,0,0,0,29,29,21,21
Matt Patton,CB,SJ,24,6520000,2029,77,86,12,48,93,7,30,16,12,21,2,0,0,8,8,77,17,7,0,9,9,0,2,11,18,24,28,0,5,5,9,13,19,17,25,35,44,77,86,77,90,0,2,0,6,98,100,88,100
Jimmy Bennett,CB,CLE,23,6900000,2029,70,83,27,12,84,30,0,7,16,19,0,1,0,0,5,77,0,0,0,14,9,2,1,3,11,15,22,0,8,0,2,2,6,6,14,15,20,70,83,56,72,0,7,0,3,90,100,73,85
Brian Banks,S,PRO,33,500000,2025,47,47,30,5,54,1,10,0,0,10,0,0,12,19,0,77,36,0,27,6,0,7,0,0,0,6,6,0,0,1,1,0,0,7,7,19,19,46,46,47,47,0,0,0,0,39,39,26,26
Beau Mulitalo,CB,BEI,33,2100000,2026,55,55,22,8,68,70,26,13,19,9,0,47,0,0,13,77,11,2,0,6,22,3,3,7,7,10,10,1,1,3,3,0,0,3,3,13,13,55,55,48,48,0,0,0,0,60,60,43,43
Elliot Roberts,CB,ORL,30,1700000,2025,53,53,19,19,65,28,35,16,15,13,0,27,3,1,2,77,0,3,0,5,0,11,18,9,9,11,11,0,0,2,2,1,1,4,4,12,12,53,53,44,44,0,0,0,0,57,57,43,43
Jeff Perry,CB,KEN,32,500000,2026,43,43,27,2,50,62,0,9,20,16,0,0,0,0,0,77,0,17,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,6,6,43,43,32,32,0,0,0,0,35,35,24,24
Maxx Turner,CB,CAI,35,500000,2025,43,43,24,13,50,17,23,9,25,0,0,32,26,11,0,77,13,0,0,0,5,0,5,6,6,8,8,8,8,8,8,0,0,2,2,11,11,43,43,37,37,0,0,0,0,29,29,20,20
Mike Appleton,CB,FA,36,500000,2025,42,42,37,0,48,0,9,30,0,0,0,0,0,0,8,77,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,5,5,42,42,30,30,0,0,0,0,26,26,18,18
John Brown,CB,DP,21,500000,2026,84,100,20,9,100,31,16,13,0,17,0,0,5,0,0,77,8,8,6,8,4,6,8,4,16,19,27,0,9,0,8,0,9,9,22,21,34,84,100,73,100,0,8,0,6,100,100,90,100
Joey Amato,CB,NOL,25,11800000,2026,70,74,20,8,86,57,1,22,27,6,5,36,0,12,3,76,18,24,23,3,2,2,5,7,8,16,21,0,3,3,7,1,5,12,14,23,27,70,74,63,70,0,0,0,1,89,96,65,73
Austin Isaacs,S,KAU,26,17940000,2027,81,84,17,42,82,62,36,3,18,7,19,26,1,0,5,76,51,7,26,9,3,20,17,11,14,25,25,0,0,6,6,10,13,22,25,50,50,65,68,81,84,0,0,3,3,85,87,61,65
Beau Gard,CB,PAR,31,5270000,2025,63,63,3,0,81,11,16,13,30,13,0,23,31,0,0,76,2,0,2,4,12,6,0,5,5,14,14,7,7,3,3,0,0,0,0,10,10,63,63,51,51,0,0,0,0,86,86,61,61
Sam Pena,S,ORL,27,2330000,2027,52,52,44,28,36,36,0,25,25,28,5,31,0,7,6,76,81,33,23,5,0,6,4,11,11,8,9,2,2,7,7,6,6,22,22,48,48,34,34,52,52,0,0,0,1,21,21,19,20
Jake Massey,CB,SA,31,3560000,2027,58,58,26,0,74,30,16,15,15,0,0,16,0,0,0,76,0,0,1,0,0,11,0,5,5,9,9,0,0,0,0,0,0,1,1,10,10,58,58,47,47,0,0,0,0,68,68,45,45
Alex Johnson,CB,WPG,31,1390000,2027,53,53,19,2,67,23,25,1,14,0,3,0,0,0,0,76,2,2,3,31,20,5,28,2,2,7,7,0,0,0,0,0,0,0,0,9,9,53,53,43,43,8,8,2,2,55,55,36,36
Chris Camp,CB,FA,32,500000,2025,41,41,25,14,48,33,14,15,13,17,10,0,0,0,0,76,29,0,14,0,0,0,21,5,5,7,7,0,0,0,0,0,0,6,6,17,17,41,41,41,41,0,0,0,0,31,31,24,24
Sam Holloman,CB,DP,21,500000,2026,74,93,13,36,91,22,6,27,31,15,7,0,5,9,9,76,0,9,31,15,7,3,6,12,23,23,34,0,10,4,12,10,19,17,32,24,38,74,93,64,87,0,8,0,7,95,100,84,100
Anthony Alexander,CB,CLB,24,7920000,2029,75,83,10,26,93,50,34,13,1,21,0,14,17,0,1,75,12,6,0,2,0,7,11,7,10,21,26,3,8,5,8,4,8,10,15,23,27,75,83,69,83,0,5,0,2,98,100,87,100
David Altman,CB,RAL,23,5840000,2027,60,74,23,30,77,37,8,36,16,1,6,1,0,0,2,75,12,6,36,14,6,7,14,10,17,16,23,0,8,1,6,6,13,16,25,24,32,60,74,56,69,0,3,0,5,76,86,51,61
Emilio Brinkley,CB,HAW,23,4350000,2025,57,68,19,17,74,22,14,5,35,18,7,2,3,0,3,75,24,9,3,9,8,1,4,9,17,14,18,0,6,0,2,1,8,8,15,21,27,57,68,56,72,0,4,0,5,77,90,56,68
Dakari Robinson,CB,LON,25,3440000,2029,61,66,17,22,79,61,4,26,0,0,5,0,18,0,0,75,15,0,15,0,6,0,5,2,5,17,21,0,5,4,4,2,5,10,11,21,25,61,66,57,64,0,1,0,4,80,88,53,56
John Sapp,CB,ORL,28,5510000,2027,61,61,31,0,77,27,18,0,0,1,0,3,3,4,0,75,0,19,3,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,5,12,12,61,61,49,49,0,0,0,0,76,76,50,50
Lee Jordan,CB,SA,24,9210000,2026,75,87,12,1,93,64,19,1,5,3,19,8,14,7,0,75,4,0,8,14,9,15,9,1,8,20,27,0,5,0,2,0,4,3,7,15,22,75,87,60,71,0,5,0,3,93,100,74,84
Zac Younger,CB,RAL,24,4960000,2028,62,73,24,8,79,52,20,3,6,24,0,25,2,0,9,75,8,19,0,8,9,8,20,3,6,14,18,0,5,2,5,0,2,7,14,16,19,62,73,53,61,0,5,0,5,86,98,68,80
Cleveland Little,CB,DEN,24,4780000,2029,61,72,34,3,77,27,8,41,31,5,0,4,0,23,13,75,7,0,8,0,7,0,4,14,22,11,13,0,5,2,5,4,10,6,9,15,18,61,72,52,60,0,4,0,6,78,89,52,62
Kevin Hill,CB,OTT,29,2880000,2027,57,57,29,3,73,18,25,5,5,30,0,16,30,0,2,75,0,0,2,3,8,2,1,5,5,15,15,10,10,8,8,0,0,3,3,11,11,57,57,47,47,0,0,0,0,81,81,61,61
Tom Brown,CB,EDM,30,2780000,2025,57,57,33,4,72,15,33,6,13,7,0,0,0,0,0,75,0,3,0,0,0,0,0,8,8,9,9,0,0,0,0,0,0,4,4,11,11,57,57,46,46,0,0,0,0,67,67,47,47
Hayden Williams,CB,SA,32,500000,2026,51,51,13,0,65,59,32,22,0,3,0,25,0,0,1,75,30,0,0,0,11,8,5,3,3,6,6,0,0,0,0,0,0,0,0,15,15,51,51,49,49,0,0,0,0,53,53,36,36
Evan Lloyd,CB,SAC,33,500000,2025,44,44,13,0,55,34,0,5,0,0,0,4,0,0,0,75,0,0,4,8,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,4,4,44,44,33,33,0,0,0,0,37,37,23,23
Martin Myers,CB,FA,36,500000,2025,40,40,27,2,48,20,16,0,0,0,0,22,11,0,0,75,34,0,0,14,12,28,16,0,0,3,3,0,0,0,0,0,0,1,1,14,14,40,40,40,40,0,0,5,5,26,26,18,18
Dru Bozeman,CB,FA,35,500000,2025,38,38,31,4,44,28,36,0,7,0,0,51,0,0,0,75,0,0,1,0,2,14,0,3,3,2,2,1,1,2,2,0,0,0,0,4,4,38,38,27,27,0,0,0,0,22,22,16,16
Spencer Rus,CB,MIN,22,6580000,2026,65,82,27,21,83,42,16,14,26,18,4,0,13,0,9,74,7,0,0,7,2,1,20,11,22,19,28,1,8,5,13,5,10,9,20,19,27,65,82,57,74,0,8,0,7,89,100,71,91
Joe Maye,S,LIS,22,7480000,2025,63,80,20,13,76,55,8,4,19,16,0,9,9,0,0,74,41,19,0,9,2,13,9,3,13,13,18,0,6,1,8,0,5,10,21,27,39,58,73,63,80,0,6,0,6,81,96,57,72
Aaron Norman,CB,JKT,29,9360000,2027,70,70,24,18,88,30,16,25,18,12,13,14,6,2,0,74,26,1,1,4,1,3,0,11,11,21,21,0,0,3,3,3,3,11,11,25,25,70,70,69,69,0,0,0,0,91,91,74,74
Colin Hawthorne,CB,SEA,26,7720000,2026,62,66,20,15,80,29,18,40,18,6,0,37,18,0,0,74,17,0,6,0,6,3,18,12,14,16,16,7,9,8,9,0,0,7,10,20,22,62,66,57,59,0,3,0,0,84,87,57,61
Michael Tufono,CB,CHI,27,15980000,2028,81,82,18,31,99,42,9,6,23,7,3,0,1,4,16,74,7,14,4,13,3,0,4,7,8,23,23,0,0,4,4,10,10,15,15,26,26,81,82,73,73,0,0,0,0,100,100,87,87
Shawn Brown,CB,BUE,25,3790000,2027,52,57,30,12,66,17,3,30,7,12,27,6,2,5,17,74,20,5,2,1,0,8,14,7,8,17,19,0,3,2,3,3,6,7,9,18,20,52,57,49,56,0,0,0,2,55,60,41,47
T.J. Preston,CB,VAN,33,1460000,2025,54,54,32,0,68,15,1,0,13,23,0,36,0,0,0,74,0,0,0,0,0,2,0,0,0,9,9,1,1,1,1,0,0,1,1,9,9,54,54,42,42,0,0,0,0,66,66,50,50
Lance Norwell,CB,NOL,32,500000,2025,51,51,34,37,64,24,16,36,14,21,0,3,0,0,6,74,0,0,0,34,20,20,38,14,14,14,14,0,0,5,5,9,9,11,11,17,17,51,51,45,45,9,9,11,11,58,58,47,47
Zane Perkins,S,PRO,24,9420000,2029,77,90,22,41,91,27,15,41,1,7,0,9,0,0,5,73,29,15,32,4,9,14,6,11,19,22,25,0,6,6,11,11,16,23,28,44,51,72,82,77,90,0,4,0,3,94,100,80,89
Destin Brown,CB,KEN,24,7130000,2029,76,87,31,25,94,86,5,16,34,1,0,41,19,0,0,73,9,0,1,2,4,7,7,11,16,23,30,10,14,13,18,7,11,13,21,24,28,76,87,68,80,0,6,0,4,95,100,78,87
Ryan Arnold,CB,VAN,27,8810000,2025,67,68,22,5,86,35,1,4,15,20,3,12,0,1,3,73,0,0,0,0,21,3,9,2,3,15,15,0,0,0,1,0,0,4,4,13,13,67,68,54,54,0,1,0,0,91,91,77,77
Chris Richardson,CB,SJ,23,8800000,2029,77,92,25,7,95,51,19,22,6,21,0,14,8,0,1,73,1,0,4,6,3,1,3,8,15,18,22,1,9,2,6,0,4,7,13,17,26,77,92,61,78,0,6,0,6,99,100,87,100
Riley Daniels,CB,TOK,25,8120000,2028,60,65,22,4,79,0,20,8,17,17,4,8,19,8,2,73,16,4,5,1,13,2,9,6,11,15,16,3,6,3,7,0,3,5,9,17,18,60,65,54,59,0,1,0,1,85,89,61,66
Mark Lever,CB,AUS,27,7490000,2026,62,63,43,29,79,23,6,27,39,5,4,31,53,6,10,73,25,0,1,5,20,6,9,17,17,27,27,24,24,26,26,11,11,16,16,29,29,62,63,62,63,0,2,0,2,83,83,56,57
Monte Griffin,S,RAL,24,4880000,2028,61,72,13,34,79,36,30,2,17,0,2,6,13,0,0,73,25,0,3,15,8,3,3,6,9,18,23,0,4,4,8,5,7,12,19,26,30,59,69,61,72,0,5,0,2,81,89,54,63
Rod Mitchell,S,ROM,35,500000,2025,47,47,33,0,56,29,34,2,12,6,0,0,0,1,9,73,41,0,0,7,9,1,9,6,6,4,4,0,0,0,0,0,0,4,4,18,18,45,45,47,47,0,0,0,0,40,40,26,26
Preston Hounshell,CB,MEM,23,7760000,2029,73,86,33,4,92,42,1,37,47,6,6,22,0,3,11,72,14,0,0,0,7,12,1,17,24,18,24,0,9,3,5,2,6,8,14,20,28,73,86,64,78,0,3,0,6,94,100,76,90
David Decker,CB,KAU,24,6710000,2027,73,84,33,12,92,22,62,36,9,31,0,17,1,0,19,72,0,0,0,6,8,14,22,23,32,19,23,1,5,5,9,6,12,8,12,18,22,73,84,59,71,0,2,2,8,99,100,88,98
Gerry Ramos,CB,ATL,23,5910000,2026,69,80,17,15,89,37,25,9,2,2,0,0,4,0,0,72,5,0,0,6,3,0,8,3,11,15,18,0,8,0,4,1,8,6,15,17,24,69,80,58,73,0,5,0,3,91,100,69,83
Nick Shannon,S,QUE,23,5210000,2026,60,75,54,39,69,33,16,5,17,0,6,17,5,0,3,72,38,6,26,0,14,7,8,11,18,19,25,3,10,12,20,13,18,25,35,43,55,54,64,60,75,0,7,0,5,58,67,42,54
Cole Parker,S,MLB,24,4840000,2027,62,72,40,39,60,27,17,33,20,2,7,5,11,8,0,72,62,0,15,3,3,1,21,15,19,16,20,1,7,9,11,11,18,21,28,47,55,48,58,62,72,0,2,0,6,46,54,31,37
Joshua Brown,CB,ATH,27,11150000,2027,71,71,27,0,90,62,19,25,17,29,0,0,33,0,0,72,8,4,4,3,8,0,0,11,11,19,19,9,9,6,8,0,0,5,6,16,16,71,71,58,58,0,0,0,1,96,96,86,86
Antonio Jones,CB,VAN,26,6780000,2027,59,61,25,2,79,24,13,1,4,17,0,37,16,0,0,72,3,0,6,2,0,0,4,0,1,14,14,7,10,5,7,0,0,3,3,12,14,59,61,50,55,0,3,0,3,85,87,61,65
Jordan Fifita,CB,BOS,28,5310000,2025,62,62,48,11,80,45,8,0,1,24,8,9,10,0,3,72,22,0,0,1,8,14,14,4,4,19,19,4,4,7,7,4,4,11,11,23,23,62,62,58,58,0,0,0,0,87,87,69,69
Tim Van Valkenburg,S,BER,28,5820000,2026,62,62,40,31,74,35,3,15,26,13,5,2,2,0,0,72,36,3,2,2,4,1,0,11,11,17,17,0,0,5,5,8,8,17,17,34,34,57,57,62,62,0,0,0,0,75,75,54,54
Dallas Whittington,S,JKT,30,830000,2027,52,52,27,38,59,48,51,28,14,15,0,0,0,0,10,72,37,0,33,3,3,0,5,17,17,12,12,0,0,3,3,9,9,18,18,32,32,46,46,52,52,0,0,0,0,49,49,38,38
Sean Rutledge,CB,QUE,31,500000,2026,45,45,17,20,58,45,9,37,14,0,11,16,0,0,0,72,14,0,14,0,5,0,3,7,7,10,10,0,0,0,0,0,0,6,6,15,15,45,45,41,41,0,0,0,0,41,41,26,26
