Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Paul Ransom,K,ATL,26,500000,2025,50,52,21,17,40,25,41,18,16,37,14,7,1,0,0,9,3,0,22,65,59,51,16,12,14,7,8,0,2,0,1,0,1,3,3,4,5,5,8,5,7,50,52,14,17,25,25,24,28
Max Baker,K,WPG,23,500000,2025,34,42,30,1,62,86,34,34,44,5,5,8,0,2,14,34,0,1,2,65,37,36,42,20,27,7,11,0,8,0,2,0,3,1,8,5,11,23,30,20,27,34,42,18,26,49,58,33,40
Mike Pickle,K,MEM,27,500000,2025,33,34,36,19,23,26,2,13,0,1,0,1,4,0,0,10,0,0,0,65,36,30,13,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,33,34,5,5,5,7,2,4
Josh Thompson,K,HOU,38,500000,2025,27,27,50,0,0,0,0,11,11,0,0,0,0,0,0,16,0,0,0,65,27,29,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,19,19,0,0,0,0
Marion Davis,K,WAS,23,500000,2025,53,64,37,5,30,15,41,4,12,13,3,0,0,5,5,9,2,18,2,64,62,29,32,7,13,0,3,0,7,0,4,0,7,1,8,0,3,1,5,1,6,53,64,12,18,13,21,10,17
William Fields,K,NYC,27,500000,2025,48,48,24,5,23,22,12,11,34,0,0,1,2,0,0,10,0,3,2,64,58,16,11,4,5,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,48,48,0,2,4,5,1,1
Emerson Moultrie,K,HAW,31,500000,2025,27,27,40,3,23,65,24,22,3,36,5,0,0,0,0,18,1,0,18,64,28,52,35,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,27,27,23,23,11,11,12,12
Joe Anderson,P,DP,22,500000,2026,36,49,45,30,15,8,20,24,24,17,17,0,0,0,2,16,7,3,10,64,28,55,50,13,24,4,10,0,10,1,4,3,8,7,16,5,13,0,5,0,5,27,35,36,49,1,9,1,7
Hunter Easton,K,CLE,28,500000,2027,65,65,21,3,54,28,0,31,38,15,26,0,0,13,0,15,2,16,0,63,79,31,20,11,11,11,11,0,0,0,0,0,0,0,0,3,3,12,12,11,11,65,65,8,8,38,38,27,27
Barrett Hampton,K,OTT,32,500000,2025,63,63,51,14,31,33,25,35,18,0,0,0,0,0,0,19,0,1,0,63,74,26,16,14,14,0,0,0,0,0,0,0,0,3,3,3,3,6,6,5,5,63,63,5,5,11,11,7,7
Anthony Smith,K,AUS,29,500000,2027,51,51,49,14,35,24,23,15,21,0,0,0,5,0,0,36,7,1,0,63,62,25,17,10,10,2,2,0,0,2,2,1,1,4,4,6,6,14,14,13,13,51,51,5,5,15,15,10,10
Austin Johnson,K,RAL,27,500000,2025,47,47,36,16,33,45,4,4,10,16,13,5,4,4,3,28,4,0,6,63,58,33,5,1,1,5,6,0,0,0,0,0,0,3,3,4,4,10,10,9,9,47,47,3,3,15,15,13,15
Cedric Paul,K,BOS,27,500000,2026,44,44,22,1,21,63,17,0,0,9,3,0,12,2,1,19,0,3,0,63,54,30,32,0,1,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,44,44,12,12,4,4,2,2
John Whatley,K,DEL,25,500000,2025,33,34,37,4,46,20,30,3,3,4,0,0,1,1,0,18,3,0,7,63,38,18,18,3,8,2,4,0,1,0,0,0,4,1,5,3,6,11,14,10,13,33,34,2,6,25,28,18,24
Aaron Williams,K,EDM,29,500000,2026,65,65,45,18,45,52,33,13,2,15,0,16,0,0,12,3,2,5,1,62,81,36,5,9,9,6,6,0,0,4,4,4,4,6,6,6,6,5,5,6,6,65,65,5,5,27,27,21,21
M.L. Smith,P,DEL,23,500000,2026,65,75,35,0,42,31,40,20,15,1,0,5,3,0,0,5,5,0,0,62,35,71,70,10,16,0,4,0,6,0,2,0,6,0,4,1,7,4,9,4,8,31,39,65,75,21,30,14,21
Marek Allen,K,OKC,33,500000,2025,29,29,4,0,2,1,48,13,1,0,0,0,0,5,1,15,2,0,0,62,33,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,8,8,0,0,0,0
Dylan Christian,K,FA,28,500000,2025,23,23,20,0,26,53,0,0,0,6,0,0,22,8,0,0,0,0,0,62,23,35,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,8,8,8,8,5,5
Mike Huggins,K,TOR,35,500000,2025,54,54,52,1,0,0,17,6,0,0,0,0,0,0,7,0,0,0,0,61,67,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,8,8,0,0,0,0
Austin Barbieri,P,EDM,30,500000,2027,57,57,50,23,40,47,27,14,1,0,0,2,3,5,0,15,0,0,0,61,35,44,87,7,7,5,5,0,0,4,4,5,5,7,7,7,7,8,8,8,8,30,30,57,57,19,19,14,14
A.J. Marion,K,MIN,24,500000,2025,32,38,27,15,31,61,2,8,8,17,3,9,17,0,24,27,0,0,23,61,39,62,32,0,7,3,7,1,5,4,5,1,7,2,9,2,8,8,11,7,13,32,38,29,35,14,19,12,15
Austin Crawford,K,AUS,29,500000,2025,30,30,26,6,5,55,10,0,2,0,0,0,16,0,0,18,0,0,15,61,35,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,1,1,0,0,0,0
Donovan Miller,K,DP,22,500000,2026,33,45,37,15,17,41,40,4,9,0,7,0,0,16,0,22,2,12,0,61,40,7,26,6,16,0,3,0,9,0,7,0,8,1,12,0,7,1,9,1,6,33,45,2,7,0,8,0,6
Ben Ballard,P,CHI,25,500000,2025,65,71,53,12,49,22,14,5,19,2,7,4,0,3,0,5,0,0,3,60,57,71,70,8,9,7,11,0,3,2,2,2,3,6,7,6,9,8,12,8,12,44,49,65,71,28,31,20,26
Jeremy Christian,K,MIL,33,500000,2025,44,44,57,0,9,45,0,1,5,5,0,34,1,0,0,0,0,0,0,60,58,37,37,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,44,44,17,17,0,0,0,0
Drew Stanley,P,LAE,23,500000,2026,36,44,47,16,28,8,4,7,4,3,0,0,3,3,4,26,5,26,0,60,14,68,37,0,4,0,5,0,6,1,3,1,7,6,12,6,12,8,15,7,16,17,23,36,44,9,14,6,11
Nate Oakes,K,VB,35,500000,2025,30,30,34,0,0,0,11,28,0,3,0,1,10,0,0,0,0,0,0,60,36,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0
Chad Mason,K,BUF,38,500000,2025,43,43,44,0,0,0,8,9,0,0,0,0,0,0,0,15,0,0,0,59,57,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,8,8,0,0,0,0
Kendrick Root,K,SJ,29,500000,2025,41,41,32,19,5,42,21,5,8,4,0,0,0,0,0,0,0,3,0,59,54,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,7,7,0,0,0,0
Darren Iati,K,ABQ,38,500000,2025,41,41,30,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,59,54,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,1,1,0,0,0,0
Nolan Johnson,K,DAL,32,500000,2025,35,35,46,21,0,43,19,0,14,8,0,0,0,2,0,30,0,14,0,59,45,44,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,35,35,6,6,0,0,0,0
Devin Mitchell,P,FA,28,500000,2025,29,29,33,13,47,41,5,19,21,21,4,16,0,1,2,17,3,18,0,59,28,43,51,7,7,6,6,0,0,0,0,0,0,5,5,6,6,11,11,11,11,23,23,29,29,32,32,24,24
Jackie Williams,K,DP,22,500000,2026,20,27,55,6,21,4,28,20,17,26,18,0,24,0,0,2,0,0,0,59,22,55,26,13,22,5,9,6,14,6,10,0,7,0,10,0,7,0,9,0,8,20,27,20,28,7,13,7,16
Eric Stout,K,OKC,33,500000,2026,54,54,50,0,33,19,23,40,18,9,3,0,0,0,0,0,4,17,0,58,70,34,37,14,14,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,54,54,16,16,14,14,10,10
Malik Payne,K,PHO,23,500000,2025,44,53,34,1,38,28,14,22,9,9,0,0,9,0,0,16,0,0,0,58,59,37,16,4,10,0,2,0,7,0,3,0,5,0,6,0,3,7,11,5,11,44,53,9,17,19,25,14,20
Jason Harley,P,RIO,32,500000,2027,62,62,32,20,0,22,5,23,29,10,3,0,3,15,0,29,4,0,7,58,21,63,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,62,62,0,0,0,0
Marshall Owens,K,MEM,22,500000,2026,38,49,28,0,31,47,0,14,2,2,0,0,0,0,2,19,0,0,3,58,50,17,41,0,6,0,1,0,6,0,5,0,6,0,9,0,9,5,14,3,9,38,49,11,21,12,19,7,14
Javon Hicks,K,SEL,26,500000,2025,39,41,34,16,30,73,26,13,0,4,0,18,5,0,0,18,0,19,24,58,52,19,18,3,4,0,0,0,3,1,3,0,3,6,9,4,5,5,5,4,6,39,41,3,6,11,11,8,9
Dorian Winston,K,MON,31,500000,2026,42,42,60,7,11,27,8,1,0,0,0,0,0,0,0,0,0,0,0,58,57,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,5,5,0,0,0,0
Ryan Rose,K,PRO,24,500000,2025,30,34,30,7,28,37,23,13,19,14,4,1,0,3,5,27,3,0,5,58,38,34,8,6,13,0,3,0,4,0,1,0,3,0,6,0,5,7,12,6,12,30,34,5,10,11,17,9,15
Randy Alvarez,K,FA,25,500000,2025,23,27,34,19,51,43,42,27,15,6,1,32,13,6,0,7,0,6,3,58,29,34,29,14,17,9,12,5,6,8,12,2,3,6,9,7,12,9,12,9,11,23,27,13,14,33,35,23,27
Dell Dupree,K,FA,32,500000,2025,23,23,31,0,15,0,0,22,11,4,0,0,0,11,0,11,0,0,5,58,27,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,8,8,0,0,0,0
Josh McRoberts,K,ROM,35,500000,2025,50,50,47,0,0,0,5,4,0,0,0,0,5,0,0,0,15,0,0,57,67,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,13,13,0,0,0,0
Jason Sirmon,K,SA,22,500000,2026,37,47,20,17,41,24,9,4,6,11,0,2,6,0,3,26,0,0,6,57,49,26,21,0,7,3,7,0,8,0,7,0,4,1,11,3,8,12,19,10,17,37,47,7,14,22,32,17,29
Abe Matthews,K,PIT,27,500000,2025,42,42,40,0,32,35,4,16,4,0,0,14,0,2,2,14,2,1,2,57,57,31,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,4,42,42,9,9,12,12,7,7
Sergio Conyers,K,CHA,30,500000,2025,37,37,36,25,26,29,11,0,25,3,30,0,11,0,0,18,0,0,0,57,49,26,5,6,6,9,9,0,0,2,2,1,1,3,3,2,2,3,3,3,3,37,37,1,1,7,7,4,4
Austin Bryson,K,LIS,39,500000,2025,32,32,34,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,57,43,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0
C.J. Townsend,K,MIA,24,500000,2025,27,30,34,0,37,36,23,7,17,19,3,0,15,0,0,17,0,4,0,57,35,23,43,5,11,2,3,0,6,0,1,0,5,0,6,0,6,7,12,5,9,27,30,14,20,20,26,16,20
Jack Canada,RB,EDM,25,13480000,2025,72,80,35,22,81,30,7,1,7,93,81,30,40,17,6,30,0,0,40,56,29,1,5,14,16,72,80,25,29,20,23,9,10,15,19,18,22,32,38,30,36,23,26,0,0,97,100,97,100
Chris Wise,K,CAI,28,500000,2025,32,32,47,29,3,13,9,3,13,14,0,0,0,0,0,34,0,0,0,56,44,38,31,2,2,0,0,0,0,0,0,2,2,3,3,0,0,1,1,0,0,32,32,15,15,0,0,0,0
Orlando Parsons,K,FA,38,500000,2025,26,26,38,0,0,0,11,26,8,0,0,9,10,7,7,24,0,0,0,56,35,44,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,14,14,0,0,0,0
Milton Scott,K,FA,41,500000,2025,23,23,13,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,56,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0
Javar Smith,K,DP,21,500000,2026,29,40,13,34,7,3,2,40,20,2,14,4,0,1,0,24,16,1,0,56,39,37,25,5,18,0,6,0,12,0,8,0,7,0,8,3,9,0,11,1,12,29,40,12,23,0,7,0,8
Maurice Burton,K,LON,32,500000,2028,63,63,24,2,11,4,0,33,23,0,3,0,0,0,0,16,0,1,0,55,83,29,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0
Austin Bukoski,K,KAU,38,500000,2025,57,57,58,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,55,76,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0
Michael Andrews,K,PRO,28,500000,2026,53,53,27,0,41,24,28,22,23,0,17,0,0,0,0,2,0,0,0,55,72,26,16,9,9,3,4,0,0,0,1,0,0,0,0,0,0,3,3,2,2,53,53,5,5,19,19,13,13
Chris Green,K,BUE,31,500000,2026,50,50,18,1,8,21,17,10,0,0,10,15,11,0,0,27,16,22,0,55,68,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,2,2,0,0,0,0
Eric Guy,K,POR,29,500000,2026,43,43,25,0,18,37,9,0,0,4,0,0,0,0,0,5,0,0,0,55,61,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,11,11,1,1,0,0
Devin Perine,K,BKN,30,500000,2026,41,41,44,3,33,65,14,12,0,0,16,0,0,0,0,15,5,0,0,55,58,36,17,2,2,2,2,0,0,0,0,0,0,0,0,1,1,5,5,5,5,41,41,9,9,12,12,7,7
Ryan Peavey,K,QUE,26,500000,2025,35,38,43,40,29,24,20,8,17,3,3,3,1,0,7,14,2,5,3,55,48,46,36,8,9,5,5,0,3,5,5,8,8,10,12,9,9,3,6,5,5,35,38,20,21,11,11,8,11
Jeff Vann,K,SF,25,500000,2025,29,34,37,0,32,22,31,16,19,0,0,0,2,9,2,13,11,9,4,55,39,42,34,8,10,0,1,0,5,0,3,0,1,0,2,2,5,4,5,4,8,29,34,17,20,12,15,7,11
Alex Barrett,K,RIO,26,500000,2025,28,31,28,3,36,50,2,27,20,19,6,5,1,4,0,5,0,0,7,55,38,24,7,5,5,1,1,0,0,0,0,0,2,0,0,0,0,2,4,1,2,28,31,1,3,19,22,16,18
Jerrod McGehee,P,MNL,27,500000,2025,35,35,33,0,46,43,19,32,13,17,0,0,0,4,0,6,1,1,16,55,30,52,51,9,9,1,1,0,1,0,0,0,0,1,1,1,1,6,6,5,5,23,23,35,35,29,29,22,22
Rashawn McClellan,K,FA,30,500000,2025,25,25,51,2,42,42,21,12,7,15,0,0,4,0,0,13,0,0,0,55,34,25,11,7,7,2,2,0,0,0,0,0,0,2,2,2,2,8,8,7,7,25,25,2,2,23,23,19,19
Mark Walker,K,FA,32,500000,2025,25,25,20,3,16,17,6,0,10,11,0,0,0,7,0,8,4,0,0,55,34,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,1,1,0,0
Griff Jefferson,K,DP,22,500000,2026,26,37,34,10,37,27,23,25,21,5,8,0,0,0,0,1,0,0,0,55,36,17,3,10,19,2,8,0,6,0,6,0,8,0,10,0,6,1,7,1,7,26,37,0,4,17,27,12,22
Buddy Timmerman,K,IST,26,500000,2025,31,32,24,37,35,38,18,16,40,16,0,27,0,0,4,24,0,0,2,54,43,23,46,12,14,6,6,0,2,3,4,5,6,5,5,7,7,9,11,9,11,31,32,15,18,18,18,16,16
Garry Lockett,K,SEA,28,500000,2025,29,29,46,19,43,48,1,15,19,3,11,14,27,0,18,36,1,0,0,54,41,28,18,6,6,12,12,9,9,12,12,5,5,6,6,7,7,17,17,15,15,29,29,6,6,22,22,16,16
Nick Hardy,K,LA,33,500000,2025,29,29,14,0,6,18,0,0,0,9,0,0,0,0,4,26,0,10,5,54,41,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,2,2,0,0,0,0
Travis Young,K,MON,36,500000,2025,28,28,26,0,0,0,26,0,0,10,0,0,0,0,0,0,0,0,0,54,39,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0
Roderick Adams,K,JAX,24,500000,2025,42,48,35,14,44,26,21,0,11,27,0,16,1,13,0,15,0,0,0,53,61,13,21,4,7,5,10,0,3,1,6,1,7,2,9,4,9,9,16,8,13,42,48,2,5,29,33,24,29
