Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Jaylon Bollinger,K,BKN,34,500000,2026,69,69,5,5,0,3,20,30,0,0,0,0,0,20,0,0,21,0,0,74,80,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,5,5,0,0,0,0
David Combs,K,SJ,25,500000,2025,56,62,26,30,23,54,0,0,17,9,12,0,0,0,0,4,18,0,0,74,56,37,16,0,3,3,6,0,1,0,3,1,4,4,7,6,7,0,0,1,5,56,62,9,13,6,9,4,7
Derek McCrory,K,OKC,30,720000,2026,75,75,36,42,54,70,1,0,7,17,1,5,0,18,31,3,0,1,13,72,99,18,5,2,2,14,14,0,0,10,10,17,17,14,14,13,13,8,8,10,10,75,75,0,0,42,42,33,33
Alex Hicks,K,MON,24,500000,2025,38,46,49,35,30,72,20,3,31,4,0,0,0,14,15,16,0,0,0,72,35,35,74,11,15,5,7,0,3,7,10,11,15,9,14,7,13,5,10,5,11,38,46,38,46,12,17,8,11
Eddie Harris,K,DP,22,500000,2026,41,51,40,20,45,59,30,14,14,11,14,13,1,1,0,26,0,1,18,72,40,51,14,11,22,9,13,0,6,2,6,2,11,8,17,8,14,14,21,13,23,41,51,14,23,25,34,20,30
Nicholas Hicks,K,ROM,32,500000,2028,64,64,28,0,2,0,23,15,24,8,0,0,0,3,0,12,0,0,5,71,68,17,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0
Darryl Evans,K,QUE,27,500000,2026,56,56,38,7,22,26,14,35,23,22,4,10,15,0,0,32,1,0,0,71,58,35,32,11,11,0,0,1,1,1,1,0,0,0,0,0,2,7,7,5,5,56,56,14,14,8,8,7,7
Kaleb Stewart,K,TPA,33,500000,2027,54,54,21,20,0,48,0,16,45,20,0,13,0,1,0,1,0,0,0,71,57,18,23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,5,5,0,0,0,0
Steve Lamar,K,HOU,31,500000,2026,44,44,49,1,42,29,12,16,11,2,1,0,0,1,0,0,0,0,0,71,46,37,12,5,5,1,1,0,0,0,0,0,0,1,1,1,1,3,3,2,2,44,44,8,8,21,21,15,15
Luke Fleming,K,DP,21,500000,2026,40,52,37,4,59,28,20,22,23,22,0,0,0,0,0,3,6,0,0,71,40,31,28,11,23,6,12,0,10,0,8,0,9,3,15,6,15,10,18,11,24,40,52,11,18,50,67,39,57
Jordan Jenkins,K,DEL,28,500000,2028,60,60,37,19,17,13,0,2,13,18,0,0,4,4,6,3,0,0,0,70,64,34,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,16,16,3,3,3,3
Justin Hatton,K,MEM,29,500000,2025,36,36,37,16,44,41,18,18,5,0,0,0,2,0,0,6,0,7,0,70,35,29,19,4,4,3,3,0,0,0,0,0,0,4,4,4,4,6,6,6,6,36,36,7,7,22,22,16,16
Kenny Kirkwood,K,BEI,34,500000,2025,30,30,39,8,26,14,3,13,0,0,0,0,0,14,0,20,14,0,0,70,26,31,41,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,5,5,30,30,16,16,7,7,3,3
Daniel Taylor,K,DP,21,500000,2026,22,33,34,9,35,29,12,14,4,13,0,0,0,0,14,24,17,0,0,70,14,25,30,1,13,0,2,0,8,0,8,0,7,1,9,6,16,9,18,10,19,22,33,10,18,17,30,14,25
DeQuan Arnold,K,AUS,26,500000,2025,63,63,18,0,45,12,26,4,18,29,3,0,0,2,17,0,3,0,0,69,69,53,20,4,7,2,4,0,0,0,3,0,0,0,1,0,0,3,3,3,3,63,63,17,18,31,35,25,28
Russell Cooper,K,LIS,31,500000,2025,41,41,16,19,28,14,0,0,21,0,0,0,0,0,0,1,0,0,0,69,43,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,3,3,9,9,5,5
Mike Roberts,P,POR,27,500000,2026,43,43,24,22,42,93,42,40,38,0,1,0,26,0,5,3,0,4,4,69,16,57,59,19,19,7,7,2,2,5,5,1,1,3,4,4,4,3,3,4,5,23,23,43,43,21,21,15,15
Gary McClure,K,PHO,27,500000,2025,32,32,10,17,36,62,32,20,27,29,17,0,1,15,0,31,0,0,3,69,31,32,26,11,11,6,6,0,0,0,0,0,0,0,0,1,3,11,11,10,11,32,32,11,11,20,20,19,19
Ellis Chubb,K,CLB,22,500000,2026,41,55,47,33,34,16,2,23,18,25,0,0,0,0,2,18,0,3,8,68,45,42,22,9,20,6,9,0,8,4,12,6,16,10,21,8,18,7,16,7,16,41,55,13,19,19,30,17,29
Franklin Johnson,K,BOS,22,500000,2026,42,54,37,9,23,41,6,4,6,13,0,0,2,5,4,28,0,0,9,68,47,20,24,0,6,0,3,0,6,0,6,0,7,0,7,0,7,6,13,4,10,42,54,5,10,7,14,5,15
Marcus Johnson,K,MIL,39,500000,2025,42,42,38,0,0,0,0,18,0,35,0,0,0,0,0,4,0,0,0,68,47,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,5,5,0,0,0,0
Myles Edmonson,K,BEL,29,500000,2026,40,40,28,21,39,65,0,0,5,21,0,0,0,32,0,6,0,15,0,68,43,51,5,0,0,4,4,0,0,0,0,5,5,4,4,4,4,3,3,4,4,40,40,10,10,22,22,19,19
Kenneth Dean,K,ORL,28,500000,2025,35,35,26,27,37,16,18,6,1,7,0,0,0,2,4,28,8,5,0,68,36,8,30,0,0,3,3,0,0,0,0,2,2,4,4,8,8,11,11,12,12,35,35,3,3,18,18,14,14
Devon Willis,K,VB,25,500000,2025,42,46,35,2,33,31,13,35,3,9,0,0,1,0,1,15,3,0,1,67,47,25,8,5,10,0,3,0,4,0,2,0,1,0,1,0,0,5,8,4,5,42,46,2,4,15,19,11,14
Jaevon LeFlore,K,IND,29,500000,2027,64,64,38,0,17,37,17,0,18,2,0,0,5,1,0,31,0,16,0,66,74,23,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,64,64,2,2,0,0,0,0
Ryan Williams,K,SD,29,500000,2027,54,54,26,36,54,24,31,6,12,18,0,12,0,28,0,0,0,13,0,66,62,40,37,8,8,11,11,0,0,5,5,10,10,10,10,11,11,7,7,9,9,54,54,18,18,42,42,33,33
James Miller,K,JKT,32,500000,2026,53,53,34,6,16,11,0,10,12,0,0,0,0,2,0,16,0,0,0,66,61,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,0,0
Rodrick Adams,K,VAN,26,500000,2026,39,40,34,11,31,27,23,15,2,31,4,1,0,18,20,4,3,8,0,66,44,41,16,5,6,2,5,0,0,0,2,3,3,1,1,0,1,0,0,0,0,39,40,10,10,17,17,16,17
Marcus Simpson,K,BKN,36,500000,2025,35,35,23,8,0,12,2,17,10,29,0,0,0,0,0,20,0,0,5,66,37,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,7,7,0,0,0,0
Darris Lovingood,K,DP,21,500000,2026,42,56,10,21,40,37,2,2,23,15,0,0,0,3,9,0,0,0,0,66,49,23,30,0,9,2,5,0,8,0,5,0,8,0,8,1,7,1,8,2,11,42,56,9,19,22,36,18,32
Kyler Thomas,K,DP,22,500000,2026,32,42,42,0,33,27,10,16,20,7,8,1,1,0,0,15,0,3,2,66,34,29,9,6,14,0,1,0,10,0,5,0,6,0,6,0,7,5,11,3,13,32,42,3,12,14,24,10,17
Kevin Johnson,K,CLE,22,500000,2027,54,66,45,20,60,24,30,14,1,0,0,0,2,0,0,26,9,0,0,64,64,35,14,8,17,9,17,0,9,3,10,4,12,9,18,13,20,20,31,20,30,54,66,8,14,45,58,29,38
Steve Boyer,P,OKC,25,940000,2027,73,79,41,5,35,41,10,7,24,21,2,0,11,3,11,19,4,13,9,64,32,89,74,6,9,2,5,0,4,1,1,0,2,3,4,3,6,7,8,6,11,30,32,73,79,18,22,16,21
Corey Walker,K,MXC,37,500000,2026,62,62,28,0,0,26,54,16,25,0,0,0,0,6,5,25,0,0,0,64,71,18,17,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,2,2,0,0,0,0
Jonathan Butler,P,UTA,34,500000,2025,44,44,25,0,9,20,15,17,0,27,0,0,0,0,0,8,0,0,0,64,18,51,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,44,44,0,0,0,0
Troy Wood,K,SA,25,500000,2025,45,51,25,0,22,37,5,13,5,2,0,0,2,0,0,6,0,1,0,63,56,33,25,0,2,0,0,0,2,0,1,0,4,0,4,0,2,0,1,0,0,45,51,11,12,4,8,1,2
Bobby Shah,K,LV,31,500000,2026,44,44,45,6,21,43,8,18,3,18,12,1,0,0,0,31,0,2,1,63,54,61,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,4,44,44,14,14,6,6,5,5
Tim Watts,K,UTA,33,500000,2025,41,41,34,0,10,17,0,19,2,0,0,0,0,0,1,17,3,0,0,63,49,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,2,2,0,0,0,0
John Wiggins,K,IST,34,500000,2025,41,41,35,29,0,8,0,2,21,0,0,0,0,0,20,29,0,0,0,63,50,73,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,41,41,17,17,0,0,0,0
Gage Carr,K,PRO,25,500000,2026,36,38,38,16,20,36,19,7,18,0,0,2,0,0,0,22,0,4,0,63,42,30,1,4,8,0,0,0,3,0,3,0,1,0,2,0,3,3,7,2,2,36,38,1,2,2,4,0,5
Joe Watson,K,ATH,30,500000,2027,60,60,18,26,20,23,0,36,18,20,0,0,12,0,0,0,6,0,1,62,72,28,34,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,12,12,6,6,6,6
Micah Warren,K,MIN,32,500000,2026,54,54,17,0,33,78,22,18,0,9,0,0,0,0,0,10,0,7,0,62,66,48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,54,54,14,14,15,15,11,11
Tyrone Lockett,K,DET,25,500000,2026,40,43,41,8,54,22,25,21,30,24,18,14,0,0,0,18,15,8,0,62,49,30,40,16,18,11,15,0,1,1,5,0,0,6,11,10,11,14,16,16,19,40,43,15,17,42,46,33,38
Trevor Hanlon,P,IST,28,500000,2025,41,41,49,5,36,74,30,42,27,20,2,4,7,6,16,38,14,3,0,62,9,42,71,19,19,3,3,0,0,3,3,1,1,3,3,7,7,15,15,15,15,16,16,41,41,19,19,16,16
Shay Wilson,K,CLE,30,500000,2025,35,35,33,0,15,23,19,18,28,7,0,0,3,16,0,9,0,1,23,62,41,14,14,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0
Nick Jensen,K,FA,36,500000,2025,26,26,49,0,0,0,26,0,32,9,0,0,0,0,0,35,0,0,14,62,28,33,24,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,10,10,0,0,0,0
Patrick Moses,K,DP,22,500000,2026,25,37,37,7,45,5,8,14,2,4,0,14,15,0,0,19,0,0,0,62,27,25,18,0,7,4,10,2,13,3,7,0,5,1,11,3,8,11,18,10,20,25,37,5,12,24,36,18,27
Chase Walker,K,RIO,29,500000,2028,62,62,14,0,45,12,10,24,0,8,0,8,0,0,0,2,0,0,19,61,74,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,62,62,2,2,24,24,19,19
Andrew Tookes,K,ANC,25,500000,2026,44,49,29,16,22,26,2,0,24,23,4,23,0,0,7,6,0,3,1,60,58,35,9,1,5,0,2,0,3,0,1,0,4,0,5,0,0,0,0,0,2,44,49,5,5,8,11,8,12
Patrick Gardner,K,DP,22,500000,2026,29,39,42,19,31,33,1,1,12,14,0,0,0,17,0,37,0,0,5,60,34,27,8,0,6,2,4,0,6,1,4,3,9,4,11,4,11,13,22,11,18,29,39,2,11,14,25,11,18
Austin Goode,K,MIA,27,500000,2025,45,45,31,34,27,52,41,24,14,12,6,9,0,0,0,1,0,1,0,59,60,41,38,13,13,4,6,0,0,1,1,3,3,5,6,3,5,0,0,0,0,45,45,19,20,10,10,9,10
Ryan Williams,K,STL,26,500000,2026,42,42,27,16,17,27,0,1,0,17,2,0,0,2,0,23,0,4,5,59,55,8,27,0,3,0,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,42,42,2,2,3,5,3,3
Mark Cunningham,P,PHI,28,500000,2026,51,51,58,1,14,47,2,35,4,15,0,0,0,6,0,8,0,0,7,59,42,52,73,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,51,51,0,0,0,0
Tony Lewis,K,MAD,27,500000,2025,40,40,14,8,22,23,0,28,18,15,5,1,0,0,18,17,19,0,0,59,52,51,22,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,3,40,40,17,17,6,6,5,5
Dwight Winters,K,POR,23,500000,2026,35,41,52,22,39,35,5,4,3,13,0,0,0,0,0,11,0,19,0,59,44,34,18,2,11,5,11,0,5,3,8,4,12,9,15,7,15,6,12,6,14,35,41,8,14,21,27,17,25
Bennett Letman,K,MON,39,500000,2025,33,33,37,0,0,9,1,15,4,0,0,0,0,0,0,0,0,0,19,59,42,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0
Steven Murphy,K,CHI,28,500000,2025,38,38,43,27,24,44,19,13,3,0,24,4,0,1,0,13,0,0,0,58,50,38,17,5,5,7,8,0,0,1,1,3,3,4,4,3,3,1,1,1,1,38,38,10,10,5,5,2,2
Cameron Frieson,K,DP,22,500000,2026,28,36,34,30,42,25,6,13,17,11,9,2,0,0,0,15,2,0,2,58,35,18,13,6,16,8,11,0,7,1,7,4,10,7,16,8,14,8,14,9,17,28,36,1,5,23,35,18,27
Adam Roberts,K,NOL,23,500000,2025,56,65,24,4,39,50,19,26,13,29,17,0,3,9,4,17,8,17,0,57,73,9,32,8,16,6,10,0,9,0,5,0,4,0,4,2,9,7,12,7,15,56,65,5,11,23,29,20,26
D.J. Perez,P,WPG,35,500000,2025,68,68,9,0,0,12,0,0,25,0,0,0,0,0,0,0,1,0,0,57,31,69,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,68,68,0,0,0,0
Glenn Glaspie,K,LA,24,500000,2025,44,53,29,16,28,24,8,0,2,23,0,0,0,17,6,26,0,5,0,57,60,28,56,0,3,0,4,0,3,0,2,1,3,0,3,1,7,7,12,6,13,44,53,22,25,13,17,12,18
Trevor Nunn,K,ABQ,30,500000,2026,50,50,30,8,36,14,13,25,20,13,0,0,0,0,0,13,1,0,2,57,66,26,28,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,50,50,9,9,18,18,14,14
Darius Minor,K,SF,33,500000,2025,47,47,37,41,6,39,28,26,0,17,1,11,3,0,4,1,13,0,0,57,64,19,21,7,7,0,0,0,0,3,3,5,5,6,6,5,5,0,0,0,0,47,47,4,4,0,0,0,0
Ben Dooley Sr.,K,JAX,41,500000,2025,42,42,30,1,0,7,10,26,0,0,0,0,0,0,0,0,0,0,0,57,58,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0
James Emory,K,DAL,38,500000,2025,41,41,48,26,0,0,27,5,9,0,0,0,0,0,0,8,0,5,0,57,56,20,11,4,4,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,41,41,1,1,0,0,0,0
Andre Noonan,K,KEN,23,500000,2025,29,35,14,39,48,77,17,3,10,5,24,0,0,0,0,39,0,0,0,57,37,34,27,3,9,14,19,0,7,0,4,4,12,6,14,10,15,19,24,18,25,29,35,12,16,27,37,20,27
Sean Fisher,K,SJ,32,500000,2025,31,31,42,0,0,50,6,8,21,0,0,0,0,0,5,10,0,0,7,57,40,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,2,2,0,0,0,0
Kalani Haynes,K,UTA,35,500000,2025,27,27,31,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,57,35,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,13,13,0,0,0,0
T.K. Haug,K,FA,26,500000,2025,20,23,28,14,30,32,17,3,2,5,0,0,0,0,0,0,0,2,0,57,25,25,48,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,20,23,17,17,11,12,8,8
Greg Osetkowski,K,TOR,34,500000,2025,60,60,38,0,9,0,28,24,7,0,8,0,0,0,9,22,0,0,21,56,78,29,19,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,7,7,0,0,0,0
Rand Hagen,K,BER,23,500000,2026,44,51,21,13,31,33,16,16,2,26,0,9,0,5,4,16,18,2,0,56,61,19,6,1,6,0,1,0,5,0,4,0,7,0,7,4,10,4,10,6,10,44,51,0,5,16,22,15,23
Skyler Moss,K,WAS,35,500000,2025,48,48,43,7,0,13,22,37,0,0,3,0,0,0,0,10,0,8,0,56,66,48,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,8,8,0,0,0,0
Alan Osborne,K,NOL,23,500000,2025,31,39,13,11,34,14,21,0,6,17,0,0,0,0,6,2,1,0,0,56,41,26,30,0,5,0,3,0,7,0,5,0,7,0,5,0,3,0,3,0,7,31,39,10,18,17,24,14,20
Anthony Atkinson,K,WPG,30,500000,2025,37,37,18,19,42,21,11,34,3,3,0,13,6,0,1,6,0,12,0,56,50,18,17,3,3,3,3,0,0,0,0,0,0,2,2,3,3,4,4,5,5,37,37,2,2,21,21,16,16
K.C. Devine,K,BOS,30,500000,2025,33,33,39,15,5,25,6,0,15,0,1,0,0,0,0,0,0,0,0,56,45,42,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,12,12,0,0,0,0
Eric Gaines,K,KAU,23,500000,2025,26,34,31,6,40,26,14,5,19,9,0,0,0,1,0,29,9,8,0,56,34,25,17,3,12,0,5,0,8,0,4,0,7,0,6,4,12,13,18,12,19,26,34,5,11,21,30,16,23
Vince Chandler,K,ANC,25,500000,2025,28,32,20,16,41,79,15,0,1,7,0,2,0,0,7,31,0,14,0,56,37,18,4,0,2,2,2,0,2,0,2,0,0,1,3,4,7,13,17,12,15,28,32,0,3,21,22,16,19
Jason Bennett,K,FA,28,500000,2025,24,24,23,0,51,28,22,2,0,0,0,8,0,0,0,25,0,0,4,56,32,33,12,0,0,1,1,0,0,0,0,0,0,0,0,1,1,15,15,13,13,24,24,6,6,31,31,20,20
Ryan Arnold,K,BUF,23,500000,2029,64,77,27,11,21,35,18,14,17,17,0,2,0,0,1,7,4,11,8,55,85,28,19,4,10,0,1,0,9,0,5,0,6,0,5,0,3,0,4,0,7,64,77,7,14,6,10,5,12
Deonte Taylor,K,CHA,24,500000,2025,63,69,24,15,26,87,0,6,16,38,0,0,0,2,0,56,0,7,0,55,83,30,20,0,6,0,3,0,5,0,3,0,2,0,3,1,3,17,24,14,21,63,69,8,11,14,17,15,20
Ken Thompson,P,DEN,29,500000,2028,59,59,13,26,10,32,2,1,26,3,0,0,0,1,0,32,1,1,3,55,34,87,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,25,25,59,59,0,0,0,0
Marcus Reed,P,MIA,25,500000,2026,53,55,31,4,15,39,38,28,14,16,0,1,1,1,1,2,8,0,0,55,26,76,50,10,12,0,1,0,2,0,4,0,0,0,1,0,2,0,3,0,4,20,21,53,55,1,6,0,1
Cade Heath,K,BEI,25,500000,2025,39,41,33,2,54,53,10,20,18,3,1,19,16,3,0,4,1,8,4,55,55,27,33,5,6,6,7,3,6,3,4,0,2,2,7,3,7,9,13,8,10,39,41,11,13,36,40,23,28
Shaun Clayton,K,SYD,24,500000,2025,36,42,46,6,28,5,26,4,14,6,1,0,0,0,0,8,0,7,0,55,50,31,37,5,11,0,0,0,3,0,2,0,5,1,6,0,6,1,3,0,5,36,42,14,19,10,13,6,10
Mike Jordan,K,SIN,35,500000,2025,40,40,14,1,0,10,3,26,0,0,0,0,0,0,0,0,0,0,0,55,56,37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,8,8,0,0,0,0
Cory Bean,P,BEL,36,500000,2026,44,44,11,14,0,0,16,28,8,1,16,0,0,0,23,42,0,0,0,55,28,48,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,21,21,44,44,0,0,0,0
Andre Moreno,K,IND,28,500000,2025,37,37,42,43,33,51,7,0,54,29,2,0,0,0,0,47,1,23,0,55,51,27,32,14,14,8,8,0,0,4,4,8,8,13,13,13,13,17,17,16,16,37,37,11,11,19,19,18,18
Bobby Jones,K,SIN,40,500000,2025,27,27,58,0,0,0,0,23,11,0,8,0,0,0,0,12,0,4,4,55,37,12,29,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,5,5,0,0,0,0
Donte Frazier,P,FA,29,500000,2025,34,34,48,15,25,37,19,13,5,20,0,1,2,16,0,39,17,3,2,55,27,56,46,5,5,0,0,0,0,2,2,2,2,4,4,8,8,11,11,12,12,20,20,34,34,10,10,9,9
Ryan O'Toole,K,DP,21,500000,2026,38,54,37,30,38,14,0,23,2,8,0,0,1,0,0,11,0,0,4,55,54,37,15,2,13,5,11,0,8,1,9,4,14,7,18,6,17,5,12,6,16,38,54,8,19,19,29,15,27
Dalton Moncrief,K,DP,22,500000,2026,30,42,23,1,43,27,28,31,33,17,14,4,0,13,23,19,26,9,2,55,41,29,17,14,26,5,9,0,6,0,6,0,4,0,6,7,15,10,18,13,21,30,42,6,12,24,35,19,30
Bryson Oliver,P,TOK,28,500000,2028,59,59,46,20,32,64,32,16,35,16,5,12,1,0,1,30,0,0,1,54,40,68,65,16,16,4,4,0,0,2,2,2,2,4,4,4,4,11,11,9,9,29,29,59,59,15,15,13,13
Bubba Davis,P,KAU,30,500000,2025,57,57,45,10,10,21,14,14,10,4,0,0,13,6,14,22,1,0,0,54,22,63,68,3,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,17,17,57,57,0,0,0,0
Matt Teague,K,CGY,29,500000,2025,44,44,30,23,28,78,18,17,17,14,7,1,0,0,0,15,2,0,3,54,64,39,48,7,7,2,2,0,0,0,0,0,0,2,2,2,2,3,3,3,3,44,44,23,23,11,11,9,9
John Green,K,CAI,34,500000,2025,41,41,26,0,0,1,6,0,29,2,0,0,0,0,0,7,0,0,0,54,59,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0
Willie Myers,K,VAN,28,500000,2025,28,28,27,13,32,53,5,3,22,23,0,0,13,0,0,5,11,6,0,54,39,32,31,1,1,1,1,0,0,0,0,0,0,0,0,3,3,0,0,2,2,28,28,13,13,16,16,15,15
Joe Smith,K,FA,33,500000,2025,20,20,30,0,0,17,30,0,20,13,0,0,0,0,0,6,0,0,0,54,28,31,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5,5,0,0,0,0
Jon Burkes,K,PAR,32,500000,2025,47,47,20,0,16,17,12,0,0,0,10,0,0,0,0,53,0,0,25,53,68,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,8,8,47,47,3,3,0,0,0,0
Matt Christie,K,TOK,22,500000,2025,35,48,50,22,44,30,27,15,1,15,0,0,17,3,7,7,11,5,0,53,51,31,34,9,21,8,13,3,12,8,17,6,14,9,17,10,20,7,14,9,16,35,48,14,20,25,33,21,29
Austin Powell,K,HAW,35,500000,2025,40,40,15,4,0,0,8,19,19,1,0,23,0,0,0,16,0,0,0,53,58,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,9,9,0,0,0,0
Andrew Knight,P,MIL,25,500000,2025,42,45,21,14,49,42,13,15,8,21,2,1,0,2,25,18,0,15,2,53,23,52,62,2,3,6,8,0,3,0,4,2,4,2,5,5,6,12,15,11,12,17,21,42,45,35,40,26,29
Desmond Ulibarri,K,OTT,40,500000,2025,38,38,29,0,0,0,2,12,3,0,0,0,0,0,0,5,0,0,0,53,54,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0
