Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Robert Loyd,K,CGY,28,500000,2025,44,44,30,24,34,39,2,20,24,4,0,2,6,0,0,5,0,3,0,69,48,22,17,5,5,2,3,0,0,0,0,1,1,3,3,3,3,1,1,2,2,44,44,4,4,15,15,11,11
Andre Gary,K,NOL,33,500000,2025,43,43,30,0,32,39,29,17,14,13,0,17,23,0,1,20,0,3,0,69,47,16,0,6,6,0,0,4,4,2,2,0,0,0,0,0,0,6,6,4,4,43,43,0,0,14,14,11,11
James Goldstein,K,PAR,24,500000,2025,35,42,27,20,16,58,3,18,16,6,8,19,0,0,0,34,6,0,29,69,35,17,24,1,7,0,4,0,3,0,3,0,4,3,10,3,7,5,8,5,9,35,42,5,8,0,2,0,3
Christian Mullen,K,ROM,27,500000,2025,38,38,43,13,29,25,0,24,17,18,8,19,6,7,3,29,12,1,3,69,40,44,37,6,7,3,3,1,1,3,3,0,0,3,3,5,7,9,9,9,9,38,38,20,20,13,13,11,11
Michael Adebayo,K,SYD,28,500000,2025,65,65,35,3,6,53,19,20,19,0,13,0,0,0,2,0,0,0,14,68,73,38,35,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,17,17,0,0,0,0
Judd Rodriguez,K,IND,38,500000,2027,66,66,36,0,0,0,24,34,10,0,22,0,0,0,15,23,0,0,0,68,78,52,45,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,31,31,0,0,0,0
Kendal Foltz,K,BUE,26,500000,2026,38,40,38,0,26,54,13,29,27,2,16,0,14,1,4,17,5,18,0,68,41,16,14,9,11,1,1,0,0,0,0,0,1,0,3,0,3,3,3,2,3,38,40,0,0,7,8,3,4
Chris Harrison,K,CIN,24,500000,2025,32,39,35,22,27,20,1,16,24,30,0,4,0,0,17,25,0,0,0,68,30,37,19,6,9,2,5,0,3,0,4,3,8,2,5,2,4,6,8,6,12,32,39,10,15,14,17,14,20
Le'Ron Moore,K,SAC,22,500000,2026,50,63,30,38,36,29,40,33,18,14,0,22,7,7,14,4,17,1,0,67,56,36,19,16,27,8,11,0,8,8,13,9,19,9,18,12,21,2,8,7,14,50,63,10,20,19,26,16,25
Tyrell Clifford,K,MON,25,500000,2028,57,59,34,33,30,50,20,15,13,20,32,8,4,8,0,20,6,7,0,67,64,53,32,10,13,13,14,0,2,3,7,5,8,7,10,7,12,6,11,7,9,57,59,23,28,13,16,12,15
Kristopher Cannon,K,UTA,27,500000,2026,54,54,21,0,39,9,17,19,1,4,3,0,5,0,0,20,0,0,5,67,61,29,44,0,0,0,1,0,0,0,2,0,0,0,1,0,0,9,9,7,8,54,54,17,17,19,19,13,13
Michael Caldwell,K,KC,31,500000,2025,50,50,18,2,2,13,4,4,13,0,0,0,0,0,0,25,1,0,0,67,56,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0
Christian Troup,K,SF,36,500000,2025,41,41,48,5,0,16,8,2,4,13,0,9,0,0,14,14,0,10,0,67,46,12,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,14,14,0,0,0,0
Eli Harris,K,OKC,31,500000,2025,38,38,18,19,21,44,19,27,0,30,0,0,0,0,0,5,2,0,0,67,42,29,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,6,6,9,9,9,9
Al Harris,K,TOK,23,500000,2027,56,65,40,16,25,58,19,26,6,0,0,0,5,17,8,15,3,0,27,66,63,10,44,6,15,0,3,0,8,2,5,3,9,5,13,3,8,2,9,2,7,56,65,9,13,6,12,3,7
Cameron Kurtz,K,LA,28,500000,2029,68,68,55,37,35,21,36,26,25,17,22,0,1,5,1,32,0,0,0,66,86,39,18,21,21,13,13,0,0,7,7,10,10,11,11,10,10,13,13,12,12,68,68,10,10,17,17,15,15
Jimmy Williams,K,AUS,37,500000,2025,36,36,30,0,0,0,14,25,8,0,0,0,30,5,7,18,22,0,0,66,39,35,3,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,36,36,3,3,0,0,0,0
Shiloh Davis,K,VAN,37,500000,2025,26,26,37,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,66,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0
Bryan Korver,K,FA,39,500000,2025,23,23,30,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,66,20,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,2,2,0,0,0,0
Kavon Askew,K,DP,21,500000,2026,40,53,38,16,44,8,5,8,24,16,1,8,0,0,0,3,6,0,0,66,45,25,14,6,19,5,10,0,11,0,7,0,8,4,17,6,16,5,13,6,18,40,53,4,12,26,40,21,31
Terry Martinez,K,BEI,27,710000,2026,71,71,33,2,43,1,8,12,0,2,0,19,0,0,0,18,5,4,5,65,92,43,19,0,0,1,1,0,0,0,0,0,0,0,0,2,3,10,10,9,9,71,71,12,12,22,23,15,16
Orlando Scott,K,EDM,30,500000,2029,67,67,41,32,42,42,16,27,1,0,0,4,3,0,0,4,25,15,0,65,83,27,7,7,7,7,7,0,0,4,4,6,6,12,12,16,16,4,4,10,10,67,67,2,2,21,21,15,15
Junior Randolph,K,SF,24,500000,2025,32,37,28,15,6,19,21,2,7,24,0,8,0,2,4,14,0,3,5,65,35,30,26,0,6,0,4,0,5,0,5,0,3,0,4,0,4,0,3,0,2,32,37,10,13,0,5,0,5
Willie McKinley,K,LON,27,500000,2026,60,60,39,15,62,47,2,14,4,0,0,0,0,0,16,12,1,0,1,64,70,34,13,2,2,9,9,0,0,2,3,4,4,6,6,9,9,15,15,15,15,60,60,7,7,48,48,31,31
Ty Brooks,K,WAS,25,500000,2026,50,54,46,0,35,15,44,28,17,17,0,0,2,1,3,20,7,0,0,64,60,30,9,15,20,0,2,0,1,0,0,0,1,0,4,2,3,8,12,7,11,50,54,4,8,18,20,14,15
Adam Brown,K,TPA,41,500000,2025,41,41,50,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,64,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,5,5,0,0,0,0
Duke Johnson,K,MEM,22,500000,2025,30,42,22,0,40,20,6,18,0,5,6,0,0,0,13,3,0,7,0,64,32,28,18,0,10,0,4,0,10,0,7,0,8,0,6,0,7,2,8,2,10,30,42,6,12,19,27,14,23
Bryant Franklin,K,BUE,34,500000,2025,39,39,28,18,2,7,25,0,14,0,0,0,0,0,0,29,0,0,0,64,46,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,13,13,0,0,0,0
Anthony Shelton,K,VB,27,500000,2025,34,34,22,23,46,62,20,7,20,29,3,3,0,3,16,2,1,2,0,64,38,60,7,6,7,7,7,0,1,0,0,3,3,3,3,5,5,4,4,6,6,34,34,14,15,33,33,28,29
Roschon Williams,K,JKT,25,500000,2025,26,28,26,4,18,26,14,32,13,7,0,0,0,4,0,3,0,1,5,64,27,35,21,4,7,0,0,0,2,0,3,0,4,0,3,0,1,0,3,0,1,26,28,10,13,2,6,0,2
Ben Adams,P,FA,29,500000,2025,31,31,28,16,34,22,19,23,23,1,11,0,7,2,28,16,0,7,5,64,31,52,45,8,8,4,4,0,0,1,1,3,3,1,1,2,2,5,5,5,5,29,29,31,31,14,14,9,9
Will Blair,K,FA,38,500000,2025,20,20,32,0,0,20,0,0,0,4,0,0,8,0,0,27,2,0,0,64,18,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5,5,0,0,0,0
Denzel Davis,K,NJ,38,500000,2026,62,62,21,31,0,0,0,23,18,3,1,0,0,0,0,6,0,0,0,63,72,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,4,4,0,0,0,0
D.D. Elder,K,QUE,29,500000,2025,36,36,23,33,36,50,25,0,1,18,0,0,0,2,5,17,0,1,0,63,42,55,4,1,1,5,5,0,0,0,0,4,4,4,4,5,5,6,6,7,7,36,36,11,11,19,19,17,17
Cooper Mata'afa,K,NJ,31,500000,2025,35,35,19,0,37,29,2,6,18,27,0,0,0,11,0,17,2,0,2,63,41,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,5,35,35,5,5,21,21,19,19
Kamryn Rogers,K,HOU,25,500000,2028,63,66,57,21,68,35,2,24,1,26,20,0,4,24,3,18,0,0,0,62,75,26,16,10,12,20,24,2,6,9,14,11,16,12,14,14,19,20,23,20,22,63,66,5,8,66,70,52,58
Michael Bibbs,K,POR,24,500000,2029,64,74,23,7,58,31,9,5,22,24,0,3,0,0,0,6,6,14,6,62,77,15,39,3,9,6,9,0,3,0,2,0,5,3,10,7,12,11,16,11,18,64,74,9,12,50,57,39,44
Armani Paris,K,SYD,31,500000,2025,38,38,45,7,45,24,4,11,34,12,3,3,0,14,0,19,3,0,2,62,47,63,19,9,9,4,4,0,0,0,0,1,1,3,3,4,4,11,11,10,10,38,38,20,20,25,25,20,20
Tyreek Tupai,P,FA,32,500000,2025,30,30,33,42,34,19,19,1,1,4,0,27,1,0,2,15,8,0,8,62,22,57,39,1,1,6,6,0,0,6,6,7,7,10,10,11,11,5,5,8,8,22,22,30,30,15,15,11,11
Deon Williams,P,OKC,31,500000,2026,67,67,34,6,3,33,22,16,1,0,32,0,1,23,14,27,1,0,3,61,4,68,80,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,67,67,0,0,0,0
Alex Jones,K,OAK,33,500000,2026,53,53,26,0,1,0,0,13,9,0,0,0,0,0,0,21,0,0,0,59,67,19,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,17,17,0,0,0,0
Zack Byrd,K,OTT,31,500000,2026,53,53,12,22,32,0,34,1,0,0,0,0,0,0,9,16,0,0,1,59,68,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,53,53,6,6,12,12,8,8
Mitch Nichols,K,RAL,36,500000,2025,40,40,29,0,0,0,16,4,10,0,0,0,0,0,0,0,0,0,0,59,52,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,1,1,0,0,0,0
Bailey McCray,K,PIT,35,500000,2025,37,37,23,0,0,0,23,13,0,0,0,0,0,0,0,16,0,0,0,59,47,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,2,2,0,0,0,0
Tyler Hamilton,K,PRO,29,500000,2025,31,31,16,4,20,32,0,4,27,6,0,0,0,0,0,17,0,11,0,59,38,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,3,3,1,1
Jamie O'Neal,K,MEM,23,500000,2025,21,30,26,0,31,19,3,20,2,5,0,0,0,4,24,17,26,0,0,59,24,16,15,0,4,0,4,0,9,0,6,0,6,0,7,4,9,4,10,7,12,21,30,1,4,12,20,8,16
Charles Poyser,K,DP,21,500000,2026,23,34,31,16,37,13,15,22,17,15,0,13,0,0,0,29,8,0,0,59,28,46,20,7,20,2,8,0,10,0,5,0,10,2,14,5,12,12,20,11,20,23,34,14,25,19,29,16,25
Otis Pratt,K,PHI,32,500000,2027,57,57,60,0,11,30,1,17,9,0,0,15,0,1,0,0,0,0,0,58,73,28,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,5,5,0,0,0,0
Antonio Archer,K,ATH,41,500000,2026,56,56,20,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,58,72,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,2,2,0,0,0,0
Caleb Laolagi,K,VAN,34,500000,2025,44,44,36,0,5,19,0,0,5,0,0,12,0,0,0,9,0,12,0,58,60,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,5,5,0,0,0,0
Bruce Henningsen,K,SD,34,500000,2025,44,44,22,0,0,0,14,3,9,0,0,4,0,0,0,0,0,0,0,58,60,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,2,2,0,0,0,0
A.J. Roberson,K,SA,28,500000,2025,41,41,37,0,25,4,17,33,1,0,1,2,0,14,12,21,27,0,0,58,54,38,25,4,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7,7,41,41,13,13,6,6,2,2
Vin Clark,K,DAL,36,500000,2025,41,41,26,0,0,0,22,18,6,3,0,0,0,0,7,8,24,0,0,58,55,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,5,5,0,0,0,0
Darius Simmons,K,ABQ,37,500000,2025,36,36,52,0,0,0,24,7,11,0,0,0,0,0,0,0,0,0,0,58,47,27,17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,5,5,0,0,0,0
Jason Preston,K,DAL,35,500000,2025,25,25,42,0,0,22,0,17,6,0,0,0,0,0,0,0,0,0,0,58,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0
Alex Dixon,P,HAW,32,500000,2025,56,56,30,18,15,59,3,44,29,0,0,0,1,6,0,0,21,2,1,57,61,78,51,9,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,44,44,56,56,0,0,0,0
Myles Lampert,P,NYC,38,500000,2025,50,50,41,0,0,17,0,16,26,0,0,0,0,0,0,39,0,0,0,57,0,47,77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,10,10,50,50,0,0,0,0
Edward Doss,K,HAW,30,500000,2025,38,38,22,23,19,20,0,3,0,0,0,2,0,0,0,0,0,0,4,57,51,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,2,2,1,1,0,0
Niles Brown,K,PHO,40,500000,2025,31,31,20,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,0,57,40,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0
Todd Harger,K,SJ,33,500000,2025,28,28,49,4,26,32,0,0,4,1,7,13,0,0,0,8,0,0,0,57,36,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,2,2,7,7,3,3
Kevin Anderson,K,WAS,33,500000,2025,28,28,34,5,27,50,8,10,26,0,8,0,0,0,0,17,0,0,0,57,36,11,45,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,28,28,10,10,8,8,4,4
Kevin Lofton,K,BER,34,500000,2025,26,26,35,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,57,33,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0
Brandon Bell,K,FA,30,500000,2025,23,23,29,18,7,50,27,6,15,1,0,0,22,0,0,6,0,2,0,57,30,19,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0
Demetrius Richards,K,FA,32,500000,2025,19,19,41,0,19,66,19,15,5,0,5,2,0,0,0,4,12,1,0,57,23,26,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,11,11,1,1,0,0
Victor Brownlee,K,KAU,24,500000,2029,63,73,19,14,36,45,9,0,10,12,13,5,2,0,0,3,0,0,0,56,81,32,29,0,7,4,7,0,6,0,2,0,3,0,5,0,6,1,3,1,4,63,73,12,18,17,22,14,20
Jonah Joyce,K,ORL,22,500000,2025,42,55,52,4,49,28,7,14,15,15,8,6,0,4,0,7,0,3,0,56,58,36,6,7,15,7,11,0,8,1,7,0,5,4,15,4,10,9,15,8,18,42,55,5,14,32,42,23,31
Nick Williams,P,AUS,24,500000,2026,50,54,40,22,34,37,17,0,18,2,4,15,0,0,0,30,0,0,1,56,9,57,67,4,9,3,5,0,5,2,4,2,5,4,10,5,7,11,16,10,15,14,18,50,54,14,19,10,14
J.K. Taylor,P,CAI,23,500000,2025,42,49,46,1,31,36,29,20,11,24,0,0,0,2,0,15,2,3,0,56,25,35,80,10,17,0,2,0,5,0,3,0,3,0,8,0,6,4,9,3,10,20,29,42,49,16,21,14,19
Harrison Enis,K,TOR,24,500000,2026,36,43,33,51,48,23,14,2,0,12,0,5,4,6,0,33,18,4,0,56,49,51,8,2,9,12,17,0,3,7,9,12,15,15,21,20,28,17,22,21,28,36,43,11,16,31,37,24,29
Chris Taylor,K,IND,29,500000,2025,38,38,21,17,28,87,29,3,38,25,2,0,16,0,0,49,13,0,3,56,51,35,15,9,9,2,2,0,0,0,0,0,0,0,0,5,5,15,15,15,15,38,38,8,8,13,13,13,13
Femi Lewis,K,POR,28,500000,2025,38,38,46,0,32,30,19,16,37,4,0,0,0,1,0,3,0,0,6,55,53,38,29,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,14,14,13,13,8,8
Marcus Wilkins,K,LA,41,500000,2025,39,39,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,55,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0
Jimmy Pickens,K,OTT,34,500000,2025,38,38,30,0,0,11,23,17,9,2,0,0,0,0,0,6,0,0,13,55,53,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0
Kevin Nall,K,HOU,40,500000,2025,32,32,43,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,55,45,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0
Antwon Polite,P,DP,22,500000,2026,26,34,32,15,18,33,25,8,5,5,17,24,2,0,0,23,0,2,0,55,29,56,34,3,14,1,5,0,9,0,3,0,8,0,7,0,5,2,8,1,6,22,29,26,34,1,9,0,6
Aaron Smith,K,VB,22,500000,2026,50,61,41,5,32,5,16,5,9,24,12,0,0,0,6,6,0,0,0,54,69,28,24,4,14,3,9,0,7,0,3,0,6,0,10,0,5,1,9,1,10,50,61,8,17,16,23,14,23
Lewis Dunn,K,MIN,24,500000,2025,43,50,24,33,65,26,4,2,29,8,0,6,5,0,33,3,8,0,33,54,62,45,19,5,11,14,18,0,5,6,8,11,14,14,18,16,20,12,19,15,22,43,50,13,16,55,65,41,47
Geoff Williams,K,CLB,28,500000,2025,45,45,56,17,28,40,16,0,16,0,0,0,0,1,7,0,0,3,0,54,65,45,38,5,5,0,0,0,0,2,2,3,3,5,5,2,2,0,0,0,0,45,45,21,21,9,9,5,5
David Kleinschmidt,P,SEL,35,500000,2025,50,50,25,0,3,37,0,10,36,0,0,0,19,0,0,0,1,0,0,54,0,53,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,50,50,0,0,0,0
Levi Owens,K,ATL,36,500000,2025,41,41,17,0,0,0,6,0,18,0,4,6,0,0,0,9,0,0,0,54,59,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,1,1,0,0,0,0
Philip Gerau,P,DAL,23,500000,2025,28,37,16,31,48,40,22,5,1,13,0,29,17,0,2,6,7,13,0,54,20,65,28,0,6,10,16,4,10,6,13,2,5,6,14,9,17,6,13,9,18,17,24,28,37,31,39,23,33
Jadon Maddox,K,SEA,38,500000,2025,38,38,19,0,0,0,28,0,0,0,0,9,0,0,0,0,0,0,0,54,53,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0
JoJo Albright,K,PHI,27,500000,2025,35,35,26,0,55,39,0,11,19,13,0,0,0,0,2,26,0,0,2,54,49,7,3,1,1,3,3,0,1,0,0,0,0,0,0,3,3,17,17,15,15,35,35,0,0,41,41,29,29
Koby Miles,K,MLB,34,500000,2025,35,35,24,12,6,14,12,0,0,0,17,0,0,0,0,0,0,0,0,54,49,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0
David Griffiths,K,MON,38,500000,2025,32,32,21,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,54,45,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2,2,0,0,0,0
