Name,Pos,Team,Age,Contract,Exp,Ovr,Pot,Hgt,Str,Spd,End,ThV,ThP,ThA,BSc,Elu,RtR,Hnd,RBk,PBk,PCv,Tck,PRs,RnS,KPw,KAc,PPw,PAc,OvrQB,PotQB,OvrRB,PotRB,OvrWR,PotWR,OvrTE,PotTE,OvrOL,PotOL,OvrDL,PotDL,OvrLB,PotLB,OvrCB,PotCB,OvrS,PotS,OvrK,PotK,OvrP,PotP,OvrKR,PotKR,OvrPR,PotPR
Brett Joachim,K,MLB,30,500000,2027,59,59,35,13,29,34,19,25,26,14,0,0,0,3,9,28,1,0,0,72,61,27,14,10,10,0,0,0,0,0,0,0,0,0,0,1,1,8,8,7,7,59,59,5,5,12,12,10,10
Michael Campbell,K,BEL,33,500000,2028,70,70,29,5,4,45,41,8,0,0,15,0,0,9,15,2,0,0,0,71,86,55,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,10,10,0,0,0,0
Phillip Green,K,MAD,26,500000,2026,44,46,33,13,40,16,23,23,36,0,1,6,5,0,0,29,1,0,0,71,47,16,16,12,12,2,4,0,0,0,3,0,1,1,3,3,5,13,13,11,13,44,46,1,1,19,21,13,15
Tyler Brinson,K,ATL,30,500000,2026,44,44,35,42,24,65,18,21,0,10,0,0,0,1,6,24,7,0,0,71,47,35,35,5,5,3,3,0,0,3,3,7,7,8,8,8,8,5,5,7,7,44,44,15,15,8,8,6,6
Jonny Ward,K,DAL,25,500000,2025,40,43,55,17,34,31,17,15,5,0,0,16,0,19,0,29,0,22,7,71,40,40,30,6,11,3,6,0,5,6,7,5,5,9,12,7,9,11,12,10,13,40,43,15,19,14,18,9,13
Will Johnson,K,MNL,28,500000,2025,37,37,25,0,32,40,25,6,20,1,0,0,0,1,0,0,0,0,0,71,35,26,35,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,12,12,12,12,7,7
Derek Lux,K,ORL,36,500000,2025,37,37,5,7,0,0,15,1,20,0,11,0,0,0,16,23,0,0,0,71,35,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,3,3,0,0,0,0
Kyle Patrick,K,ORL,27,500000,2025,62,62,39,25,37,0,18,0,5,11,19,0,0,10,0,16,0,14,11,70,66,13,29,4,4,9,9,0,0,1,1,4,4,8,9,7,7,7,8,7,7,62,62,5,5,18,19,14,14
Bryan Smith,K,CLB,30,500000,2025,57,57,39,4,28,18,0,26,30,19,1,0,1,0,1,21,2,0,13,70,61,33,37,8,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,57,57,15,15,12,12,10,10
Josh Small,K,DEL,30,500000,2025,56,56,42,7,23,38,24,30,38,23,4,0,2,0,21,3,2,20,5,70,60,51,27,16,16,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,56,56,18,18,9,9,8,8
Tom Pemberton,K,EDM,25,500000,2027,50,55,34,18,49,28,31,2,15,4,4,0,12,0,0,3,0,0,0,70,53,30,44,7,12,8,11,0,4,2,4,1,3,4,8,5,7,6,10,7,11,50,55,17,22,29,33,21,25
Tre Walker,K,EDM,30,500000,2025,35,35,27,0,20,40,20,21,5,13,12,0,0,0,14,21,0,0,0,70,34,55,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,35,35,15,15,4,4,2,2
Matt Demby,K,CLE,30,500000,2026,62,62,32,24,5,50,44,17,13,1,0,19,6,0,3,0,0,0,0,69,67,30,20,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,62,62,8,8,0,0,0,0
Joe Hill,K,KAU,37,500000,2025,40,40,15,0,0,2,0,0,0,0,0,0,24,0,0,0,0,0,0,69,42,47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,13,13,0,0,0,0
Marc Brigham,K,LON,22,710000,2027,67,84,34,5,11,57,31,24,29,8,0,0,2,0,22,26,4,13,7,68,80,16,12,11,20,0,1,0,8,0,6,0,7,0,9,0,6,1,6,0,6,67,84,0,4,0,6,0,7
Pat Anderson,P,ROM,25,500000,2025,62,65,35,16,43,45,48,38,4,20,13,0,0,4,0,15,2,3,7,68,27,78,58,16,19,8,8,0,3,0,1,0,2,4,8,5,9,9,13,8,12,29,32,62,65,25,27,21,27
Dave Wells,K,BAL,25,500000,2025,38,43,44,3,31,19,21,3,19,18,0,8,39,0,4,0,0,0,0,68,39,31,25,6,8,4,6,12,13,9,12,0,4,0,4,0,1,0,0,0,1,38,43,10,14,15,16,12,15
Isaac Young,K,CLE,36,500000,2025,34,34,41,0,3,0,0,36,3,0,3,0,0,11,0,17,0,15,0,68,34,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0
Zach Moten,K,ANC,31,500000,2026,53,53,10,22,0,13,17,16,36,31,0,6,0,39,0,44,5,4,2,67,59,40,38,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,53,53,18,18,0,0,0,0
Goran James,K,TOR,36,500000,2025,54,54,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,62,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,6,6,0,0,0,0
Matt Fehr,K,VB,35,500000,2025,53,53,47,10,0,0,0,3,17,6,0,0,0,0,0,20,0,0,0,66,60,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,3,3,0,0,0,0
Adam Stanley,K,UTA,27,500000,2026,43,43,43,20,69,28,6,14,15,3,1,0,3,0,3,15,2,7,0,66,50,27,28,7,7,12,12,0,0,4,4,5,5,10,11,13,13,19,19,19,20,43,43,10,10,59,59,42,42
Patrick Harman,K,AUS,29,500000,2025,42,42,28,2,38,62,20,21,0,15,0,0,12,0,0,0,0,0,0,66,48,14,24,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,42,42,3,3,20,20,16,16
Trae Easter,K,BER,33,500000,2025,32,32,29,0,0,15,49,0,0,0,0,0,0,0,0,11,0,0,0,66,32,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,7,7,0,0,0,0
Milton Wise,K,FA,34,500000,2025,26,26,36,0,11,25,0,5,26,0,0,0,0,0,0,15,0,0,0,66,24,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,8,8,0,0,0,0
Matt Harvey,K,SEA,25,500000,2029,68,73,38,7,52,36,3,26,31,20,19,0,7,21,4,6,0,22,11,65,87,40,30,12,14,12,16,0,3,2,4,2,4,6,8,6,8,9,12,8,9,68,73,15,17,38,42,28,30
David Lee,K,OAK,26,500000,2025,54,54,50,0,25,22,33,15,18,7,0,0,1,0,18,16,18,4,2,65,63,50,5,10,10,0,0,0,3,0,0,0,0,1,1,3,3,3,6,4,7,54,54,10,12,7,8,4,6
Dusty Osborne,K,MXC,37,500000,2025,54,54,13,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,65,63,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0
Marquis Frix,K,CIN,31,500000,2025,50,50,35,8,42,16,10,10,24,14,0,0,0,6,0,1,6,0,0,65,58,12,26,5,5,2,2,0,0,0,0,0,0,1,1,3,3,3,3,4,4,50,50,3,3,23,23,19,19
Andy Weatherspoon,K,MIA,30,500000,2025,34,34,28,0,48,25,19,26,0,7,0,0,0,0,0,12,0,0,11,65,37,35,15,3,3,1,1,0,0,0,0,0,0,0,0,1,1,9,9,8,8,34,34,8,8,28,28,20,20
Luke Lawson,K,LV,24,500000,2029,67,76,26,11,50,2,27,4,8,2,0,0,0,0,0,38,11,0,14,64,84,56,27,2,8,3,5,0,5,0,1,0,4,4,10,9,15,20,23,19,24,67,76,21,25,30,36,21,28
Jake Willis,K,QUE,26,500000,2027,62,62,28,5,48,27,36,31,5,5,0,6,12,4,5,15,2,1,2,64,71,15,23,9,11,4,5,0,0,0,1,0,0,0,0,2,2,10,13,9,11,62,62,3,3,28,28,20,20
Cameron Wilson,K,SD,27,500000,2029,65,65,52,0,7,75,3,34,4,14,5,0,2,19,0,20,0,8,22,64,80,16,12,4,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,65,65,0,0,0,0,0,0
Beau Bangura,K,BER,39,500000,2025,60,60,28,0,0,0,0,16,0,0,0,0,0,0,0,25,0,0,0,64,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0
Jordan Levy,K,CGY,36,500000,2025,42,42,36,0,9,5,4,9,16,0,0,0,0,0,7,0,0,0,0,64,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0
Matt Newton,K,MAD,25,500000,2025,35,36,49,0,47,19,6,4,26,3,0,0,0,0,0,31,0,0,0,64,39,27,22,5,9,2,2,0,4,0,0,0,2,1,5,3,6,17,19,14,15,35,36,8,9,25,28,18,22
Royce Treadwell,K,NYC,23,500000,2025,26,35,42,19,37,34,6,22,7,2,1,0,0,6,1,38,0,0,17,64,26,24,21,4,12,3,4,0,6,1,7,2,8,6,15,7,14,15,20,13,20,26,35,6,10,17,25,12,17
Ed Chambers,K,CIN,32,500000,2025,32,32,25,0,19,30,13,23,14,11,0,0,0,3,3,29,1,0,0,64,35,27,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,32,32,4,4,3,3,1,1
Eli Miles,K,PIT,37,500000,2025,30,30,27,0,0,0,8,0,16,5,0,0,0,0,0,10,0,0,0,64,32,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,1,1,0,0,0,0
Aaron Moses,K,FA,29,500000,2025,25,25,13,29,30,34,10,29,13,8,0,0,0,14,0,0,0,0,0,64,25,21,58,3,3,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,25,25,19,19,12,12,9,9
Colby Young,K,FA,33,500000,2025,23,23,35,0,5,41,18,13,0,8,0,0,0,0,30,18,0,0,0,64,23,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0
Victor Boswell,K,NYC,27,500000,2028,65,65,52,15,29,34,30,17,15,0,6,0,0,4,0,37,20,1,0,63,78,52,16,11,11,1,1,0,1,1,3,1,1,6,6,9,10,12,12,14,15,65,65,14,14,9,9,5,5
Dwayne Hill,K,PRO,38,500000,2026,57,57,28,0,0,0,9,3,4,0,0,0,0,0,0,0,0,0,0,63,68,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,8,8,0,0,0,0
Blaine Ray,K,PHO,27,500000,2027,53,53,43,25,40,50,2,42,25,7,2,4,18,9,0,26,0,6,2,63,63,35,21,13,13,8,8,3,4,8,8,5,5,7,7,8,8,12,12,11,11,53,53,10,10,20,20,16,17
Jarvis Christensen,K,POR,35,500000,2026,45,45,57,0,0,0,11,0,16,0,0,0,1,0,0,6,8,0,0,63,56,11,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0
Jake Clayborn,K,ATH,23,500000,2026,34,42,21,26,22,34,17,0,5,15,0,0,0,0,5,20,0,0,0,63,39,29,29,0,8,0,4,0,7,0,6,0,6,0,8,0,7,2,9,2,7,34,42,11,16,7,15,6,10
Nicholas White,K,KEN,25,500000,2025,26,28,45,16,31,71,24,20,12,8,15,2,0,14,0,4,0,0,0,63,28,26,43,10,12,5,6,0,3,1,1,2,4,3,7,2,3,0,3,1,2,26,28,15,18,12,13,9,14
Khaled McCulloch,K,DP,21,500000,2026,30,44,34,15,32,36,22,17,1,18,0,14,9,2,0,24,0,1,0,63,33,37,7,4,14,2,8,0,9,2,8,0,7,1,13,2,10,8,18,7,16,30,44,5,15,16,27,13,22
Blake Okeson,K,DET,33,500000,2027,59,59,36,3,23,14,0,36,0,0,0,0,11,0,0,0,0,0,0,62,71,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,0,0,4,4,1,1
Leo Huff,K,ROM,30,500000,2027,54,54,26,17,0,53,10,6,4,1,8,0,0,0,10,18,0,0,0,62,66,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,7,7,0,0,0,0
Andre Hightower,K,SJ,25,500000,2027,47,51,41,26,18,47,19,2,9,19,0,0,12,0,0,13,1,0,1,62,58,29,29,3,5,0,0,0,5,3,3,1,4,3,4,1,4,0,4,0,1,47,51,11,16,4,8,4,9
Paul Lacy,K,KC,28,500000,2025,31,31,22,19,24,36,1,13,22,19,8,18,0,0,5,7,0,0,0,62,35,43,33,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,17,17,9,9,8,8
Steven Hunt,K,QUE,34,500000,2025,32,32,60,2,0,51,13,1,8,8,0,0,0,0,4,0,0,0,0,62,38,7,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0
Herman Barker,K,MXC,29,500000,2025,31,31,33,34,0,39,46,5,14,21,0,0,4,0,0,21,0,4,3,62,35,55,33,9,9,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,31,31,24,24,0,0,0,0
Jeff Brown,K,FA,35,500000,2025,24,24,32,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,62,26,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,1,1,0,0,0,0
Matthew Latu,K,STL,37,500000,2025,43,43,37,0,0,18,0,0,1,0,0,0,0,0,16,0,0,0,0,61,55,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0
Danny Johnson,K,IST,28,500000,2026,38,38,40,9,28,0,0,16,2,0,0,7,0,0,1,20,0,6,0,61,47,61,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,38,38,29,29,9,9,5,5
Cody Butler,K,NJ,36,500000,2025,32,32,39,0,0,0,0,4,2,0,0,0,0,0,0,10,11,0,0,61,37,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10,10,0,0,0,0
Andrew Stanley,K,FA,40,500000,2025,27,27,51,10,0,20,0,0,15,0,0,0,0,0,0,0,0,0,0,61,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0
Gene Cruz,K,BUF,22,500000,2026,56,70,30,2,41,27,3,26,10,19,0,0,0,0,13,24,16,5,4,60,69,16,27,3,10,1,7,0,8,0,5,0,7,0,9,5,13,11,19,12,19,56,70,5,12,23,33,19,30
Shawne Beamon,K,TOK,23,500000,2026,38,47,43,14,59,26,17,3,20,12,0,0,13,0,0,34,14,9,0,60,49,30,16,8,15,10,15,1,10,4,8,2,9,8,14,14,20,22,32,23,33,38,47,6,12,47,58,34,44
Omarr Wills,K,LAE,31,500000,2026,42,42,35,22,0,15,17,0,10,0,0,0,0,2,0,0,10,0,0,60,55,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0
Brian Brasher,K,DEN,35,500000,2025,41,41,22,5,0,3,12,0,8,0,0,0,0,0,0,26,8,0,0,60,52,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0
Kody Hogan,K,BKN,33,500000,2025,38,38,52,0,26,64,22,16,1,0,0,3,0,0,12,16,4,0,12,60,49,10,24,4,4,0,0,0,0,0,0,0,0,1,1,0,0,3,3,2,2,38,38,2,2,7,7,3,3
Alex Anderson,K,ATH,35,500000,2025,29,29,17,0,0,0,12,0,0,0,0,0,0,0,0,6,11,0,0,60,34,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,7,7,0,0,0,0
Cade Combs,K,WPG,28,500000,2025,44,44,5,5,29,49,39,5,22,26,0,22,0,0,0,22,0,0,0,59,58,46,32,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,44,44,18,18,14,14,13,13
A.J. Murray,K,CHI,24,500000,2025,35,43,39,26,42,41,9,25,5,17,0,3,0,8,0,16,4,7,0,59,44,38,34,6,12,6,8,0,7,2,7,5,9,7,11,8,11,9,12,10,14,35,43,16,20,24,32,20,24
Fran Hill,K,FA,33,500000,2025,23,23,46,3,39,40,0,21,0,9,0,0,0,0,0,18,2,4,0,59,26,33,16,1,1,0,0,0,0,0,0,0,0,1,1,2,2,9,9,7,7,23,23,8,8,20,20,15,15
Pat Martin,K,BOS,35,500000,2025,48,48,60,1,11,11,13,8,18,3,0,0,0,0,0,0,0,0,0,58,64,20,39,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,11,11,0,0,0,0
Jalen Favorite,K,TOK,25,500000,2025,28,32,11,16,23,37,17,14,12,5,4,0,16,0,1,16,0,0,7,58,35,16,15,0,5,0,3,0,5,0,4,0,1,0,4,0,0,0,4,0,2,28,32,1,2,5,9,3,8
Chris Chase,K,DP,22,500000,2026,32,44,21,33,17,26,17,26,2,7,0,0,0,0,0,29,0,0,0,58,42,32,36,2,8,0,1,0,8,0,5,0,5,1,11,1,10,4,11,3,12,32,44,14,23,1,8,0,7
Seth Moore,K,ABQ,26,500000,2026,65,65,36,19,35,28,0,8,39,21,0,5,10,0,4,33,0,6,0,57,87,31,31,7,7,4,4,0,0,2,2,1,2,3,3,4,5,13,16,11,14,65,65,12,12,19,19,16,16
Anthony Vernon,K,PAR,25,500000,2026,45,48,39,15,57,20,27,16,51,30,3,0,7,3,0,4,11,0,3,57,62,40,34,20,26,10,13,0,2,2,6,2,3,7,8,10,14,10,13,12,17,45,48,17,19,50,56,41,47
Sedric McDonald,P,QUE,32,500000,2025,59,59,8,20,22,15,4,13,30,0,0,0,1,0,0,25,0,0,0,57,0,67,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,10,10,59,59,4,4,1,1
Marcellous King,K,PIT,27,500000,2026,42,42,32,16,19,28,29,10,18,15,9,0,19,0,0,15,5,3,0,57,57,27,28,7,8,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,42,42,10,11,4,5,3,4
Jalen Cooper,P,MIL,23,500000,2025,37,46,19,17,39,51,20,13,12,4,2,1,0,1,0,29,0,0,12,57,31,59,47,2,10,2,6,0,6,0,3,0,5,1,9,3,9,12,17,10,19,24,30,37,46,19,24,14,20
Ryan Pearson,K,DET,35,500000,2025,38,38,23,0,0,0,45,0,12,5,0,12,0,0,0,9,21,3,0,57,51,33,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,11,11,0,0,0,0
Omar Bostic,K,SF,23,500000,2025,23,30,31,14,32,30,33,15,28,16,22,5,0,0,5,16,15,0,7,57,29,38,5,13,22,6,9,0,9,0,5,0,4,2,8,5,12,5,12,7,14,23,30,5,10,14,21,12,19
Billy Singleton,K,POR,36,500000,2025,29,29,32,14,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,57,37,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,5,5,0,0,0,0
Jesse Becker,K,BEI,24,500000,2025,53,58,19,9,17,80,2,4,0,1,0,3,7,0,0,15,8,0,2,56,71,26,17,0,5,0,4,0,6,0,1,0,2,0,7,0,5,0,5,0,5,53,58,5,11,0,6,0,5
Tommie Scott,K,NOL,26,500000,2025,44,47,16,13,19,32,18,2,4,6,3,0,9,0,0,26,0,0,0,56,62,14,13,0,0,0,0,0,3,0,0,0,2,0,1,0,1,3,5,2,2,44,47,0,0,2,4,0,0
Lionel Harris,K,FA,25,500000,2025,23,28,28,39,19,34,5,0,24,20,0,0,0,0,0,23,0,0,0,56,29,58,5,2,7,1,1,0,3,0,1,4,4,4,7,4,5,2,3,3,5,23,28,13,15,5,10,6,9
Ryan Dent,K,FA,22,500000,2025,19,28,16,1,62,22,25,16,18,19,16,6,5,0,1,17,3,0,0,56,24,37,17,7,15,10,15,0,10,0,6,0,5,0,8,4,12,16,24,15,26,19,28,9,16,52,67,40,55
Spencer Covington,K,DP,22,500000,2026,39,48,37,5,26,22,13,30,1,6,0,17,0,0,0,22,4,3,0,56,54,51,26,3,11,0,5,0,6,0,3,0,6,0,9,0,9,5,14,4,12,39,48,18,27,8,18,5,12
Quinn Estep,K,MIN,31,500000,2027,60,60,32,0,27,43,34,5,1,0,0,0,17,3,14,25,2,1,27,55,79,35,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,60,60,10,10,8,8,4,4
Luke Odum,K,NJ,35,500000,2025,50,50,9,23,3,13,35,0,9,17,0,0,0,0,0,48,0,0,0,55,68,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,50,50,4,4,0,0,0,0
Xavier Oliverson,P,STL,30,500000,2026,43,43,40,17,35,42,34,17,2,20,4,12,0,16,0,62,20,5,4,55,24,65,51,8,8,4,4,0,0,2,2,3,3,6,6,12,12,24,24,23,23,19,19,43,43,18,18,16,16
Dean Burke,P,CHI,30,500000,2026,42,42,28,15,39,25,29,9,0,23,0,0,2,1,1,23,3,0,0,55,40,45,69,3,3,3,3,0,0,0,0,0,0,1,1,3,3,10,10,9,9,29,29,42,42,22,22,20,20
Derek Parker,K,SEL,38,500000,2025,35,35,49,0,0,0,15,0,0,0,0,1,0,0,0,10,0,0,0,55,49,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0
Ruben Rafferty,K,FA,32,500000,2025,26,26,38,0,39,21,13,1,10,7,0,0,25,13,0,0,0,0,0,55,35,45,13,0,0,3,3,3,3,4,4,0,0,0,0,0,0,1,1,1,1,26,26,11,11,19,19,14,14
Nate Clark,K,SF,32,500000,2025,50,50,21,0,20,17,0,16,0,0,4,0,0,0,0,14,0,0,3,54,69,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,2,2,0,0
